model_key,model,concurrency_group,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,margin_ab,margin_ba,content_margin,position_margin,debiased_correct,content_tie,ab_first_choice,ba_first_choice
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1166,java,medium,0.6367372057892716,-0.6367372057892716,False,False,,True,False,-0.875,-0.625,-0.125,-0.75,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1167,java,medium,0.8064167896512456,-0.8064167896512456,False,False,,True,False,-1.625,-0.125,-0.75,-0.875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1168,java,medium,0.9341253551631158,0.9341253551631158,False,False,,False,True,-1.0,-0.25,-0.375,-0.625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1169,java,medium,0.7544903410266628,-0.7544903410266628,True,True,-1.0,True,True,-1.25,0.375,-0.8125,-0.4375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1170,java,medium,0.5160589532097616,0.5160589532097616,False,False,,False,True,-1.375,-1.75,0.1875,-1.5625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1171,java,medium,0.7544903410266628,-0.7544903410266628,False,False,,True,False,-0.875,-0.375,-0.25,-0.625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1172,java,medium,0.6584121390694574,0.6584121390694574,True,False,-1.0,False,False,-0.375,0.125,-0.25,-0.125,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1173,java,medium,0.766217397351517,0.766217397351517,True,True,1.0,True,True,0.125,-0.25,0.1875,-0.0625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1174,java,medium,0.6649338083275786,0.6649338083275786,True,True,1.0,True,True,0.125,-1.25,0.6875,-0.5625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1175,java,medium,0.7210993729898949,0.7210993729898949,True,True,1.0,True,True,0.125,-0.75,0.4375,-0.3125,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1176,java,medium,0.7730258216144777,0.7730258216144777,False,False,,False,True,-0.125,-1.875,0.875,-1.0,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1177,java,medium,0.6584121390694576,0.6584121390694576,True,False,-1.0,False,False,-0.25,0.125,-0.1875,-0.0625,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1178,java,medium,0.8970578193953631,0.8970578193953631,True,True,1.0,True,True,0.5,-1.375,0.9375,-0.4375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1179,java,medium,0.7805610728365252,0.7805610728365252,True,False,-1.0,False,False,-1.125,0.5,-0.8125,-0.3125,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1180,java,medium,0.8417153941552558,0.8417153941552558,True,True,1.0,True,True,0.125,-0.625,0.375,-0.25,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1181,java,medium,0.9883408781810736,0.9883408781810737,True,True,1.0,True,True,0.75,-1.875,1.3125,-0.5625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1182,java,medium,0.8068338361472988,0.8068338361472988,True,True,1.0,True,True,0.0,-0.375,0.1875,-0.1875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1183,java,medium,0.8068338361472988,0.8068338361472988,True,True,1.0,True,True,0.0,-1.125,0.5625,-0.5625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1184,java,medium,0.826729542156676,-0.826729542156676,True,False,1.0,False,False,0.125,-0.875,0.5,-0.375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1185,java,medium,0.9349452374786288,0.9349452374786288,True,True,1.0,True,True,0.125,-1.0,0.5625,-0.4375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1186,java,medium,0.75351345826668,-0.75351345826668,False,False,,True,False,-0.375,-0.625,0.125,-0.5,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1187,java,medium,0.9409928234600644,-0.9409928234600644,False,False,,True,False,-0.375,-2.0,0.8125,-1.1875,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1188,java,medium,0.5779787393925144,-0.5779787393925144,True,False,1.0,False,False,0.0,-2.375,1.1875,-1.1875,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1189,java,medium,0.5794026823811225,-0.5794026823811225,True,True,-1.0,True,True,-2.625,0.625,-1.625,-1.0,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1190,java,medium,0.7242533529764026,0.7242533529764026,False,False,,False,True,-1.375,-1.25,-0.0625,-1.3125,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1191,java,medium,0.5794026823811225,-0.5794026823811225,True,True,-1.0,True,True,-1.75,0.25,-1.0,-0.75,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1192,java,medium,0.875135776328274,-0.875135776328274,True,True,-1.0,True,True,-3.0,2.125,-2.5625,-0.4375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1193,java,medium,0.7815393436618947,-0.7815393436618947,True,True,-1.0,True,True,-1.875,1.0,-1.4375,-0.4375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1194,java,medium,0.629578168771094,-0.629578168771094,False,False,,True,False,-1.75,-1.625,-0.0625,-1.6875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1195,java,medium,0.8032628096647378,-0.8032628096647378,True,True,-1.0,True,True,-0.5,0.125,-0.3125,-0.1875,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1196,java,medium,0.7397039227537126,-0.7397039227537126,True,True,-1.0,True,True,-1.375,0.25,-0.8125,-0.5625,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1197,java,medium,0.5799058102284735,-0.5799058102284735,False,False,,True,False,-0.875,-0.125,-0.375,-0.5,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1198,java,medium,0.521102618188865,-0.521102618188865,True,False,1.0,False,False,0.25,-1.375,0.8125,-0.5625,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1199,java,medium,0.939919281713088,-0.9399192817130881,False,False,,True,False,-0.125,-1.75,0.8125,-0.9375,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1200,java,medium,0.5769051976455373,-0.5769051976455373,True,False,1.0,False,False,0.25,-2.125,1.1875,-0.9375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1201,java,medium,0.939919281713088,-0.9399192817130881,False,False,,True,False,-0.5,-2.25,0.875,-1.375,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1202,java,medium,0.5925709251625112,0.5925709251625112,False,False,,False,True,-0.875,-0.75,-0.0625,-0.8125,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1203,java,medium,0.9612817230414072,-0.9612817230414072,False,False,,True,False,-1.0,-0.25,-0.375,-0.625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1204,java,medium,0.5064249784493777,-0.5064249784493777,True,True,-1.0,True,True,-1.625,1.0,-1.3125,-0.3125,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1205,java,medium,0.5324410003609811,0.5324410003609811,False,False,,False,True,-1.5,-0.5,-0.5,-1.0,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1206,java,medium,0.8047839893628796,-0.8047839893628796,False,False,,True,False,-1.5,-0.625,-0.4375,-1.0625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1207,java,medium,0.6238814549597486,-0.6238814549597486,False,False,,True,False,-0.875,-1.25,0.1875,-1.0625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1208,java,medium,0.6238814549597486,-0.6238814549597486,False,False,,True,False,-1.25,-1.875,0.3125,-1.5625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1209,java,medium,0.6238814549597486,-0.6238814549597486,False,False,,True,False,-0.625,-1.375,0.375,-1.0,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1210,java,medium,0.882272266353072,0.882272266353072,False,False,,False,True,-0.5,-0.75,0.125,-0.625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1211,java,medium,0.6320756535066794,-0.6320756535066794,True,True,-1.0,True,True,-0.5,0.0,-0.25,-0.25,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1212,java,medium,0.6189074107252892,-0.6189074107252892,True,True,-1.0,True,True,-0.75,0.0,-0.375,-0.375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1213,java,medium,0.8043188696072734,0.8043188696072734,True,True,1.0,True,True,0.125,-0.5,0.3125,-0.1875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1214,java,medium,0.891805760399896,-0.891805760399896,True,True,-1.0,True,True,-1.875,0.125,-1.0,-0.875,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1215,java,medium,0.5865233391810767,0.5865233391810767,False,False,,False,True,-1.25,-1.75,0.25,-1.5,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1216,java,medium,0.8655329970891225,-0.8655329970891225,False,False,,True,False,-0.375,-1.375,0.5,-0.875,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1217,java,medium,0.5865233391810767,0.5865233391810767,False,False,,False,True,-0.375,-2.875,1.25,-1.625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1218,java,medium,0.7680303812148519,0.7680303812148519,True,True,1.0,True,True,0.0,-2.5,1.25,-1.25,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1219,java,medium,0.5025189130215725,-0.5025189130215725,False,False,,True,False,-0.875,-1.875,0.5,-1.375,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1220,java,medium,0.7242533529764035,-0.7242533529764035,False,False,,True,False,-0.125,-0.5,0.1875,-0.3125,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1221,java,medium,0.7582462907421774,-0.7582462907421774,True,False,1.0,False,False,0.375,-1.125,0.75,-0.375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1222,java,medium,0.7121411701375493,0.7121411701375493,True,True,1.0,True,True,0.375,-0.75,0.5625,-0.1875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1223,java,medium,0.6958960569075968,-0.6958960569075968,True,False,1.0,False,False,0.25,-2.125,1.1875,-0.9375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1224,java,medium,0.9137647493355798,0.9137647493355798,False,False,,False,True,-0.875,-0.375,-0.25,-0.625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1225,java,medium,0.7126745558013794,0.7126745558013794,True,False,-1.0,False,False,-0.75,0.125,-0.4375,-0.3125,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1226,java,medium,0.9228291385508895,-0.9228291385508895,True,False,1.0,False,False,0.5,-0.875,0.6875,-0.1875,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1227,java,medium,0.9577106965588466,-0.9577106965588466,False,False,,True,False,-0.625,-1.125,0.25,-0.875,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1228,java,medium,0.5946966124912966,-0.5946966124912966,False,False,,True,False,-0.25,-1.5,0.625,-0.875,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1229,java,medium,0.9349452374786282,-0.9349452374786282,True,True,-1.0,True,True,-1.875,1.0,-1.4375,-0.4375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1230,java,medium,0.9899005356001058,-0.9899005356001058,True,True,-1.0,True,True,-3.75,2.5,-3.125,-0.625,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1231,java,medium,0.8905567774492009,-0.8905567774492009,True,True,-1.0,True,True,-2.625,1.125,-1.875,-0.75,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1232,java,medium,0.5794026823811225,0.5794026823811225,True,True,1.0,True,True,0.25,-0.875,0.5625,-0.3125,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1233,java,medium,0.5003932256927871,-0.5003932256927871,True,True,-1.0,True,True,-1.0,0.125,-0.5625,-0.4375,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1234,java,medium,0.5722026399423233,-0.5722026399423233,True,False,1.0,False,False,0.375,-0.25,0.3125,0.0625,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1235,java,medium,0.8223583458385173,-0.8223583458385173,True,False,1.0,False,False,1.5,-2.375,1.9375,-0.4375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1236,java,medium,0.9523857801543,0.9523857801542999,True,True,1.0,True,True,0.75,-1.25,1.0,-0.25,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1237,java,medium,0.5003932256927864,-0.5003932256927864,False,False,,True,False,-0.625,-0.375,-0.125,-0.5,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1238,java,medium,0.6847486246322365,0.6847486246322365,False,False,,False,True,-0.75,-0.75,0.0,-0.75,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1239,java,medium,0.6057391679439013,0.6057391679439013,False,False,,False,True,-0.75,-0.375,-0.1875,-0.5625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1240,java,medium,0.5334785706487203,-0.5334785706487203,False,False,,True,False,-1.0,-0.75,-0.125,-0.875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1241,java,medium,0.7149856126824946,-0.7149856126824946,False,False,,True,False,-0.5,-0.625,0.0625,-0.5625,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1242,java,medium,0.7268710871945524,0.7268710871945524,False,False,,False,True,-0.375,-1.125,0.375,-0.75,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1243,java,medium,0.7175044935832479,0.7175044935832479,False,False,,False,True,-0.75,-1.5,0.375,-1.125,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1244,java,medium,0.8990115356170228,0.8990115356170228,False,False,,False,True,-0.5,-1.625,0.5625,-1.0625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1245,java,medium,0.734551842686952,-0.734551842686952,False,False,,True,False,-0.125,-1.375,0.625,-0.75,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1246,java,medium,0.5135614684741772,-0.5135614684741772,True,True,-1.0,True,True,-0.5,0.0,-0.25,-0.25,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1247,java,medium,0.7637580813205691,0.7637580813205691,False,False,,False,True,-0.25,-0.5,0.125,-0.375,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1248,java,medium,0.6091825434368097,0.6091825434368097,True,True,1.0,True,True,0.125,-1.5,0.8125,-0.6875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1249,java,medium,0.7921153773893758,0.7921153773893758,True,True,1.0,True,True,0.125,-1.5,0.8125,-0.6875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1250,java,medium,0.6645884540509457,0.6645884540509457,False,False,,False,True,-0.375,-0.75,0.1875,-0.5625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1251,java,medium,0.530300737738126,0.530300737738126,False,False,,False,True,-0.625,-0.875,0.125,-0.75,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1252,java,medium,0.920245486254166,0.9202454862541659,True,False,-1.0,False,False,-0.5,0.0,-0.25,-0.25,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1253,java,medium,0.7622369016224282,0.7622369016224282,False,False,,False,True,-0.375,-1.375,0.5,-0.875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1254,java,medium,0.5320963927110148,-0.5320963927110148,True,False,1.0,False,False,0.75,-1.125,0.9375,-0.1875,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1255,java,medium,0.9431394360255592,0.9431394360255593,False,False,,False,True,-0.5,-2.125,0.8125,-1.3125,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1256,java,medium,0.6904239422784143,-0.6904239422784143,True,False,1.0,False,False,0.125,-1.125,0.625,-0.5,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1257,java,medium,0.8719309843121902,-0.8719309843121902,False,False,,True,False,-0.5,-0.25,-0.125,-0.375,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1258,java,medium,0.727163165127851,0.727163165127851,True,True,1.0,True,True,0.875,-2.0,1.4375,-0.5625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1259,java,medium,0.6004208558991853,0.6004208558991853,True,True,1.0,True,True,0.75,-1.5,1.125,-0.375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1260,java,medium,0.8964036510773203,-0.8964036510773203,True,False,1.0,False,False,0.375,-0.75,0.5625,-0.1875,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1261,java,medium,0.6751514083334064,0.6751514083334064,True,True,1.0,True,True,0.125,-1.25,0.6875,-0.5625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1262,java,medium,0.8566584503671814,0.8566584503671814,True,True,1.0,True,True,0.5,-1.25,0.875,-0.375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1263,java,medium,0.5662344395997336,0.5662344395997336,True,False,-1.0,False,False,-0.125,0.0,-0.0625,-0.0625,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1264,java,medium,0.7120482521378715,-0.7120482521378715,True,False,1.0,False,False,1.25,-0.25,0.75,0.5,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1265,java,medium,0.9086087519158514,0.9086087519158514,True,True,1.0,True,True,0.25,-0.875,0.5625,-0.3125,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1266,java,medium,0.5662344395997335,0.5662344395997335,True,True,1.0,True,True,0.125,-0.75,0.4375,-0.3125,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1267,java,medium,0.739038906018691,0.739038906018691,True,True,1.0,True,True,2.75,-2.5,2.625,0.125,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1268,java,medium,0.7831026390834464,0.7831026390834464,False,False,,False,True,-0.5,-0.875,0.1875,-0.6875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1269,java,medium,0.6488149227706267,0.6488149227706267,True,True,1.0,True,True,0.625,-2.0,1.3125,-0.6875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1270,java,medium,0.6488149227706267,0.6488149227706267,True,True,1.0,True,True,0.5,-1.25,0.875,-0.375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1271,java,medium,0.634357980502599,-0.634357980502599,False,False,,True,False,-1.125,-0.125,-0.5,-0.625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1272,java,medium,0.8501603056780239,-0.8501603056780239,False,False,,True,False,-1.5,-0.625,-0.4375,-1.0625,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1273,java,medium,0.883793446051215,-0.883793446051215,False,False,,True,False,-1.5,-0.5,-0.5,-1.0,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1274,java,medium,0.7028909116480839,-0.7028909116480839,False,False,,True,False,-0.875,-1.0,0.0625,-0.9375,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1275,java,medium,0.7099969093614871,0.7099969093614871,True,True,1.0,True,True,0.25,-1.125,0.6875,-0.4375,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1276,java,medium,0.7643776399734241,-0.7643776399734241,True,False,1.0,False,False,1.25,-2.0,1.625,-0.375,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1277,java,medium,0.8975661964632469,-0.8975661964632469,False,False,,True,False,-0.75,-0.625,-0.0625,-0.6875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1278,java,medium,0.7160591544294727,-0.7160591544294727,True,False,1.0,False,False,0.0,-1.25,0.625,-0.625,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1279,java,medium,0.8325651001697393,-0.8325651001697393,True,False,1.0,False,False,0.375,-0.5,0.4375,-0.0625,False,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1280,java,medium,0.5269633305168645,-0.5269633305168645,False,False,,True,False,-0.125,-0.625,0.25,-0.375,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1281,java,medium,0.5288744049499334,0.5288744049499334,False,False,,False,True,-0.25,-0.625,0.1875,-0.4375,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1282,java,medium,0.7061110659605555,0.7061110659605555,True,True,1.0,True,True,0.75,-2.0,1.375,-0.625,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1283,java,medium,0.927452312343418,-0.9274523123434181,False,False,,True,False,-0.125,-0.875,0.375,-0.5,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1284,java,medium,0.5246040239267813,0.5246040239267813,True,True,1.0,True,True,0.125,-1.5,0.8125,-0.6875,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1285,java,medium,0.8876181079943306,0.8876181079943306,True,True,1.0,True,True,0.25,-2.25,1.25,-1.0,True,False,True,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1286,java,medium,0.5851879196854428,0.5851879196854428,True,False,-1.0,False,False,-1.125,0.375,-0.75,-0.375,False,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1287,java,medium,0.6929428231791653,0.6929428231791653,False,False,,False,True,-0.375,-1.5,0.5625,-0.9375,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1288,java,medium,0.5114357811453911,0.5114357811453911,False,False,,False,True,-1.0,-1.375,0.1875,-1.1875,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1289,java,medium,0.7591135130910339,-0.7591135130910339,False,False,,True,False,-1.0,-0.875,-0.0625,-0.9375,True,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1290,java,medium,0.8164310524461261,-0.8164310524461261,False,False,,True,False,-0.5,-1.0,0.25,-0.75,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1291,java,medium,0.9481134802600172,-0.9481134802600171,True,True,-1.0,True,True,-0.5,0.0,-0.25,-0.25,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_1292,java,medium,0.7110851101950141,0.7110851101950141,False,False,,False,True,-0.375,-0.375,0.0,-0.375,False,True,False,False
