system,language,pair_id,difficulty,abs_z_diff,snippet_i,snippet_j,human_preference,selected_AB,selected_BA,parsed_choice_AB,parsed_choice_BA,margin_AB,margin_BA,valid,valid_correct,c,b,tie_c,boundary,d_selected,d_correct,ab_correct,ocr_correct
direct_qwen_image_only,python,ext_dorn_python_medium_07300,medium,0.532080156139624,dorn_python_037,dorn_python_084,dorn_python_084,dorn_python_084,dorn_python_037,B,B,-0.625,-1.0,False,False,0.1875,-0.8125,False,False,dorn_python_037,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07301,medium,0.8991910276589421,dorn_python_039,dorn_python_051,dorn_python_039,dorn_python_039,dorn_python_039,A,B,0.875,-2.25,True,True,1.5625,-0.6875,False,False,dorn_python_039,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07302,medium,0.6308371640209101,dorn_python_026,dorn_python_087,dorn_python_087,dorn_python_087,dorn_python_026,B,B,-0.875,-1.0,False,False,0.0625,-0.9375,False,False,dorn_python_026,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07303,medium,0.948585551172136,dorn_python_051,dorn_python_108,dorn_python_108,dorn_python_108,dorn_python_051,B,B,-2.0,-1.125,False,False,-0.4375,-1.5625,False,False,dorn_python_108,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07304,medium,0.526196013374012,dorn_python_101,dorn_python_108,dorn_python_108,dorn_python_108,dorn_python_101,B,B,-1.5,-1.5,False,False,0.0,-1.5,True,False,,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07305,medium,0.940398462494004,dorn_python_068,dorn_python_079,dorn_python_068,dorn_python_079,dorn_python_068,B,B,-0.75,-1.5,False,False,0.375,-1.125,False,False,dorn_python_068,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07306,medium,0.567219830671847,dorn_python_010,dorn_python_107,dorn_python_010,dorn_python_107,dorn_python_010,B,B,-0.375,-1.25,False,False,0.4375,-0.8125,False,False,dorn_python_010,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07307,medium,0.841059540407833,dorn_python_035,dorn_python_117,dorn_python_117,dorn_python_117,dorn_python_035,B,B,-0.375,-0.875,False,False,0.25,-0.625,False,False,dorn_python_035,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07308,medium,0.530858402756337,dorn_python_075,dorn_python_097,dorn_python_097,dorn_python_097,dorn_python_097,B,A,-3.0,0.375,True,True,-1.6875,-1.3125,False,False,dorn_python_097,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07309,medium,0.5821145914154491,dorn_python_059,dorn_python_073,dorn_python_059,dorn_python_059,dorn_python_059,A,B,0.625,-1.25,True,True,0.9375,-0.3125,False,False,dorn_python_059,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07310,medium,0.7246603084847101,dorn_python_087,dorn_python_112,dorn_python_087,dorn_python_112,dorn_python_087,B,B,-0.5,-1.125,False,False,0.3125,-0.8125,False,False,dorn_python_087,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07311,medium,0.7588577677716111,dorn_python_062,dorn_python_082,dorn_python_082,dorn_python_082,dorn_python_062,B,B,-1.875,-0.875,False,False,-0.5,-1.375,False,False,dorn_python_082,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07312,medium,0.7914444692902871,dorn_python_094,dorn_python_099,dorn_python_094,dorn_python_099,dorn_python_099,B,A,-1.25,0.375,True,False,-0.8125,-0.4375,False,False,dorn_python_099,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07313,medium,0.8268149867380601,dorn_python_012,dorn_python_025,dorn_python_012,dorn_python_025,dorn_python_012,B,B,-1.25,-0.875,False,False,-0.1875,-1.0625,False,False,dorn_python_025,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07314,medium,0.5299741816945021,dorn_python_075,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_088,B,A,-3.375,2.625,True,True,-3.0,-0.375,False,False,dorn_python_088,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07315,medium,0.775995107072307,dorn_python_033,dorn_python_102,dorn_python_102,dorn_python_102,dorn_python_033,B,B,-2.25,-0.25,False,False,-1.0,-1.25,False,False,dorn_python_102,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07316,medium,0.78127205807428,dorn_python_048,dorn_python_096,dorn_python_048,dorn_python_096,dorn_python_096,B,A,-0.5,0.75,True,False,-0.625,0.125,False,False,dorn_python_096,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07317,medium,0.5832102577906161,dorn_python_048,dorn_python_107,dorn_python_048,dorn_python_107,dorn_python_048,B,B,-1.0,-0.5,False,False,-0.25,-0.75,False,False,dorn_python_107,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07318,medium,0.8815196154484911,dorn_python_006,dorn_python_008,dorn_python_008,dorn_python_008,dorn_python_006,B,B,-0.75,-2.25,False,False,0.75,-1.5,False,False,dorn_python_006,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07319,medium,0.583572413525547,dorn_python_000,dorn_python_049,dorn_python_049,dorn_python_049,dorn_python_000,B,B,-0.5,-1.25,False,False,0.375,-0.875,False,False,dorn_python_000,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07320,medium,0.6487105643209341,dorn_python_060,dorn_python_062,dorn_python_060,dorn_python_060,dorn_python_060,A,B,0.125,-2.125,True,True,1.125,-1.0,False,False,dorn_python_060,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07321,medium,0.612745336985922,dorn_python_038,dorn_python_098,dorn_python_098,dorn_python_098,dorn_python_038,B,B,-0.5,-1.75,False,False,0.625,-1.125,False,False,dorn_python_038,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07322,medium,0.622106225145562,dorn_python_013,dorn_python_113,dorn_python_113,dorn_python_013,dorn_python_013,A,B,1.625,-2.5,True,False,2.0625,-0.4375,False,False,dorn_python_013,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07323,medium,0.589407347270382,dorn_python_014,dorn_python_057,dorn_python_057,dorn_python_057,dorn_python_057,B,A,-0.125,0.0,True,True,-0.0625,-0.0625,False,True,dorn_python_057,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07324,medium,0.712842325890475,dorn_python_026,dorn_python_035,dorn_python_026,dorn_python_035,dorn_python_035,B,A,-1.625,0.375,True,False,-1.0,-0.625,False,False,dorn_python_035,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07325,medium,0.5144023403607031,dorn_python_030,dorn_python_066,dorn_python_030,dorn_python_066,dorn_python_030,B,B,-0.5,-1.125,False,False,0.3125,-0.8125,False,False,dorn_python_030,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07326,medium,0.757125918685269,dorn_python_025,dorn_python_029,dorn_python_025,dorn_python_029,dorn_python_029,B,A,-1.125,0.125,True,False,-0.625,-0.5,False,False,dorn_python_029,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07327,medium,0.9219528203107441,dorn_python_073,dorn_python_101,dorn_python_101,dorn_python_101,dorn_python_101,B,A,-1.125,0.625,True,True,-0.875,-0.25,False,False,dorn_python_101,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07328,medium,0.62837368299545,dorn_python_066,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,B,A,-0.5,0.25,True,True,-0.375,-0.125,False,False,dorn_python_092,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07329,medium,0.788885703648981,dorn_python_003,dorn_python_035,dorn_python_003,dorn_python_035,dorn_python_035,B,A,-1.0,0.375,True,False,-0.6875,-0.3125,False,False,dorn_python_035,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07330,medium,0.869659651914315,dorn_python_011,dorn_python_107,dorn_python_011,dorn_python_107,dorn_python_011,B,B,-0.625,-0.5,False,False,-0.0625,-0.5625,False,False,dorn_python_107,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07331,medium,0.566240719739665,dorn_python_034,dorn_python_053,dorn_python_034,dorn_python_034,dorn_python_034,A,B,0.75,-2.625,True,True,1.6875,-0.9375,False,False,dorn_python_034,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07332,medium,0.589208600748098,dorn_python_080,dorn_python_087,dorn_python_087,dorn_python_087,dorn_python_080,B,B,-0.5,-1.125,False,False,0.3125,-0.8125,False,False,dorn_python_080,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07333,medium,0.9118274683844311,dorn_python_099,dorn_python_117,dorn_python_117,dorn_python_117,dorn_python_117,B,A,-0.25,0.0,True,True,-0.125,-0.125,False,True,dorn_python_117,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07334,medium,0.7932698669376791,dorn_python_100,dorn_python_115,dorn_python_115,dorn_python_115,dorn_python_100,B,B,-0.75,-0.375,False,False,-0.1875,-0.5625,False,False,dorn_python_115,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07335,medium,0.746819207900248,dorn_python_054,dorn_python_076,dorn_python_076,dorn_python_054,dorn_python_054,A,B,0.0,-2.0,True,False,1.0,-1.0,False,True,dorn_python_054,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07336,medium,0.645301629361957,dorn_python_040,dorn_python_044,dorn_python_044,dorn_python_044,dorn_python_044,B,A,-2.0,0.375,True,True,-1.1875,-0.8125,False,False,dorn_python_044,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07337,medium,0.8462044510059261,dorn_python_033,dorn_python_110,dorn_python_033,dorn_python_110,dorn_python_033,B,B,-0.75,-1.25,False,False,0.25,-1.0,False,False,dorn_python_033,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07338,medium,0.709508262291299,dorn_python_012,dorn_python_096,dorn_python_012,dorn_python_096,dorn_python_096,B,A,-0.5,0.25,True,False,-0.375,-0.125,False,False,dorn_python_096,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07339,medium,0.5583605453668701,dorn_python_047,dorn_python_108,dorn_python_108,dorn_python_108,dorn_python_047,B,B,-1.375,-1.125,False,False,-0.125,-1.25,False,False,dorn_python_108,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07340,medium,0.530429235750273,dorn_python_041,dorn_python_062,dorn_python_041,dorn_python_062,dorn_python_041,B,B,-0.625,-0.625,False,False,0.0,-0.625,True,False,,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07341,medium,0.612407159270812,dorn_python_034,dorn_python_049,dorn_python_034,dorn_python_034,dorn_python_034,A,B,1.375,-3.25,True,True,2.3125,-0.9375,False,False,dorn_python_034,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07342,medium,0.65961054579606,dorn_python_000,dorn_python_061,dorn_python_061,dorn_python_061,dorn_python_000,B,B,-0.625,-0.875,False,False,0.125,-0.75,False,False,dorn_python_000,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07343,medium,0.530795003075853,dorn_python_033,dorn_python_109,dorn_python_109,dorn_python_109,dorn_python_033,B,B,-0.75,-0.5,False,False,-0.125,-0.625,False,False,dorn_python_109,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07344,medium,0.65780255105412,dorn_python_081,dorn_python_091,dorn_python_091,dorn_python_091,dorn_python_091,B,A,-2.75,0.125,True,True,-1.4375,-1.3125,False,False,dorn_python_091,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07345,medium,0.903205415775519,dorn_python_016,dorn_python_107,dorn_python_107,dorn_python_107,dorn_python_016,B,B,-2.75,-0.5,False,False,-1.125,-1.625,False,False,dorn_python_107,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07346,medium,0.9851586984437141,dorn_python_050,dorn_python_087,dorn_python_087,dorn_python_087,dorn_python_050,B,B,-1.25,-1.25,False,False,0.0,-1.25,True,False,,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07347,medium,0.8622791804205211,dorn_python_008,dorn_python_100,dorn_python_008,dorn_python_100,dorn_python_008,B,B,-2.0,-1.125,False,False,-0.4375,-1.5625,False,False,dorn_python_100,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07348,medium,0.9138476828681381,dorn_python_025,dorn_python_089,dorn_python_089,dorn_python_089,dorn_python_089,B,A,-1.5,0.0,True,True,-0.75,-0.75,False,True,dorn_python_089,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07349,medium,0.6310183999795881,dorn_python_005,dorn_python_093,dorn_python_005,dorn_python_093,dorn_python_005,B,B,-1.5,-0.75,False,False,-0.375,-1.125,False,False,dorn_python_093,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07350,medium,0.814081148841666,dorn_python_074,dorn_python_111,dorn_python_074,dorn_python_074,dorn_python_074,A,B,1.0,-3.25,True,True,2.125,-1.125,False,False,dorn_python_074,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07351,medium,0.5149036420177591,dorn_python_005,dorn_python_098,dorn_python_005,dorn_python_005,dorn_python_005,A,B,0.625,-1.0,True,True,0.8125,-0.1875,False,False,dorn_python_005,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07352,medium,0.6047204014430461,dorn_python_038,dorn_python_046,dorn_python_046,dorn_python_046,dorn_python_038,B,B,-0.625,-0.25,False,False,-0.1875,-0.4375,False,False,dorn_python_046,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07353,medium,0.9081006706378301,dorn_python_015,dorn_python_084,dorn_python_015,dorn_python_015,dorn_python_015,A,B,0.125,-2.125,True,True,1.125,-1.0,False,False,dorn_python_015,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07354,medium,0.5399565721031301,dorn_python_003,dorn_python_075,dorn_python_075,dorn_python_003,dorn_python_003,A,B,1.375,-1.0,True,False,1.1875,0.1875,False,False,dorn_python_003,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07355,medium,0.7786112810669941,dorn_python_052,dorn_python_062,dorn_python_052,dorn_python_062,dorn_python_052,B,B,-0.375,-0.875,False,False,0.25,-0.625,False,False,dorn_python_052,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07356,medium,0.999311004768306,dorn_python_023,dorn_python_091,dorn_python_091,dorn_python_091,dorn_python_023,B,B,-0.75,-0.25,False,False,-0.25,-0.5,False,False,dorn_python_091,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07357,medium,0.5635967429731611,dorn_python_066,dorn_python_080,dorn_python_066,dorn_python_080,dorn_python_066,B,B,-0.25,-1.375,False,False,0.5625,-0.8125,False,False,dorn_python_066,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07358,medium,0.752500291329926,dorn_python_007,dorn_python_105,dorn_python_105,dorn_python_007,dorn_python_007,A,B,0.875,-1.625,True,False,1.25,-0.375,False,False,dorn_python_007,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07359,medium,0.7899857237173881,dorn_python_038,dorn_python_053,dorn_python_053,dorn_python_053,dorn_python_038,B,B,-0.375,-1.625,False,False,0.625,-1.0,False,False,dorn_python_038,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07360,medium,0.634276008507605,dorn_python_014,dorn_python_020,dorn_python_014,dorn_python_014,dorn_python_014,A,B,0.375,-0.875,True,True,0.625,-0.25,False,False,dorn_python_014,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07361,medium,0.7772538911950561,dorn_python_045,dorn_python_074,dorn_python_045,dorn_python_045,dorn_python_045,A,B,0.5,-0.75,True,True,0.625,-0.125,False,False,dorn_python_045,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07362,medium,0.6830339214511281,dorn_python_091,dorn_python_095,dorn_python_091,dorn_python_091,dorn_python_091,A,B,0.125,-2.5,True,True,1.3125,-1.1875,False,False,dorn_python_091,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07363,medium,0.569189046239676,dorn_python_025,dorn_python_055,dorn_python_055,dorn_python_055,dorn_python_025,B,B,-0.375,-1.25,False,False,0.4375,-0.8125,False,False,dorn_python_025,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07364,medium,0.8127003752287401,dorn_python_100,dorn_python_118,dorn_python_118,dorn_python_118,dorn_python_100,B,B,-2.125,-0.875,False,False,-0.625,-1.5,False,False,dorn_python_118,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07365,medium,0.635283150839518,dorn_python_013,dorn_python_035,dorn_python_013,dorn_python_035,dorn_python_013,B,B,-1.0,-0.625,False,False,-0.1875,-0.8125,False,False,dorn_python_035,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07366,medium,0.647341406695491,dorn_python_059,dorn_python_063,dorn_python_063,dorn_python_063,dorn_python_059,B,B,-1.25,-1.25,False,False,0.0,-1.25,True,False,,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07367,medium,0.5162291571552391,dorn_python_086,dorn_python_116,dorn_python_086,dorn_python_086,dorn_python_086,A,B,0.875,-1.25,True,True,1.0625,-0.1875,False,False,dorn_python_086,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07368,medium,0.8157188814395031,dorn_python_069,dorn_python_090,dorn_python_069,dorn_python_090,dorn_python_069,B,B,-0.25,-1.625,False,False,0.6875,-0.9375,False,False,dorn_python_069,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07369,medium,0.5020182181907761,dorn_python_002,dorn_python_074,dorn_python_002,dorn_python_074,dorn_python_002,B,B,-0.25,-0.625,False,False,0.1875,-0.4375,False,False,dorn_python_002,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07370,medium,0.7705939764980521,dorn_python_011,dorn_python_059,dorn_python_011,dorn_python_059,dorn_python_059,B,A,-1.125,0.125,True,False,-0.625,-0.5,False,False,dorn_python_059,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07371,medium,0.661884872663124,dorn_python_039,dorn_python_055,dorn_python_039,dorn_python_039,dorn_python_039,A,B,1.125,-1.875,True,True,1.5,-0.375,False,False,dorn_python_039,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07372,medium,0.8410846045898601,dorn_python_078,dorn_python_101,dorn_python_101,dorn_python_101,dorn_python_078,B,B,-0.875,-0.375,False,False,-0.25,-0.625,False,False,dorn_python_101,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07373,medium,0.6097056520439811,dorn_python_034,dorn_python_059,dorn_python_034,dorn_python_034,dorn_python_034,A,B,0.625,-0.625,True,True,0.625,0.0,False,False,dorn_python_034,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07374,medium,0.780280868200607,dorn_python_083,dorn_python_086,dorn_python_086,dorn_python_086,dorn_python_083,B,B,-1.5,-0.375,False,False,-0.5625,-0.9375,False,False,dorn_python_086,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07375,medium,0.616688540046332,dorn_python_033,dorn_python_099,dorn_python_033,dorn_python_099,dorn_python_099,B,A,-2.25,0.0,True,False,-1.125,-1.125,False,True,dorn_python_099,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07376,medium,0.8248179258033971,dorn_python_010,dorn_python_062,dorn_python_010,dorn_python_010,dorn_python_010,A,B,0.0,-1.875,True,True,0.9375,-0.9375,False,True,dorn_python_010,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07377,medium,0.832758480537069,dorn_python_087,dorn_python_103,dorn_python_103,dorn_python_103,dorn_python_103,B,A,-2.375,0.5,True,True,-1.4375,-0.9375,False,False,dorn_python_103,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07378,medium,0.662946415132541,dorn_python_017,dorn_python_036,dorn_python_017,dorn_python_036,dorn_python_036,B,A,-1.875,0.0,True,False,-0.9375,-0.9375,False,True,dorn_python_036,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07379,medium,0.9878790189604951,dorn_python_022,dorn_python_058,dorn_python_022,dorn_python_022,dorn_python_022,A,B,1.5,-2.5,True,True,2.0,-0.5,False,False,dorn_python_022,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07380,medium,0.650694211290597,dorn_python_041,dorn_python_090,dorn_python_041,dorn_python_090,dorn_python_041,B,B,-0.875,-0.5,False,False,-0.1875,-0.6875,False,False,dorn_python_090,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07381,medium,0.5224993295464121,dorn_python_025,dorn_python_113,dorn_python_113,dorn_python_113,dorn_python_025,B,B,-1.125,-2.375,False,False,0.625,-1.75,False,False,dorn_python_025,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07382,medium,0.744276675867098,dorn_python_008,dorn_python_083,dorn_python_083,dorn_python_083,dorn_python_008,B,B,-2.625,-0.875,False,False,-0.875,-1.75,False,False,dorn_python_083,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07383,medium,0.7640590532218431,dorn_python_056,dorn_python_102,dorn_python_102,dorn_python_102,dorn_python_056,B,B,-0.5,-0.625,False,False,0.0625,-0.5625,False,False,dorn_python_056,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07384,medium,0.883057613071054,dorn_python_071,dorn_python_080,dorn_python_080,dorn_python_080,dorn_python_071,B,B,-2.875,-0.5,False,False,-1.1875,-1.6875,False,False,dorn_python_080,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07385,medium,0.8182359153520681,dorn_python_077,dorn_python_114,dorn_python_114,dorn_python_114,dorn_python_114,B,A,-1.5,0.375,True,True,-0.9375,-0.5625,False,False,dorn_python_114,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07386,medium,0.7094459661828161,dorn_python_002,dorn_python_031,dorn_python_002,dorn_python_002,dorn_python_002,A,B,1.625,-3.375,True,True,2.5,-0.875,False,False,dorn_python_002,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07387,medium,0.53337861177469,dorn_python_106,dorn_python_111,dorn_python_111,dorn_python_111,dorn_python_106,B,B,-0.875,-2.75,False,False,0.9375,-1.8125,False,False,dorn_python_106,False,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07388,medium,0.539636585986843,dorn_python_002,dorn_python_115,dorn_python_002,dorn_python_115,dorn_python_002,B,B,-0.125,-0.875,False,False,0.375,-0.5,False,False,dorn_python_002,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07389,medium,0.6365638498174631,dorn_python_000,dorn_python_032,dorn_python_032,dorn_python_032,dorn_python_032,B,A,-1.25,0.375,True,True,-0.8125,-0.4375,False,False,dorn_python_032,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07390,medium,0.7060282452534361,dorn_python_008,dorn_python_041,dorn_python_041,dorn_python_041,dorn_python_008,B,B,-1.125,-0.875,False,False,-0.125,-1.0,False,False,dorn_python_041,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07391,medium,0.7237804435028601,dorn_python_061,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,B,A,-2.0,0.625,True,True,-1.3125,-0.6875,False,False,dorn_python_092,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07392,medium,0.5211912613408121,dorn_python_031,dorn_python_093,dorn_python_093,dorn_python_093,dorn_python_093,B,A,-4.0,0.625,True,True,-2.3125,-1.6875,False,False,dorn_python_093,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07393,medium,0.774220940788082,dorn_python_066,dorn_python_077,dorn_python_066,dorn_python_077,dorn_python_066,B,B,-0.25,-1.25,False,False,0.5,-0.75,False,False,dorn_python_066,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07394,medium,0.907542656998622,dorn_python_001,dorn_python_007,dorn_python_001,dorn_python_007,dorn_python_007,B,A,-1.75,0.375,True,False,-1.0625,-0.6875,False,False,dorn_python_007,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07395,medium,0.730650584159339,dorn_python_018,dorn_python_067,dorn_python_067,dorn_python_067,dorn_python_067,B,A,-2.5,0.75,True,True,-1.625,-0.875,False,False,dorn_python_067,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07396,medium,0.76135961440951,dorn_python_075,dorn_python_118,dorn_python_075,dorn_python_118,dorn_python_118,B,A,-2.5,0.625,True,False,-1.5625,-0.9375,False,False,dorn_python_118,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07397,medium,0.9189581389730491,dorn_python_061,dorn_python_086,dorn_python_086,dorn_python_086,dorn_python_086,B,A,-1.5,0.375,True,True,-0.9375,-0.5625,False,False,dorn_python_086,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07398,medium,0.7260549915619601,dorn_python_013,dorn_python_083,dorn_python_083,dorn_python_083,dorn_python_013,B,B,-0.625,-1.375,False,False,0.375,-1.0,False,False,dorn_python_013,False,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07399,medium,0.795620283163967,dorn_python_073,dorn_python_111,dorn_python_073,dorn_python_111,dorn_python_073,B,B,-0.75,-3.0,False,False,1.125,-1.875,False,False,dorn_python_073,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07400,medium,0.664732613420654,dorn_python_042,dorn_python_094,dorn_python_042,dorn_python_094,dorn_python_042,B,B,-1.75,-0.625,False,False,-0.5625,-1.1875,False,False,dorn_python_094,False,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07401,medium,0.87648849888485,dorn_python_078,dorn_python_111,dorn_python_078,dorn_python_078,dorn_python_078,A,B,0.875,-3.375,True,True,2.125,-1.25,False,False,dorn_python_078,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07402,medium,0.5336350829370511,dorn_python_081,dorn_python_094,dorn_python_094,dorn_python_094,dorn_python_081,B,B,-1.625,-0.625,False,False,-0.5,-1.125,False,False,dorn_python_094,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07403,medium,0.775981545012679,dorn_python_005,dorn_python_080,dorn_python_005,dorn_python_080,dorn_python_005,B,B,-0.5,-1.0,False,False,0.25,-0.75,False,False,dorn_python_005,True,False,True
direct_qwen_image_only,python,ext_dorn_python_medium_07404,medium,0.85814050485639,dorn_python_056,dorn_python_110,dorn_python_056,dorn_python_056,dorn_python_056,A,B,1.125,-1.75,True,True,1.4375,-0.3125,False,False,dorn_python_056,True,True,False
direct_qwen_image_only,python,ext_dorn_python_medium_07405,medium,0.6177641130975281,dorn_python_067,dorn_python_087,dorn_python_067,dorn_python_067,dorn_python_067,A,B,1.25,-2.75,True,True,2.0,-0.75,False,False,dorn_python_067,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07406,medium,0.9852090756660081,dorn_python_100,dorn_python_104,dorn_python_100,dorn_python_104,dorn_python_100,B,B,-0.875,-1.125,False,False,0.125,-1.0,False,False,dorn_python_100,True,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07407,medium,0.872325046048381,dorn_python_064,dorn_python_101,dorn_python_101,dorn_python_101,dorn_python_101,B,A,-2.25,1.25,True,True,-1.75,-0.5,False,False,dorn_python_101,True,True,True
direct_qwen_image_only,python,ext_dorn_python_medium_07408,medium,0.8252388171398841,dorn_python_080,dorn_python_099,dorn_python_080,dorn_python_099,dorn_python_080,B,B,-1.625,-0.125,False,False,-0.75,-0.875,False,False,dorn_python_099,False,False,False
direct_qwen_image_only,python,ext_dorn_python_medium_07409,medium,0.744705492551019,dorn_python_057,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,B,A,-1.0,0.5,True,True,-0.75,-0.25,False,False,dorn_python_092,True,True,True
