model_key,model_name,pair_id,language,difficulty,snippet_x_id,snippet_y_id,human_preference,ab_verdict,ba_verdict,ab_choice,ba_choice,ab_parse_fail,ba_parse_fail,is_valid_strict_swap,is_correct_and_valid
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06010,python,easy,dorn_python_023,dorn_python_040,dorn_python_040,B,A,dorn_python_040,dorn_python_040,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06011,python,easy,dorn_python_039,dorn_python_071,dorn_python_039,A,B,dorn_python_039,dorn_python_039,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06012,python,easy,dorn_python_090,dorn_python_103,dorn_python_103,B,A,dorn_python_103,dorn_python_103,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06013,python,easy,dorn_python_036,dorn_python_098,dorn_python_098,B,A,dorn_python_098,dorn_python_098,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06014,python,easy,dorn_python_032,dorn_python_043,dorn_python_032,A,B,dorn_python_032,dorn_python_032,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06015,python,easy,dorn_python_002,dorn_python_036,dorn_python_002,A,B,dorn_python_002,dorn_python_002,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06016,python,easy,dorn_python_054,dorn_python_070,dorn_python_070,B,A,dorn_python_070,dorn_python_070,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06017,python,easy,dorn_python_010,dorn_python_071,dorn_python_010,A,B,dorn_python_010,dorn_python_010,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06018,python,easy,dorn_python_093,dorn_python_106,dorn_python_093,A,B,dorn_python_093,dorn_python_093,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06019,python,easy,dorn_python_001,dorn_python_021,dorn_python_021,B,A,dorn_python_021,dorn_python_021,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06020,python,easy,dorn_python_021,dorn_python_100,dorn_python_021,B,A,dorn_python_100,dorn_python_100,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06021,python,easy,dorn_python_033,dorn_python_052,dorn_python_052,B,A,dorn_python_052,dorn_python_052,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06022,python,easy,dorn_python_031,dorn_python_067,dorn_python_067,B,A,dorn_python_067,dorn_python_067,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06023,python,easy,dorn_python_043,dorn_python_045,dorn_python_045,B,A,dorn_python_045,dorn_python_045,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06024,python,easy,dorn_python_038,dorn_python_089,dorn_python_089,B,B,dorn_python_089,dorn_python_038,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06025,python,easy,dorn_python_016,dorn_python_061,dorn_python_061,B,A,dorn_python_061,dorn_python_061,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06026,python,easy,dorn_python_009,dorn_python_079,dorn_python_009,A,B,dorn_python_009,dorn_python_009,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06027,python,easy,dorn_python_048,dorn_python_111,dorn_python_048,A,B,dorn_python_048,dorn_python_048,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06028,python,easy,dorn_python_055,dorn_python_095,dorn_python_055,A,B,dorn_python_055,dorn_python_055,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06029,python,easy,dorn_python_027,dorn_python_036,dorn_python_027,B,A,dorn_python_036,dorn_python_036,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06030,python,easy,dorn_python_007,dorn_python_087,dorn_python_087,A,B,dorn_python_007,dorn_python_007,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06031,python,easy,dorn_python_021,dorn_python_032,dorn_python_021,A,A,dorn_python_021,dorn_python_032,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06032,python,easy,dorn_python_040,dorn_python_071,dorn_python_040,A,B,dorn_python_040,dorn_python_040,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06033,python,easy,dorn_python_001,dorn_python_111,dorn_python_001,A,B,dorn_python_001,dorn_python_001,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06034,python,easy,dorn_python_071,dorn_python_102,dorn_python_102,B,A,dorn_python_102,dorn_python_102,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06035,python,easy,dorn_python_038,dorn_python_063,dorn_python_063,B,B,dorn_python_063,dorn_python_038,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06036,python,easy,dorn_python_011,dorn_python_076,dorn_python_011,B,A,dorn_python_076,dorn_python_076,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06037,python,easy,dorn_python_017,dorn_python_027,dorn_python_027,A,A,dorn_python_017,dorn_python_027,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06038,python,easy,dorn_python_011,dorn_python_105,dorn_python_011,B,A,dorn_python_105,dorn_python_105,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06039,python,easy,dorn_python_020,dorn_python_046,dorn_python_046,B,A,dorn_python_046,dorn_python_046,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06040,python,easy,dorn_python_004,dorn_python_054,dorn_python_004,B,A,dorn_python_054,dorn_python_054,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06041,python,easy,dorn_python_019,dorn_python_074,dorn_python_074,B,A,dorn_python_074,dorn_python_074,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06042,python,easy,dorn_python_052,dorn_python_100,dorn_python_052,A,A,dorn_python_052,dorn_python_100,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06043,python,easy,dorn_python_004,dorn_python_048,dorn_python_048,B,B,dorn_python_048,dorn_python_004,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06044,python,easy,dorn_python_024,dorn_python_108,dorn_python_108,B,A,dorn_python_108,dorn_python_108,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06045,python,easy,dorn_python_067,dorn_python_093,dorn_python_067,A,B,dorn_python_067,dorn_python_067,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06046,python,easy,dorn_python_031,dorn_python_082,dorn_python_082,B,A,dorn_python_082,dorn_python_082,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06047,python,easy,dorn_python_001,dorn_python_011,dorn_python_011,A,B,dorn_python_001,dorn_python_001,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06048,python,easy,dorn_python_020,dorn_python_084,dorn_python_084,B,A,dorn_python_084,dorn_python_084,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06049,python,easy,dorn_python_057,dorn_python_111,dorn_python_057,A,B,dorn_python_057,dorn_python_057,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06050,python,easy,dorn_python_111,dorn_python_114,dorn_python_114,B,A,dorn_python_114,dorn_python_114,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06051,python,easy,dorn_python_010,dorn_python_029,dorn_python_010,A,B,dorn_python_010,dorn_python_010,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06052,python,easy,dorn_python_012,dorn_python_099,dorn_python_012,B,B,dorn_python_099,dorn_python_012,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06053,python,easy,dorn_python_035,dorn_python_084,dorn_python_084,A,B,dorn_python_035,dorn_python_035,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06054,python,easy,dorn_python_005,dorn_python_110,dorn_python_005,A,B,dorn_python_005,dorn_python_005,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06055,python,easy,dorn_python_077,dorn_python_088,dorn_python_088,B,A,dorn_python_088,dorn_python_088,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06056,python,easy,dorn_python_031,dorn_python_048,dorn_python_048,B,A,dorn_python_048,dorn_python_048,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06057,python,easy,dorn_python_024,dorn_python_099,dorn_python_024,B,A,dorn_python_099,dorn_python_099,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06058,python,easy,dorn_python_076,dorn_python_103,dorn_python_103,B,A,dorn_python_103,dorn_python_103,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06059,python,easy,dorn_python_010,dorn_python_077,dorn_python_010,A,B,dorn_python_010,dorn_python_010,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06060,python,easy,dorn_python_001,dorn_python_019,dorn_python_001,A,B,dorn_python_001,dorn_python_001,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06061,python,easy,dorn_python_027,dorn_python_110,dorn_python_027,A,B,dorn_python_027,dorn_python_027,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06062,python,easy,dorn_python_020,dorn_python_063,dorn_python_063,B,A,dorn_python_063,dorn_python_063,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06063,python,easy,dorn_python_000,dorn_python_097,dorn_python_097,B,A,dorn_python_097,dorn_python_097,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06064,python,easy,dorn_python_054,dorn_python_056,dorn_python_056,B,B,dorn_python_056,dorn_python_054,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06065,python,easy,dorn_python_006,dorn_python_042,dorn_python_042,A,B,dorn_python_006,dorn_python_006,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06066,python,easy,dorn_python_074,dorn_python_104,dorn_python_074,A,B,dorn_python_074,dorn_python_074,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06067,python,easy,dorn_python_010,dorn_python_076,dorn_python_010,A,B,dorn_python_010,dorn_python_010,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06068,python,easy,dorn_python_016,dorn_python_069,dorn_python_069,B,A,dorn_python_069,dorn_python_069,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06069,python,easy,dorn_python_019,dorn_python_109,dorn_python_109,B,A,dorn_python_109,dorn_python_109,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06070,python,easy,dorn_python_015,dorn_python_033,dorn_python_015,A,B,dorn_python_015,dorn_python_015,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06071,python,easy,dorn_python_005,dorn_python_016,dorn_python_005,A,B,dorn_python_005,dorn_python_005,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06072,python,easy,dorn_python_077,dorn_python_097,dorn_python_097,B,A,dorn_python_097,dorn_python_097,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06073,python,easy,dorn_python_006,dorn_python_061,dorn_python_061,B,B,dorn_python_061,dorn_python_006,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06074,python,easy,dorn_python_029,dorn_python_051,dorn_python_051,A,B,dorn_python_029,dorn_python_029,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06075,python,easy,dorn_python_031,dorn_python_063,dorn_python_063,B,A,dorn_python_063,dorn_python_063,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06076,python,easy,dorn_python_004,dorn_python_011,dorn_python_011,A,B,dorn_python_004,dorn_python_004,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06077,python,easy,dorn_python_023,dorn_python_096,dorn_python_096,A,B,dorn_python_023,dorn_python_023,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06078,python,easy,dorn_python_023,dorn_python_059,dorn_python_059,B,A,dorn_python_059,dorn_python_059,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06079,python,easy,dorn_python_027,dorn_python_077,dorn_python_027,B,A,dorn_python_077,dorn_python_077,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06080,python,easy,dorn_python_075,dorn_python_095,dorn_python_075,A,B,dorn_python_075,dorn_python_075,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06081,python,easy,dorn_python_021,dorn_python_043,dorn_python_021,A,B,dorn_python_021,dorn_python_021,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06082,python,easy,dorn_python_011,dorn_python_106,dorn_python_011,A,A,dorn_python_011,dorn_python_106,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06083,python,easy,dorn_python_022,dorn_python_095,dorn_python_022,A,B,dorn_python_022,dorn_python_022,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06084,python,easy,dorn_python_100,dorn_python_108,dorn_python_108,A,A,dorn_python_100,dorn_python_108,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06085,python,easy,dorn_python_008,dorn_python_019,dorn_python_008,B,B,dorn_python_019,dorn_python_008,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06086,python,easy,dorn_python_017,dorn_python_103,dorn_python_103,B,A,dorn_python_103,dorn_python_103,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06087,python,easy,dorn_python_043,dorn_python_066,dorn_python_066,B,A,dorn_python_066,dorn_python_066,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06088,python,easy,dorn_python_072,dorn_python_102,dorn_python_102,B,A,dorn_python_102,dorn_python_102,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06089,python,easy,dorn_python_084,dorn_python_100,dorn_python_084,B,B,dorn_python_100,dorn_python_084,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06090,python,easy,dorn_python_015,dorn_python_072,dorn_python_015,A,B,dorn_python_015,dorn_python_015,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06091,python,easy,dorn_python_022,dorn_python_076,dorn_python_022,A,B,dorn_python_022,dorn_python_022,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06092,python,easy,dorn_python_065,dorn_python_100,dorn_python_065,B,A,dorn_python_100,dorn_python_100,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06093,python,easy,dorn_python_009,dorn_python_020,dorn_python_009,A,B,dorn_python_009,dorn_python_009,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06094,python,easy,dorn_python_029,dorn_python_084,dorn_python_084,B,B,dorn_python_084,dorn_python_029,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06095,python,easy,dorn_python_015,dorn_python_105,dorn_python_015,A,B,dorn_python_015,dorn_python_015,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06096,python,easy,dorn_python_084,dorn_python_099,dorn_python_084,A,B,dorn_python_084,dorn_python_084,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06097,python,easy,dorn_python_095,dorn_python_114,dorn_python_114,B,A,dorn_python_114,dorn_python_114,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06098,python,easy,dorn_python_023,dorn_python_114,dorn_python_114,B,A,dorn_python_114,dorn_python_114,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_easy_06099,python,easy,dorn_python_002,dorn_python_100,dorn_python_002,A,B,dorn_python_002,dorn_python_002,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07000,python,medium,dorn_python_026,dorn_python_036,dorn_python_026,B,A,dorn_python_036,dorn_python_036,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07001,python,medium,dorn_python_008,dorn_python_020,dorn_python_008,B,A,dorn_python_020,dorn_python_020,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07002,python,medium,dorn_python_023,dorn_python_118,dorn_python_118,A,A,dorn_python_023,dorn_python_118,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07003,python,medium,dorn_python_018,dorn_python_026,dorn_python_018,A,B,dorn_python_018,dorn_python_018,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07004,python,medium,dorn_python_007,dorn_python_117,dorn_python_117,A,B,dorn_python_007,dorn_python_007,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07005,python,medium,dorn_python_038,dorn_python_083,dorn_python_083,A,B,dorn_python_038,dorn_python_038,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07006,python,medium,dorn_python_065,dorn_python_069,dorn_python_069,B,A,dorn_python_069,dorn_python_069,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07007,python,medium,dorn_python_072,dorn_python_096,dorn_python_096,B,B,dorn_python_096,dorn_python_072,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07008,python,medium,dorn_python_055,dorn_python_108,dorn_python_108,A,B,dorn_python_055,dorn_python_055,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07009,python,medium,dorn_python_033,dorn_python_113,dorn_python_113,B,B,dorn_python_113,dorn_python_033,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07010,python,medium,dorn_python_061,dorn_python_097,dorn_python_097,B,B,dorn_python_097,dorn_python_061,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07011,python,medium,dorn_python_049,dorn_python_088,dorn_python_088,B,A,dorn_python_088,dorn_python_088,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07012,python,medium,dorn_python_066,dorn_python_103,dorn_python_103,B,A,dorn_python_103,dorn_python_103,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07013,python,medium,dorn_python_043,dorn_python_111,dorn_python_111,A,B,dorn_python_043,dorn_python_043,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07014,python,medium,dorn_python_023,dorn_python_038,dorn_python_038,B,A,dorn_python_038,dorn_python_038,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07015,python,medium,dorn_python_023,dorn_python_031,dorn_python_031,A,B,dorn_python_023,dorn_python_023,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07016,python,medium,dorn_python_040,dorn_python_097,dorn_python_097,A,A,dorn_python_040,dorn_python_097,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07017,python,medium,dorn_python_001,dorn_python_072,dorn_python_001,B,B,dorn_python_072,dorn_python_001,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07018,python,medium,dorn_python_011,dorn_python_055,dorn_python_011,B,A,dorn_python_055,dorn_python_055,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07019,python,medium,dorn_python_000,dorn_python_069,dorn_python_069,B,A,dorn_python_069,dorn_python_069,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07020,python,medium,dorn_python_037,dorn_python_059,dorn_python_059,A,A,dorn_python_037,dorn_python_059,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07021,python,medium,dorn_python_036,dorn_python_093,dorn_python_093,B,A,dorn_python_093,dorn_python_093,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07022,python,medium,dorn_python_036,dorn_python_091,dorn_python_091,B,A,dorn_python_091,dorn_python_091,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07023,python,medium,dorn_python_064,dorn_python_083,dorn_python_083,B,A,dorn_python_083,dorn_python_083,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07024,python,medium,dorn_python_045,dorn_python_064,dorn_python_045,A,B,dorn_python_045,dorn_python_045,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07025,python,medium,dorn_python_041,dorn_python_077,dorn_python_041,B,B,dorn_python_077,dorn_python_041,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07026,python,medium,dorn_python_018,dorn_python_073,dorn_python_018,A,A,dorn_python_018,dorn_python_073,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07027,python,medium,dorn_python_055,dorn_python_074,dorn_python_055,A,B,dorn_python_055,dorn_python_055,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07028,python,medium,dorn_python_085,dorn_python_104,dorn_python_085,A,B,dorn_python_085,dorn_python_085,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07029,python,medium,dorn_python_029,dorn_python_090,dorn_python_090,A,B,dorn_python_029,dorn_python_029,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07030,python,medium,dorn_python_007,dorn_python_008,dorn_python_008,A,B,dorn_python_007,dorn_python_007,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07031,python,medium,dorn_python_025,dorn_python_076,dorn_python_025,B,B,dorn_python_076,dorn_python_025,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07032,python,medium,dorn_python_014,dorn_python_035,dorn_python_014,A,B,dorn_python_014,dorn_python_014,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07033,python,medium,dorn_python_000,dorn_python_060,dorn_python_060,B,A,dorn_python_060,dorn_python_060,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07034,python,medium,dorn_python_091,dorn_python_101,dorn_python_101,A,B,dorn_python_091,dorn_python_091,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07035,python,medium,dorn_python_040,dorn_python_052,dorn_python_052,A,B,dorn_python_040,dorn_python_040,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07036,python,medium,dorn_python_017,dorn_python_113,dorn_python_113,B,A,dorn_python_113,dorn_python_113,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07037,python,medium,dorn_python_018,dorn_python_037,dorn_python_018,B,A,dorn_python_037,dorn_python_037,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07038,python,medium,dorn_python_044,dorn_python_107,dorn_python_044,A,B,dorn_python_044,dorn_python_044,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07039,python,medium,dorn_python_021,dorn_python_082,dorn_python_021,A,A,dorn_python_021,dorn_python_082,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07040,python,medium,dorn_python_052,dorn_python_117,dorn_python_052,A,B,dorn_python_052,dorn_python_052,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07041,python,medium,dorn_python_002,dorn_python_077,dorn_python_002,A,B,dorn_python_002,dorn_python_002,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07042,python,medium,dorn_python_100,dorn_python_112,dorn_python_112,A,B,dorn_python_100,dorn_python_100,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07043,python,medium,dorn_python_042,dorn_python_078,dorn_python_042,B,A,dorn_python_078,dorn_python_078,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07044,python,medium,dorn_python_039,dorn_python_061,dorn_python_039,A,B,dorn_python_039,dorn_python_039,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07045,python,medium,dorn_python_068,dorn_python_082,dorn_python_082,B,A,dorn_python_082,dorn_python_082,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07046,python,medium,dorn_python_034,dorn_python_098,dorn_python_034,A,B,dorn_python_034,dorn_python_034,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07047,python,medium,dorn_python_000,dorn_python_006,dorn_python_000,B,A,dorn_python_006,dorn_python_006,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07048,python,medium,dorn_python_097,dorn_python_098,dorn_python_097,A,B,dorn_python_097,dorn_python_097,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07049,python,medium,dorn_python_025,dorn_python_116,dorn_python_116,B,A,dorn_python_116,dorn_python_116,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07050,python,medium,dorn_python_092,dorn_python_114,dorn_python_092,A,A,dorn_python_092,dorn_python_114,False,False,False,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07051,python,medium,dorn_python_001,dorn_python_036,dorn_python_001,A,B,dorn_python_001,dorn_python_001,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07052,python,medium,dorn_python_015,dorn_python_051,dorn_python_015,A,B,dorn_python_015,dorn_python_015,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07053,python,medium,dorn_python_038,dorn_python_057,dorn_python_057,A,B,dorn_python_038,dorn_python_038,False,False,True,False
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07054,python,medium,dorn_python_025,dorn_python_114,dorn_python_114,B,A,dorn_python_114,dorn_python_114,False,False,True,True
qwen,Qwen2.5-VL-32B-Instruct,ext_dorn_python_medium_07055,python,medium,dorn_python_016,dorn_python_019,dorn_python_016,A,B,dorn_python_016,dorn_python_016,False,False,True,True
