run_id,model,model_revision,language,contrast_id,contrast_type,variant_i,variant_j,preference_target_variant,strict_valid,target_selected,parse_failure,content_signal_c,position_bias_b,target_content_signal,debiased_target_selected,debiased_tie
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_071__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.5,-0.125,3.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_071__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.6875,0.3125,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_071__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.5,-1.625,0.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.125,-0.5,1.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.875,-0.625,3.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.625,-0.5,3.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.3125,-0.4375,3.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.5,-0.125,3.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_072__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.4375,-1.6875,0.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.8125,-0.1875,0.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.6875,-0.0625,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.75,0.25,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.0,-0.25,3.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.25,0.125,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_073__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.4375,-0.8125,0.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.5625,-0.5625,0.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.375,0.375,4.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.5625,0.6875,4.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.0,-0.375,4.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.0625,0.0625,4.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_074__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.5625,-0.9375,0.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.1875,-0.0625,1.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.6875,0.4375,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.5,0.5,4.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,2.875,-0.25,2.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.9375,0.1875,3.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_075__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,True,True,False,1.0625,-0.8125,1.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.9375,0.1875,0.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,5.0,0.125,5.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,5.0,0.5,5.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.375,-0.25,4.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.6875,0.5625,4.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_076__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.625,-1.0,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.4375,-0.8125,0.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.25,0.0,4.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.125,-0.125,4.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.25,-0.625,4.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.6875,-0.5625,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_077__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.75,-1.375,0.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.3125,-0.3125,0.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.4375,-0.0625,3.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,3.8125,0.1875,3.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.125,-0.375,3.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.1875,-0.3125,3.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_078__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.625,-0.75,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.125,0.25,1.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.375,1.125,4.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.4375,0.6875,4.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.0625,0.5625,4.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.25,0.5,4.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_079__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,True,True,False,1.125,-0.625,1.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.9375,0.3125,0.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.8125,-0.3125,3.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.0625,0.0625,4.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.4375,-0.4375,3.4375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.25,-0.375,3.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_080__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.1875,-0.9375,0.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.5625,0.1875,0.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.3125,0.1875,4.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.25,0.375,4.25,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.0,0.0,4.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.0,-0.125,4.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_081__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.3125,-1.0625,0.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.0625,-0.0625,1.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.5,0.375,4.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.125,0.375,4.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.8125,-0.5625,3.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.875,-0.25,3.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_082__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.75,-1.375,0.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.5625,0.1875,0.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.375,0.625,4.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.8125,1.0625,4.8125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.375,0.75,4.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.875,1.0,4.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_083__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,True,True,False,1.5,-0.375,1.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.3125,0.0625,1.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,4.3125,-0.1875,4.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.5,0.125,4.5,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.75,-0.5,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.1875,-0.1875,4.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_084__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.375,-1.25,0.375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c1,visual_only_gold,golden,ugly_gold,golden,False,False,False,0.0,-0.125,0.0,False,True
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.875,0.5,3.875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.1875,0.5625,4.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,4.125,0.0,4.125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.3125,0.3125,4.3125,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_085__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.625,-0.875,0.625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,1.1875,0.0625,1.1875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.75,0.25,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.0,0.125,4.0,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.75,-0.25,3.75,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,3.6875,-0.0625,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_086__c6,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,False,False,False,0.5625,-1.0625,0.5625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_087__c1,visual_only_gold,golden,ugly_gold,golden,True,True,False,0.6875,-0.3125,0.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_087__c2,semantic_and_visual_aligned,golden,beautiful_trash,golden,True,True,False,3.6875,0.4375,3.6875,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_087__c3,semantic_and_visual_aligned,golden,ugly_trash,golden,True,True,False,4.0625,0.6875,4.0625,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_087__c4,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,True,True,False,3.9375,0.4375,3.9375,True,False
E5A_rq3_text_plus_image_qwen_20260730,Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,java,rq3g_java_087__c5,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,True,True,False,4.25,0.625,4.25,True,False
