experiment,condition,model,model_revision,language,pair_id,source_pair_id,difficulty_rank,abs_z_diff,snippet_i,snippet_j,gold_snippet,selected_ab,selected_ba,parsed_both,strict_valid,strict_correct,margin_ab,margin_ba,b_position,c_content,is_boundary,is_exact_tie,first_pos_ab,first_pos_ba,z_i,z_j,human_score_i_z,human_score_j_z,human_preference,dataset_name_i,dataset_name_j,preference_score_basis,effective_correct,debiased_selected,debiased_correct
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1247,ext_dorn_python_easy_06756,far,1.1501364973214567,dorn_python_007,dorn_python_109,dorn_python_109,dorn_python_007,dorn_python_007,True,True,False,7.5,-7.5,0.0,7.5,False,False,True,False,,,-0.4606206915905252,0.6895158057309314,dorn_python_109,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_007,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1248,ext_dorn_python_easy_06758,far,1.2704949564512409,dorn_python_031,dorn_python_089,dorn_python_089,dorn_python_089,dorn_python_089,True,True,True,-9.0,11.5,1.25,-10.25,False,False,False,True,,,-0.0089570365590908,1.26153791989215,dorn_python_089,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_089,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1249,ext_dorn_python_easy_06759,far,1.6306268686204848,dorn_python_042,dorn_python_100,dorn_python_042,dorn_python_042,dorn_python_100,True,False,False,4.0,4.75,4.375,-0.375,False,False,True,True,,,0.9982093453196876,-0.6324175233007971,dorn_python_042,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_100,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1250,ext_dorn_python_easy_06765,far,2.3763952624259863,dorn_python_043,dorn_python_083,dorn_python_083,dorn_python_043,dorn_python_083,True,False,False,7.5,0.75,4.125,3.375,False,False,True,True,,,-1.402256929439164,0.9741383329868224,dorn_python_083,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_043,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1251,ext_dorn_python_easy_06766,far,1.613819782728405,dorn_python_042,dorn_python_111,dorn_python_042,dorn_python_042,dorn_python_042,True,True,True,5.75,-9.25,-1.75,7.5,False,False,True,False,,,0.9982093453196876,-0.6156104374087175,dorn_python_042,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_042,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1252,ext_dorn_python_easy_06767,far,1.3955521987222983,dorn_python_022,dorn_python_112,dorn_python_022,dorn_python_022,dorn_python_022,True,True,True,6.75,-8.25,-0.75,7.5,False,False,True,False,,,1.6273715707343168,0.2318193720120182,dorn_python_022,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_022,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1253,ext_dorn_python_easy_06769,far,1.0536236386337827,dorn_python_064,dorn_python_085,dorn_python_064,dorn_python_085,dorn_python_085,True,True,False,-4.75,0.25,-2.25,-2.5,False,False,False,True,,,0.2296376200176123,-0.8239860186161705,dorn_python_064,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_085,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1254,ext_dorn_python_easy_06772,far,1.0526884430918175,dorn_python_065,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_065,True,False,False,-2.75,-2.75,-2.75,0.0,False,True,False,False,,,0.4189282049401385,1.4716166480319564,dorn_python_088,Dorn,Dorn,human_score_z_within_dataset,0,,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1255,ext_dorn_python_easy_06775,far,1.037447589380197,dorn_python_027,dorn_python_093,dorn_python_027,dorn_python_093,dorn_python_093,True,True,False,-5.25,8.0,1.375,-6.625,False,False,False,True,,,1.5496818141619186,0.5122342247817212,dorn_python_027,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_093,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1256,ext_dorn_python_easy_06778,far,1.3664922684141914,dorn_python_009,dorn_python_100,dorn_python_009,dorn_python_009,dorn_python_100,True,False,False,6.5,1.5,4.0,2.5,False,False,True,True,,,0.7340747451133941,-0.6324175233007971,dorn_python_009,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_009,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1257,ext_dorn_python_easy_06784,far,1.340015165333557,dorn_python_020,dorn_python_066,dorn_python_066,dorn_python_066,dorn_python_066,True,True,True,-3.5,5.0,0.75,-4.25,False,False,False,True,,,-0.4091473426117658,0.9308678227217912,dorn_python_066,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_066,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1258,ext_dorn_python_easy_06785,far,1.1710144767428747,dorn_python_016,dorn_python_066,dorn_python_066,dorn_python_066,dorn_python_066,True,True,True,-8.0,3.0,-2.5,-5.5,False,False,False,True,,,-0.2401466540210834,0.9308678227217912,dorn_python_066,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_066,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1259,ext_dorn_python_easy_06786,far,1.8487191881608025,dorn_python_076,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,True,True,True,-8.5,7.5,-0.5,-8.0,False,False,False,True,,,-0.2894776824435608,1.5592415057172415,dorn_python_092,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_092,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1260,ext_dorn_python_easy_06787,far,1.645428514120513,dorn_python_030,dorn_python_081,dorn_python_030,dorn_python_030,dorn_python_081,True,False,False,1.0,4.0,2.5,-1.5,False,False,True,True,,,1.445270163082495,-0.2001583510380181,dorn_python_030,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_081,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1261,ext_dorn_python_easy_06788,far,1.473549630133442,dorn_python_052,dorn_python_076,dorn_python_052,dorn_python_076,dorn_python_076,True,True,False,-3.25,1.0,-1.125,-2.125,False,False,False,True,,,1.184071947689881,-0.2894776824435608,dorn_python_052,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_076,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1262,ext_dorn_python_easy_06791,far,2.410526969075558,dorn_python_089,dorn_python_106,dorn_python_089,dorn_python_089,dorn_python_089,True,True,True,10.0,-8.25,0.875,9.125,False,False,True,False,,,1.26153791989215,-1.148989049183408,dorn_python_089,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_089,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1263,ext_dorn_python_easy_06793,far,2.141619010602087,dorn_python_035,dorn_python_086,dorn_python_086,dorn_python_086,dorn_python_086,True,True,True,-7.25,2.5,-2.375,-4.875,False,False,False,True,,,-0.387199809414657,1.7544192011874302,dorn_python_086,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_086,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1264,ext_dorn_python_easy_06794,far,1.482465781082441,dorn_python_094,dorn_python_106,dorn_python_094,dorn_python_094,dorn_python_094,True,True,True,9.25,-5.75,1.75,7.5,False,False,True,False,,,0.3334767318990334,-1.148989049183408,dorn_python_094,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_094,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1265,ext_dorn_python_easy_06795,far,1.638766375628275,dorn_python_044,dorn_python_099,dorn_python_044,dorn_python_099,dorn_python_099,True,True,False,-7.5,6.5,-0.5,-7.0,False,False,False,True,,,1.1807986382370208,-0.4579677373912545,dorn_python_044,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_099,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1266,ext_dorn_python_easy_06797,far,1.3296038856996293,dorn_python_064,dorn_python_092,dorn_python_092,dorn_python_092,dorn_python_092,True,True,True,-9.0,6.5,-1.25,-7.75,False,False,False,True,,,0.2296376200176123,1.5592415057172415,dorn_python_092,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_092,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1267,ext_dorn_python_easy_06799,far,1.1018400656443812,dorn_python_071,dorn_python_104,dorn_python_071,dorn_python_071,dorn_python_071,True,True,True,5.25,-7.5,-1.125,6.375,False,False,True,False,,,-0.515786533322424,-1.617626598966805,dorn_python_071,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_071,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1268,ext_dorn_python_easy_06803,far,1.0489006123874294,dorn_python_049,dorn_python_076,dorn_python_049,dorn_python_049,dorn_python_076,True,False,False,4.5,2.25,3.375,1.125,False,False,True,True,,,0.7594229299438686,-0.2894776824435608,dorn_python_049,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_049,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1269,ext_dorn_python_easy_06805,far,1.1760365563942434,dorn_python_016,dorn_python_041,dorn_python_041,dorn_python_041,dorn_python_041,True,True,True,-7.5,5.75,-0.875,-6.625,False,False,False,True,,,-0.2401466540210834,0.93588990237316,dorn_python_041,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_041,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1270,ext_dorn_python_easy_06812,far,1.5245575440677062,dorn_python_008,dorn_python_086,dorn_python_086,dorn_python_086,dorn_python_086,True,True,True,-8.5,7.75,-0.375,-8.125,False,False,False,True,,,0.2298616571197241,1.7544192011874302,dorn_python_086,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_086,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1271,ext_dorn_python_easy_06815,far,1.0284335261024815,dorn_python_005,dorn_python_037,dorn_python_005,dorn_python_005,dorn_python_037,True,False,False,0.75,6.75,3.75,-3.0,False,False,True,True,,,1.1432526247613095,0.114819098658828,dorn_python_005,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_037,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1272,ext_dorn_python_easy_06817,far,1.1236794533449608,dorn_python_007,dorn_python_107,dorn_python_107,dorn_python_007,dorn_python_107,True,False,False,6.75,6.75,6.75,0.0,False,True,True,True,,,-0.4606206915905252,0.6630587617544357,dorn_python_107,Dorn,Dorn,human_score_z_within_dataset,0,,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1273,ext_dorn_python_easy_06819,far,1.55864014783663,dorn_python_038,dorn_python_067,dorn_python_067,dorn_python_067,dorn_python_067,True,True,True,-9.25,6.75,-1.25,-8.0,False,False,False,True,,,0.0156036457576274,1.5742437935942573,dorn_python_067,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_067,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1274,ext_dorn_python_easy_06823,far,1.2796813337103057,dorn_python_022,dorn_python_025,dorn_python_022,dorn_python_022,dorn_python_022,True,True,True,6.75,-7.25,-0.25,7.0,False,False,True,False,,,1.6273715707343168,0.3476902370240112,dorn_python_022,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_022,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1275,ext_dorn_python_easy_06824,far,1.2017358225808792,dorn_python_035,dorn_python_057,dorn_python_057,dorn_python_035,dorn_python_035,True,True,False,8.75,-7.5,0.625,8.125,False,False,True,False,,,-0.387199809414657,0.8145360131662223,dorn_python_057,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_035,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1276,ext_dorn_python_easy_06834,far,1.828562177451278,dorn_python_051,dorn_python_106,dorn_python_051,dorn_python_051,dorn_python_051,True,True,True,6.5,-8.5,-1.0,7.5,False,False,True,False,,,0.67957312826787,-1.148989049183408,dorn_python_051,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_051,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1277,ext_dorn_python_easy_06835,far,1.0538476757358946,dorn_python_008,dorn_python_085,dorn_python_008,dorn_python_008,dorn_python_085,True,False,False,4.25,1.25,2.75,1.5,False,False,True,True,,,0.2298616571197241,-0.8239860186161705,dorn_python_008,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_008,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1278,ext_dorn_python_easy_06836,far,2.0130939603367235,dorn_python_012,dorn_python_019,dorn_python_012,dorn_python_012,dorn_python_012,True,True,True,1.5,-0.5,0.5,1.0,False,False,True,False,,,1.174505223762072,-0.8385887365746516,dorn_python_012,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_012,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1279,ext_dorn_python_easy_06838,far,1.0387467847191936,dorn_python_040,dorn_python_067,dorn_python_067,dorn_python_067,dorn_python_067,True,True,True,-9.25,8.25,-0.5,-8.75,False,False,False,True,,,0.5354970088750637,1.5742437935942573,dorn_python_067,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_067,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1280,ext_dorn_python_easy_06841,far,1.1600744719999327,dorn_python_030,dorn_python_090,dorn_python_030,dorn_python_030,dorn_python_090,True,False,False,1.5,6.0,3.75,-2.25,False,False,True,True,,,1.445270163082495,0.2851956910825622,dorn_python_030,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_090,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1281,ext_dorn_python_easy_06844,far,2.0293848150548817,dorn_python_016,dorn_python_103,dorn_python_103,dorn_python_103,dorn_python_103,True,True,True,-8.75,8.25,-0.25,-8.5,False,False,False,True,,,-0.2401466540210834,1.7892381610337984,dorn_python_103,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_103,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1282,ext_dorn_python_easy_06845,far,3.1503450126355563,dorn_python_011,dorn_python_104,dorn_python_011,dorn_python_011,dorn_python_011,True,True,True,7.75,-9.0,-0.625,8.375,False,False,True,False,,,1.5327184136687515,-1.617626598966805,dorn_python_011,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_011,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1283,ext_dorn_python_easy_06846,far,1.7650177061399162,dorn_python_079,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_088,True,True,True,-6.75,7.0,0.125,-6.875,False,False,False,True,,,-0.2934010581079599,1.4716166480319564,dorn_python_088,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_088,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1284,ext_dorn_python_easy_06853,far,2.1616798593830326,dorn_python_043,dorn_python_049,dorn_python_049,dorn_python_043,dorn_python_043,True,True,False,5.5,-1.5,2.0,3.5,False,False,True,False,,,-1.402256929439164,0.7594229299438686,dorn_python_049,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_043,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1285,ext_dorn_python_easy_06854,far,1.0812550679642063,dorn_python_004,dorn_python_089,dorn_python_089,dorn_python_004,dorn_python_089,True,False,False,1.5,8.25,4.875,-3.375,False,False,True,True,,,0.1802828519279436,1.26153791989215,dorn_python_089,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_089,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1286,ext_dorn_python_easy_06859,far,2.011179687629588,dorn_python_054,dorn_python_114,dorn_python_114,dorn_python_114,dorn_python_114,True,True,True,-9.0,6.5,-1.25,-7.75,False,False,False,True,,,-1.0362968903438097,0.9748827972857774,dorn_python_114,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_114,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1287,ext_dorn_python_easy_06861,far,1.259027466724512,dorn_python_043,dorn_python_072,dorn_python_072,dorn_python_043,dorn_python_043,True,True,False,0.25,-0.25,0.0,0.25,False,False,True,False,,,-1.402256929439164,-0.1432294627146521,dorn_python_072,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_043,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1288,ext_dorn_python_easy_06862,far,1.6408586984809133,dorn_python_021,dorn_python_026,dorn_python_021,dorn_python_021,dorn_python_021,True,True,True,8.0,-6.5,0.75,7.25,False,False,True,False,,,1.9665012149567311,0.325642516475818,dorn_python_021,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_021,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1289,ext_dorn_python_easy_06863,far,1.493073017825864,dorn_python_053,dorn_python_110,dorn_python_053,dorn_python_053,dorn_python_053,True,True,True,8.25,-8.25,0.0,8.25,False,False,True,False,,,0.8055893694750154,-0.6874836483508486,dorn_python_053,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_053,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1290,ext_dorn_python_easy_06865,far,1.6086695624077143,dorn_python_031,dorn_python_104,dorn_python_031,dorn_python_104,dorn_python_104,True,True,False,-3.25,0.75,-1.25,-2.0,False,False,False,True,,,-0.0089570365590908,-1.617626598966805,dorn_python_031,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_104,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1291,ext_dorn_python_easy_06873,far,1.981841361335961,dorn_python_005,dorn_python_019,dorn_python_005,dorn_python_005,dorn_python_019,True,False,False,1.5,3.75,2.625,-1.125,False,False,True,True,,,1.1432526247613095,-0.8385887365746516,dorn_python_005,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_019,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1292,ext_dorn_python_easy_06874,far,1.5699577642662454,dorn_python_060,dorn_python_071,dorn_python_060,dorn_python_060,dorn_python_060,True,True,True,8.25,-6.0,1.125,7.125,False,False,True,False,,,1.0541712309438214,-0.515786533322424,dorn_python_060,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_060,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1293,ext_dorn_python_easy_06883,far,1.0815280741369002,dorn_python_073,dorn_python_089,dorn_python_089,dorn_python_073,dorn_python_089,True,False,False,5.0,8.75,6.875,-1.875,False,False,True,True,,,0.1800098457552496,1.26153791989215,dorn_python_089,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_089,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1294,ext_dorn_python_easy_06897,far,1.470983423002215,dorn_python_068,dorn_python_085,dorn_python_068,dorn_python_068,dorn_python_085,True,False,False,5.25,1.75,3.5,1.75,False,False,True,True,,,0.6469974043860446,-0.8239860186161705,dorn_python_068,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_068,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1295,ext_dorn_python_easy_06899,far,1.1151373459525955,dorn_python_022,dorn_python_093,dorn_python_022,dorn_python_093,dorn_python_022,True,False,False,-6.75,-1.0,-3.875,-2.875,False,False,False,False,,,1.6273715707343168,0.5122342247817212,dorn_python_022,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_093,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1296,ext_dorn_python_easy_06906,far,2.08552393850832,dorn_python_085,dorn_python_089,dorn_python_089,dorn_python_089,dorn_python_089,True,True,True,-1.5,9.25,3.875,-5.375,False,False,False,True,,,-0.8239860186161705,1.26153791989215,dorn_python_089,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_089,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1297,ext_dorn_python_easy_06907,far,1.9727827372819056,dorn_python_036,dorn_python_039,dorn_python_039,dorn_python_039,dorn_python_039,True,True,True,-0.5,9.25,4.375,-4.875,False,False,False,True,,,-0.3940185813550929,1.5787641559268126,dorn_python_039,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_039,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1298,ext_dorn_python_easy_06908,far,1.229182991938247,dorn_python_004,dorn_python_063,dorn_python_063,dorn_python_004,dorn_python_063,True,False,False,5.75,1.25,3.5,2.25,False,False,True,True,,,0.1802828519279436,1.409465843866191,dorn_python_063,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_004,False
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1299,ext_dorn_python_easy_06909,far,2.310205384606608,dorn_python_019,dorn_python_088,dorn_python_088,dorn_python_088,dorn_python_088,True,True,True,-9.5,3.5,-3.0,-6.5,False,False,False,True,,,-0.8385887365746516,1.4716166480319564,dorn_python_088,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_088,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1300,ext_dorn_python_easy_06912,far,1.0076715524607889,dorn_python_077,dorn_python_082,dorn_python_082,dorn_python_077,dorn_python_082,True,False,False,1.5,6.0,3.75,-2.25,False,False,True,True,,,0.1566468819337092,1.164318434394498,dorn_python_082,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_082,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1301,ext_dorn_python_easy_06916,far,2.3297876874204286,dorn_python_044,dorn_python_106,dorn_python_044,dorn_python_044,dorn_python_044,True,True,True,10.25,-9.25,0.5,9.75,False,False,True,False,,,1.1807986382370208,-1.148989049183408,dorn_python_044,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_044,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1302,ext_dorn_python_easy_06924,far,1.7653719613730248,dorn_python_024,dorn_python_106,dorn_python_024,dorn_python_024,dorn_python_024,True,True,True,0.5,-5.25,-2.375,2.875,False,False,True,False,,,0.6163829121896166,-1.148989049183408,dorn_python_024,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_024,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1303,ext_dorn_python_easy_06925,far,1.4636069126050797,dorn_python_029,dorn_python_060,dorn_python_060,dorn_python_060,dorn_python_060,True,True,True,-4.0,7.5,1.75,-5.75,False,False,False,True,,,-0.4094356816612582,1.0541712309438214,dorn_python_060,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_060,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1304,ext_dorn_python_easy_06927,far,1.8472642189844173,dorn_python_064,dorn_python_104,dorn_python_064,dorn_python_064,dorn_python_064,True,True,True,7.75,-7.0,0.375,7.375,False,False,True,False,,,0.2296376200176123,-1.617626598966805,dorn_python_064,Dorn,Dorn,human_score_z_within_dataset,1,dorn_python_064,True
grid,monokai_dark__fs20__wrap60__lnon,google/gemma-3-12b-it,96b6f1eccf38110c56df3a15bffe176da04bfd80,python,u3_1305,ext_dorn_python_easy_06930,far,1.4380068927758125,dorn_python_053,dorn_python_100,dorn_python_053,dorn_python_100,dorn_python_100,True,True,False,-5.25,7.5,1.125,-6.375,False,False,False,True,,,0.8055893694750154,-0.6324175233007971,dorn_python_053,Dorn,Dorn,human_score_z_within_dataset,0,dorn_python_100,False
