base_id,rq0_id,language,family,node_type,start_byte_original,end_byte_original,original,replacement
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,884,885,2,34053
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,887,888,3,34150
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,893,907,CUDA_SAFE_CALL,opaque_7c9666_067
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,908,926,cudaMemcpyToSymbol,opaque_7c9666_sym026
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,927,932,t_m_a,opaque_7c9666_069
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,935,942,t_m_a_h,opaque_7c9666_sym021
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,950,956,float4,opaque_7c9666_071
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,962,976,CUDA_SAFE_CALL,opaque_7c9666_sym005
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,977,995,cudaMemcpyToSymbol,opaque_7c9666_073
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,996,1001,t_m_b,opaque_7c9666_sym028
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1004,1011,t_m_b_h,opaque_7c9666_075
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1019,1025,float4,opaque_7c9666_sym020
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1031,1045,CUDA_SAFE_CALL,opaque_7c9666_077
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1046,1064,cudaMemcpyToSymbol,opaque_7c9666_sym026
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1065,1070,t_m_c,opaque_7c9666_079
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1073,1080,t_m_c_h,opaque_7c9666_sym025
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1088,1094,float4,opaque_7c9666_081
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_cue_erasure,comment,1101,1188,// We need to allocate some memory to keep track of overlap areas and values for blocks,// opaque semantic cue 030
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1199,1206,memSize,opaque_7c9666_sym030
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1209,1219,BLOCK_SIZE,opaque_7c9666_083
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,*,1220,1221,*,%
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1222,1228,params,opaque_7c9666_sym032
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,field_identifier,1230,1247,activeBlockNumber,opaque_7c9666_085
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1262,1274,targetValues,opaque_7c9666_sym034
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1275,1289,CUDA_SAFE_CALL,opaque_7c9666_087
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1290,1300,cudaMalloc,opaque_7c9666_sym035
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1311,1323,targetValues,opaque_7c9666_089
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1325,1332,memSize,opaque_7c9666_sym030
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,*,1333,1334,*,%
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1360,1367,memSize,opaque_7c9666_091
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1370,1380,BLOCK_SIZE,opaque_7c9666_sym031
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,*,1381,1382,*,%
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1383,1389,params,opaque_7c9666_093
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,field_identifier,1391,1408,activeBlockNumber,opaque_7c9666_sym033
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1419,1431,resultValues,opaque_7c9666_095
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1432,1446,CUDA_SAFE_CALL,opaque_7c9666_sym005
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1447,1457,cudaMalloc,opaque_7c9666_097
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1468,1480,resultValues,opaque_7c9666_sym036
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1482,1489,memSize,opaque_7c9666_099
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,*,1490,1491,*,%
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1534,1553,Grid_block_matching,opaque_7c9666_sym037
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1570,1574,ceil,opaque_7c9666_101
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1582,1588,params,opaque_7c9666_sym032
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,field_identifier,1590,1607,activeBlockNumber,opaque_7c9666_103
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,/,1607,1608,/,*
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1615,1633,Block_target_block,opaque_7c9666_sym039
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1653,1674,Grid_block_matching_2,opaque_7c9666_105
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,1677,1678,1,34344
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_cue_erasure,comment,1685,1726,// We have hit the limit in one dimension,// opaque semantic cue 032
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1735,1754,Grid_block_matching,opaque_7c9666_sym037
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,>,1755,1756,>,<=
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,1757,1762,65335,34538
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1774,1795,Grid_block_matching_2,opaque_7c9666_107
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1812,1816,ceil,opaque_7c9666_sym038
rq3g_cuda_012,dorn_cuda_115,cuda,identity_fragmentation,identifier,1824,1843,Grid_block_matching,opaque_7c9666_109
rq3g_cuda_012,dorn_cuda_115,cuda,operator_inversion,/,1843,1844,/,*
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,1844,1852,65535.0f,34635
rq3g_cuda_012,dorn_cuda_115,cuda,semantic_identifier_masking,identifier,1863,1882,Grid_block_matching,opaque_7c9666_sym037
rq3g_cuda_012,dorn_cuda_115,cuda,literal_corruption,number_literal,1885,1890,65335,34732
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,28,39,CurrentStep,opaque_a1cda6_sym000
rq3g_cuda_013,dorn_cuda_055,cuda,operator_inversion,>=,40,42,>=,<
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,44,79,NTLM_Regenerate_Device_Chain_Length,opaque_a1cda6_001
rq3g_cuda_013,dorn_cuda_055,cuda,operator_inversion,-,80,81,-,+
rq3g_cuda_013,dorn_cuda_055,cuda,literal_corruption,number_literal,82,83,1,31337
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,119,152,SaveNTLMRegistersIntoGlobalMemory,opaque_a1cda6_sym002
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,153,155,b0,opaque_a1cda6_003
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,156,158,b1,opaque_a1cda6_sym004
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,159,161,b2,opaque_a1cda6_005
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,162,164,b3,opaque_a1cda6_sym006
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,165,167,b4,opaque_a1cda6_007
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,168,170,b5,opaque_a1cda6_sym008
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,171,173,b6,opaque_a1cda6_009
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,174,176,b7,opaque_a1cda6_sym010
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,177,179,b8,opaque_a1cda6_011
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,180,182,b9,opaque_a1cda6_sym012
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,183,186,b10,opaque_a1cda6_013
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,187,190,b11,opaque_a1cda6_sym014
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,191,194,b12,opaque_a1cda6_015
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,195,198,b13,opaque_a1cda6_sym016
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,199,202,b14,opaque_a1cda6_017
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,203,206,b15,opaque_a1cda6_sym018
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,222,236,InitialArray32,opaque_a1cda6_019
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,238,286,NTLM_Regenerate_Device_Number_Of_Chains_To_Regen,opaque_a1cda6_sym020
rq3g_cuda_013,dorn_cuda_055,cuda,identity_fragmentation,identifier,288,302,password_index,opaque_a1cda6_021
rq3g_cuda_013,dorn_cuda_055,cuda,semantic_identifier_masking,identifier,304,315,pass_length,opaque_a1cda6_sym022
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_cue_erasure,pygments_comment_fallback,-1,-1,2 residual comment token(s),opaque semantic cue
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,string_literal,9,39,"""_reg_mutualinformation_gpu.h""","""opaque_000"""
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,string_literal,49,84,"""_reg_mutualinformation_kernels.cu""","""opaque_001"""
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,91,130,reg_getVoxelBasedNMIGradientUsingPW_gpu,opaque_d36137_sym000
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,type_identifier,134,145,nifti_image,opaque_d36137_001
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,147,158,targetImage,opaque_d36137_sym002
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,type_identifier,208,219,nifti_image,opaque_d36137_003
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,221,232,resultImage,opaque_d36137_sym003
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,290,308,targetImageArray_d,opaque_d36137_005
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,366,384,resultImageArray_d,opaque_d36137_sym005
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,type_identifier,434,440,float4,opaque_d36137_007
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,443,464,resultGradientArray_d,opaque_d36137_sym007
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,522,541,logJointHistogram_d,opaque_d36137_009
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,type_identifier,591,597,float4,opaque_d36137_sym006
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,600,623,voxelNMIGradientArray_d,opaque_d36137_011
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,679,685,mask_d,opaque_d36137_sym010
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,739,756,activeVoxelNumber,opaque_d36137_013
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,814,823,entropies,opaque_d36137_sym012
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,877,884,binning,opaque_d36137_015
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,899,910,voxelNumber,opaque_d36137_sym014
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,913,924,targetImage,opaque_d36137_017
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,field_identifier,926,930,nvox,opaque_d36137_sym015
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,943,952,binNumber,opaque_d36137_019
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,955,962,binning,opaque_d36137_sym013
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,962,963,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,964,971,binning,opaque_d36137_021
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,+,971,972,+,-
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,972,973,2,31531
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,type_identifier,986,992,float4,opaque_d36137_sym006
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,993,1004,entropies_h,opaque_d36137_023
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1005,1016,make_float4,opaque_d36137_sym018
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1024,1033,entropies,opaque_d36137_025
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1034,1035,0,31628
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1044,1053,entropies,opaque_d36137_sym012
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1054,1055,1,31725
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1064,1073,entropies,opaque_d36137_027
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1074,1075,2,31822
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1084,1093,entropies,opaque_d36137_sym012
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1094,1095,3,31919
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1112,1115,NMI,opaque_d36137_029
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1127,1136,entropies,opaque_d36137_sym012
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1137,1138,0,32016
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,+,1139,1140,+,-
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1140,1149,entropies,opaque_d36137_031
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1150,1151,1,32113
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,/,1153,1154,/,*
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1154,1163,entropies,opaque_d36137_sym012
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1164,1165,2,32210
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_cue_erasure,comment,1171,1186,// Bind Symbols,// opaque semantic cue 010
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1188,1202,CUDA_SAFE_CALL,opaque_d36137_033
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1203,1221,cudaMemcpyToSymbol,opaque_d36137_sym021
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1222,1235,c_VoxelNumber,opaque_d36137_035
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1237,1248,voxelNumber,opaque_d36137_sym014
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1265,1279,CUDA_SAFE_CALL,opaque_d36137_037
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1280,1298,cudaMemcpyToSymbol,opaque_d36137_sym021
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1299,1308,c_Binning,opaque_d36137_039
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1310,1317,binning,opaque_d36137_sym013
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1334,1348,CUDA_SAFE_CALL,opaque_d36137_041
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1349,1367,cudaMemcpyToSymbol,opaque_d36137_sym021
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1368,1379,c_Entropies,opaque_d36137_043
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1381,1392,entropies_h,opaque_d36137_sym017
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1400,1406,float4,opaque_d36137_045
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1412,1426,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1427,1445,cudaMemcpyToSymbol,opaque_d36137_047
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1446,1451,c_NMI,opaque_d36137_sym025
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1453,1456,NMI,opaque_d36137_049
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1478,1492,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1493,1511,cudaMemcpyToSymbol,opaque_d36137_051
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1512,1531,c_ActiveVoxelNumber,opaque_d36137_sym026
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1533,1550,activeVoxelNumber,opaque_d36137_053
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_cue_erasure,comment,1568,1586,// Texture binding,// opaque semantic cue 011
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1588,1602,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1603,1618,cudaBindTexture,opaque_d36137_055
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1619,1620,0,32501
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1622,1640,targetImageTexture,opaque_d36137_sym028
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1643,1661,targetImageArray_d,opaque_d36137_057
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1663,1674,voxelNumber,opaque_d36137_sym014
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,1674,1675,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1693,1707,CUDA_SAFE_CALL,opaque_d36137_059
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1708,1723,cudaBindTexture,opaque_d36137_sym027
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1724,1725,0,32598
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1727,1745,resultImageTexture,opaque_d36137_061
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1748,1766,resultImageArray_d,opaque_d36137_sym005
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1768,1779,voxelNumber,opaque_d36137_063
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,1779,1780,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1798,1812,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1813,1828,cudaBindTexture,opaque_d36137_065
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1829,1830,0,32695
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1832,1858,resultImageGradientTexture,opaque_d36137_sym030
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1861,1882,resultGradientArray_d,opaque_d36137_067
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1884,1895,voxelNumber,opaque_d36137_sym014
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,1895,1896,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1903,1909,float4,opaque_d36137_069
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1918,1932,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1933,1948,cudaBindTexture,opaque_d36137_071
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,1949,1950,0,32792
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1952,1968,histogramTexture,opaque_d36137_sym031
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,1971,1990,logJointHistogram_d,opaque_d36137_073
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,1992,2001,binNumber,opaque_d36137_sym016
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,2001,2002,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2023,2037,CUDA_SAFE_CALL,opaque_d36137_075
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2038,2053,cudaBindTexture,opaque_d36137_sym027
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2054,2055,0,32889
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2057,2068,maskTexture,opaque_d36137_077
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2071,2077,mask_d,opaque_d36137_sym010
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2079,2096,activeVoxelNumber,opaque_d36137_079
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,2096,2097,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2117,2131,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2132,2142,cudaMemset,opaque_d36137_081
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2144,2167,voxelNMIGradientArray_d,opaque_d36137_sym009
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2169,2170,0,32986
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2172,2183,voxelNumber,opaque_d36137_083
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,*,2183,2184,*,%
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2191,2197,float4,opaque_d36137_sym006
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2223,2263,Grid_reg_getVoxelBasedNMIGradientUsingPW,opaque_d36137_085
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2283,2287,ceil,opaque_d36137_sym035
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2295,2312,activeVoxelNumber,opaque_d36137_087
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,/,2312,2313,/,*
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2320,2361,Block_reg_getVoxelBasedNMIGradientUsingPW,opaque_d36137_sym036
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,type_identifier,2365,2369,dim3,opaque_d36137_089
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2370,2372,B1,opaque_d36137_sym038
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2373,2414,Block_reg_getVoxelBasedNMIGradientUsingPW,opaque_d36137_091
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2415,2416,1,33083
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2417,2418,1,33180
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,type_identifier,2422,2426,dim3,opaque_d36137_sym037
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2427,2429,G1,opaque_d36137_093
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2430,2470,Grid_reg_getVoxelBasedNMIGradientUsingPW,opaque_d36137_sym034
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2471,2472,1,33277
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,number_literal,2473,2474,1,33374
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2479,2521,reg_getVoxelBasedNMIGradientUsingPW_kernel,opaque_d36137_095
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,<<,2522,2524,<<,>>
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2524,2524,,opaque_d36137_sym041
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,type_identifier,2526,2528,G1,opaque_d36137_097
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,type_identifier,2530,2532,B1,opaque_d36137_sym038
rq3g_cuda_014,dorn_cuda_064,cuda,operator_inversion,>>,2534,2536,>>,<<
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2539,2562,voxelNMIGradientArray_d,opaque_d36137_099
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2566,2580,CUDA_SAFE_CALL,opaque_d36137_sym020
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2581,2602,cudaThreadSynchronize,opaque_d36137_101
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2615,2621,NDEBUG,opaque_d36137_sym043
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2623,2629,printf,opaque_d36137_103
rq3g_cuda_014,dorn_cuda_064,cuda,literal_corruption,string_literal,2630,2735,"""[DEBUG] reg_getVoxelBasedNMIGradientUsingPW_kernel: %s - Grid size [%i %i %i] - Block size [%i %i %i]\n""","""opaque_022"""
rq3g_cuda_014,dorn_cuda_064,cuda,semantic_identifier_masking,identifier,2745,2763,cudaGetErrorString,opaque_d36137_sym045
rq3g_cuda_014,dorn_cuda_064,cuda,identity_fragmentation,identifier,2764,2780,cudaGetLastError,opaque_d36137_105
