experiment_ab,condition,model_ab,model_label_ab,model_revision_ab,language,pair_id,source_pair_id_ab,difficulty_rank_ab,abs_z_diff_ab,snippet_i_ab,snippet_j_ab,snippet_first_ab,snippet_second_ab,order_ab,gold_side_ab,parsed_choice_ab,verdict_token_index_ab,verdict_token_id_ab,token_family_ab,token_id_A_ab,token_id_B_ab,logit_A_ab,logit_B_ab,margin_ab,logit_tie_ab,logit_argmax_choice_ab,argmax_matches_parsed_ab,raw_output_ab,gen_tokens_ab,capture_method_ab,seed_ab,created_at_utc_ab,experiment_ba,model_ba,model_label_ba,model_revision_ba,source_pair_id_ba,difficulty_rank_ba,abs_z_diff_ba,snippet_i_ba,snippet_j_ba,snippet_first_ba,snippet_second_ba,order_ba,gold_side_ba,parsed_choice_ba,verdict_token_index_ba,verdict_token_id_ba,token_family_ba,token_id_A_ba,token_id_B_ba,logit_A_ba,logit_B_ba,margin_ba,logit_tie_ba,logit_argmax_choice_ba,argmax_matches_parsed_ba,raw_output_ba,gen_tokens_ba,capture_method_ba,seed_ba,created_at_utc_ba,protocol_pair_id,snippet_i,snippet_j,human_preference,parsed_both,strict_valid,strict_winner,strict_correct,b_position,c_content,is_boundary,is_exact_tie,debiased_correct,first_pos_ab,first_pos_ba
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0611,full_rq0_seed42__rq0_0194__rq0_0234,middle,0.9075352101688744,rq0_0194,rq0_0234,rq0_0194,rq0_0234,AB,first,A,5.0,562.0,space_prefixed,562,603,21.875,9.5625,12.3125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:46.283733+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0194__rq0_0234,middle,0.9075352101688744,rq0_0194,rq0_0234,rq0_0234,rq0_0194,BA,second,B,5.0,603.0,space_prefixed,562,603,7.0,22.625,-15.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:46.733688+00:00,u3_0611,rq0_0194,rq0_0234,rq0_0194,True,True,rq0_0194,True,-1.65625,13.96875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0612,full_rq0_seed42__rq0_0194__rq0_0236,middle,0.5445211261013242,rq0_0194,rq0_0236,rq0_0194,rq0_0236,AB,first,B,6.0,603.0,space_prefixed,562,603,24.0,26.875,-2.875,False,B,True,FINAL_VERDICT: B,8,generate_output_scores,42,2026-09-12T04:46:47.227697+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0194__rq0_0236,middle,0.5445211261013242,rq0_0194,rq0_0236,rq0_0236,rq0_0194,BA,second,B,6.0,603.0,space_prefixed,562,603,22.125,27.0,-4.875,False,B,True,FINAL_VERDICT: B,8,generate_output_scores,42,2026-09-12T04:46:47.724321+00:00,u3_0612,rq0_0194,rq0_0236,rq0_0194,True,False,,False,-3.875,1.0,False,False,1.0,0.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0613,full_rq0_seed42__rq0_0195__rq0_0269,middle,0.907535210168875,rq0_0195,rq0_0269,rq0_0195,rq0_0269,AB,second,A,5.0,562.0,space_prefixed,562,603,26.5,24.0,2.5,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:48.179155+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0195__rq0_0269,middle,0.907535210168875,rq0_0195,rq0_0269,rq0_0269,rq0_0195,BA,first,B,5.0,603.0,space_prefixed,562,603,15.5,25.125,-9.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:48.782741+00:00,u3_0613,rq0_0195,rq0_0269,rq0_0269,True,True,rq0_0195,False,-3.5625,6.0625,False,False,0.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0614,full_rq0_seed42__rq0_0197__rq0_0241,middle,0.7260281681351001,rq0_0197,rq0_0241,rq0_0197,rq0_0241,AB,first,A,5.0,562.0,space_prefixed,562,603,25.125,17.5,7.625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:49.244809+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0197__rq0_0241,middle,0.7260281681351001,rq0_0197,rq0_0241,rq0_0241,rq0_0197,BA,second,B,5.0,603.0,space_prefixed,562,603,22.125,25.75,-3.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:49.848258+00:00,u3_0614,rq0_0197,rq0_0241,rq0_0197,True,True,rq0_0197,True,2.0,5.625,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0615,full_rq0_seed42__rq0_0198__rq0_0202,middle,0.9075352101688752,rq0_0198,rq0_0202,rq0_0198,rq0_0202,AB,first,A,5.0,562.0,space_prefixed,562,603,21.25,7.9062,13.3438,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:50.297388+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0198__rq0_0202,middle,0.9075352101688752,rq0_0198,rq0_0202,rq0_0202,rq0_0198,BA,second,B,5.0,603.0,space_prefixed,562,603,9.4375,23.25,-13.8125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:50.907073+00:00,u3_0615,rq0_0198,rq0_0202,rq0_0198,True,True,rq0_0198,True,-0.23435000000000006,13.57815,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0616,full_rq0_seed42__rq0_0199__rq0_0250,middle,0.7260281681351001,rq0_0199,rq0_0250,rq0_0199,rq0_0250,AB,second,B,5.0,603.0,space_prefixed,562,603,18.75,26.375,-7.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:51.437822+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0199__rq0_0250,middle,0.7260281681351001,rq0_0199,rq0_0250,rq0_0250,rq0_0199,BA,first,A,5.0,562.0,space_prefixed,562,603,26.875,22.5,4.375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:52.011374+00:00,u3_0616,rq0_0199,rq0_0250,rq0_0250,True,True,rq0_0250,True,-1.625,-6.0,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0617,full_rq0_seed42__rq0_0199__rq0_0290,middle,0.5445211261013244,rq0_0199,rq0_0290,rq0_0199,rq0_0290,AB,second,A,5.0,562.0,space_prefixed,562,603,27.0,22.875,4.125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:52.602694+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0199__rq0_0290,middle,0.5445211261013244,rq0_0199,rq0_0290,rq0_0290,rq0_0199,BA,first,A,5.0,562.0,space_prefixed,562,603,26.375,20.625,5.75,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:53.279214+00:00,u3_0617,rq0_0199,rq0_0290,rq0_0290,True,False,,False,4.9375,-0.8125,False,False,1.0,1.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0618,full_rq0_seed42__rq0_0201__rq0_0243,middle,0.5445211261013242,rq0_0201,rq0_0243,rq0_0201,rq0_0243,AB,second,B,5.0,603.0,space_prefixed,562,603,10.625,23.375,-12.75,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:53.881173+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0201__rq0_0243,middle,0.5445211261013242,rq0_0201,rq0_0243,rq0_0243,rq0_0201,BA,first,A,5.0,562.0,space_prefixed,562,603,25.125,16.875,8.25,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:54.318648+00:00,u3_0618,rq0_0201,rq0_0243,rq0_0243,True,True,rq0_0243,True,-2.25,-10.5,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0619,full_rq0_seed42__rq0_0201__rq0_0277,middle,0.7260281681351002,rq0_0201,rq0_0277,rq0_0201,rq0_0277,AB,first,B,5.0,603.0,space_prefixed,562,603,16.0,25.125,-9.125,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:54.762439+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0201__rq0_0277,middle,0.7260281681351002,rq0_0201,rq0_0277,rq0_0277,rq0_0201,BA,second,A,5.0,562.0,space_prefixed,562,603,26.25,20.75,5.5,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:55.456983+00:00,u3_0619,rq0_0201,rq0_0277,rq0_0201,True,True,rq0_0277,False,-1.8125,-7.3125,False,False,0.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0620,full_rq0_seed42__rq0_0203__rq0_0240,middle,0.9075352101688752,rq0_0203,rq0_0240,rq0_0203,rq0_0240,AB,first,A,5.0,562.0,space_prefixed,562,603,23.375,12.5625,10.8125,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:55.903868+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0203__rq0_0240,middle,0.9075352101688752,rq0_0203,rq0_0240,rq0_0240,rq0_0203,BA,second,B,5.0,603.0,space_prefixed,562,603,7.7812,22.375,-14.5938,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:56.500216+00:00,u3_0620,rq0_0203,rq0_0240,rq0_0203,True,True,rq0_0203,True,-1.89065,12.70315,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0621,full_rq0_seed42__rq0_0203__rq0_0257,middle,0.9075352101688752,rq0_0203,rq0_0257,rq0_0203,rq0_0257,AB,first,A,5.0,562.0,space_prefixed,562,603,24.75,16.125,8.625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:56.934141+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0203__rq0_0257,middle,0.9075352101688752,rq0_0203,rq0_0257,rq0_0257,rq0_0203,BA,second,B,5.0,603.0,space_prefixed,562,603,9.9375,23.375,-13.4375,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:57.368933+00:00,u3_0621,rq0_0203,rq0_0257,rq0_0203,True,True,rq0_0203,True,-2.40625,11.03125,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0622,full_rq0_seed42__rq0_0204__rq0_0250,middle,0.7260281681351001,rq0_0204,rq0_0250,rq0_0204,rq0_0250,AB,second,B,5.0,603.0,space_prefixed,562,603,13.625,24.25,-10.625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:57.808500+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0204__rq0_0250,middle,0.7260281681351001,rq0_0204,rq0_0250,rq0_0250,rq0_0204,BA,first,A,5.0,562.0,space_prefixed,562,603,26.0,20.75,5.25,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:58.411789+00:00,u3_0622,rq0_0204,rq0_0250,rq0_0250,True,True,rq0_0250,True,-2.6875,-7.9375,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0623,full_rq0_seed42__rq0_0204__rq0_0301,middle,0.9075352101688744,rq0_0204,rq0_0301,rq0_0204,rq0_0301,AB,first,A,5.0,562.0,space_prefixed,562,603,25.375,17.5,7.875,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:46:59.008148+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0204__rq0_0301,middle,0.9075352101688744,rq0_0204,rq0_0301,rq0_0301,rq0_0204,BA,second,B,5.0,603.0,space_prefixed,562,603,12.5625,24.125,-11.5625,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:46:59.590766+00:00,u3_0623,rq0_0204,rq0_0301,rq0_0204,True,True,rq0_0204,True,-1.84375,9.71875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0624,full_rq0_seed42__rq0_0206__rq0_0258,middle,0.5445211261013242,rq0_0206,rq0_0258,rq0_0206,rq0_0258,AB,first,A,5.0,562.0,space_prefixed,562,603,24.375,15.6875,8.6875,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:00.186589+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0206__rq0_0258,middle,0.5445211261013242,rq0_0206,rq0_0258,rq0_0258,rq0_0206,BA,second,B,5.0,603.0,space_prefixed,562,603,10.1875,23.375,-13.1875,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:00.634561+00:00,u3_0624,rq0_0206,rq0_0258,rq0_0206,True,True,rq0_0206,True,-2.25,10.9375,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0625,full_rq0_seed42__rq0_0206__rq0_0302,middle,0.9075352101688752,rq0_0206,rq0_0302,rq0_0206,rq0_0302,AB,first,A,5.0,562.0,space_prefixed,562,603,24.5,15.9375,8.5625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:01.064987+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0206__rq0_0302,middle,0.9075352101688752,rq0_0206,rq0_0302,rq0_0302,rq0_0206,BA,second,B,5.0,603.0,space_prefixed,562,603,8.375,22.875,-14.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:01.508832+00:00,u3_0625,rq0_0206,rq0_0302,rq0_0206,True,True,rq0_0206,True,-2.96875,11.53125,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0626,full_rq0_seed42__rq0_0207__rq0_0253,middle,0.544521126101325,rq0_0207,rq0_0253,rq0_0207,rq0_0253,AB,first,A,5.0,562.0,space_prefixed,562,603,25.125,16.625,8.5,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:01.944420+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0207__rq0_0253,middle,0.544521126101325,rq0_0207,rq0_0253,rq0_0253,rq0_0207,BA,second,B,5.0,603.0,space_prefixed,562,603,8.0625,23.0,-14.9375,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:02.654636+00:00,u3_0626,rq0_0207,rq0_0253,rq0_0207,True,True,rq0_0207,True,-3.21875,11.71875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0627,full_rq0_seed42__rq0_0208__rq0_0235,middle,0.7260281681351001,rq0_0208,rq0_0235,rq0_0208,rq0_0235,AB,first,B,5.0,603.0,space_prefixed,562,603,23.25,26.75,-3.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:03.097262+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0208__rq0_0235,middle,0.7260281681351001,rq0_0208,rq0_0235,rq0_0235,rq0_0208,BA,second,B,5.0,603.0,space_prefixed,562,603,17.25,25.75,-8.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:03.676252+00:00,u3_0627,rq0_0208,rq0_0235,rq0_0208,True,False,,False,-6.0,2.5,False,False,1.0,0.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0628,full_rq0_seed42__rq0_0208__rq0_0297,middle,0.5445211261013242,rq0_0208,rq0_0297,rq0_0208,rq0_0297,AB,first,A,5.0,562.0,space_prefixed,562,603,26.625,21.875,4.75,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:04.278418+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0208__rq0_0297,middle,0.5445211261013242,rq0_0208,rq0_0297,rq0_0297,rq0_0208,BA,second,B,5.0,603.0,space_prefixed,562,603,18.0,26.0,-8.0,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:04.868854+00:00,u3_0628,rq0_0208,rq0_0297,rq0_0208,True,True,rq0_0208,True,-1.625,6.375,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0629,full_rq0_seed42__rq0_0211__rq0_0231,middle,0.7260281681351002,rq0_0211,rq0_0231,rq0_0211,rq0_0231,AB,second,B,8.0,603.0,space_prefixed,562,603,10.6875,23.5,-12.8125,False,B,True,"thought
FINAL_VERDICT: B",10,generate_output_scores,42,2026-09-12T04:47:05.496930+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0211__rq0_0231,middle,0.7260281681351002,rq0_0211,rq0_0231,rq0_0231,rq0_0211,BA,first,A,6.0,562.0,space_prefixed,562,603,22.5,10.75,11.75,False,A,True,FINAL_VERDICT: A,8,generate_output_scores,42,2026-09-12T04:47:06.149948+00:00,u3_0629,rq0_0211,rq0_0231,rq0_0231,True,True,rq0_0231,True,-0.53125,-12.28125,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0630,full_rq0_seed42__rq0_0214__rq0_0237,middle,0.5445211261013251,rq0_0214,rq0_0237,rq0_0214,rq0_0237,AB,second,B,5.0,603.0,space_prefixed,562,603,23.125,26.875,-3.75,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:06.739964+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0214__rq0_0237,middle,0.5445211261013251,rq0_0214,rq0_0237,rq0_0237,rq0_0214,BA,first,A,5.0,562.0,space_prefixed,562,603,26.375,21.375,5.0,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:07.179495+00:00,u3_0630,rq0_0214,rq0_0237,rq0_0237,True,True,rq0_0237,True,0.625,-4.375,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0631,full_rq0_seed42__rq0_0215__rq0_0282,middle,0.9075352101688754,rq0_0215,rq0_0282,rq0_0215,rq0_0282,AB,second,A,5.0,562.0,space_prefixed,562,603,26.125,19.75,6.375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:07.616591+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0215__rq0_0282,middle,0.9075352101688754,rq0_0215,rq0_0282,rq0_0282,rq0_0215,BA,first,B,5.0,603.0,space_prefixed,562,603,14.875,24.625,-9.75,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:08.212736+00:00,u3_0631,rq0_0215,rq0_0282,rq0_0282,True,True,rq0_0215,False,-1.6875,8.0625,False,False,0.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0632,full_rq0_seed42__rq0_0216__rq0_0262,middle,0.7260281681350992,rq0_0216,rq0_0262,rq0_0216,rq0_0262,AB,first,A,5.0,562.0,space_prefixed,562,603,26.625,24.0,2.625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:08.912574+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0216__rq0_0262,middle,0.7260281681350992,rq0_0216,rq0_0262,rq0_0262,rq0_0216,BA,second,B,5.0,603.0,space_prefixed,562,603,14.875,24.625,-9.75,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:09.351607+00:00,u3_0632,rq0_0216,rq0_0262,rq0_0216,True,True,rq0_0216,True,-3.5625,6.1875,False,False,1.0,1.0,0.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0633,full_rq0_seed42__rq0_0217__rq0_0291,middle,0.7260281681350993,rq0_0217,rq0_0291,rq0_0217,rq0_0291,AB,second,B,5.0,603.0,space_prefixed,562,603,21.875,26.375,-4.5,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:09.825829+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0217__rq0_0291,middle,0.7260281681350993,rq0_0217,rq0_0291,rq0_0291,rq0_0217,BA,first,A,5.0,562.0,space_prefixed,562,603,26.25,20.875,5.375,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:10.517552+00:00,u3_0633,rq0_0217,rq0_0291,rq0_0291,True,True,rq0_0291,True,0.4375,-4.9375,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0634,full_rq0_seed42__rq0_0219__rq0_0289,middle,0.5445211261013243,rq0_0219,rq0_0289,rq0_0219,rq0_0289,AB,second,B,5.0,603.0,space_prefixed,562,603,16.5,25.25,-8.75,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:11.216105+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0219__rq0_0289,middle,0.5445211261013243,rq0_0219,rq0_0289,rq0_0289,rq0_0219,BA,first,A,5.0,562.0,space_prefixed,562,603,26.875,22.25,4.625,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:11.807414+00:00,u3_0634,rq0_0219,rq0_0289,rq0_0289,True,True,rq0_0289,True,-2.0625,-6.6875,False,False,1.0,0.0,1.0
grid,monokai_dark__fs24__wrap80__lnon,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,java,u3_0635,full_rq0_seed42__rq0_0219__rq0_0293,middle,0.9075352101688744,rq0_0219,rq0_0293,rq0_0219,rq0_0293,AB,first,B,5.0,603.0,space_prefixed,562,603,14.25,24.625,-10.375,False,B,True,FINAL_VERDICT: B,7,generate_output_scores,42,2026-09-12T04:47:12.420998+00:00,grid,google/gemma-4-12B-it,Gemma4-12B,707f0a3b8a3c7ad586ed01e27eafbad8a27dd0f7,full_rq0_seed42__rq0_0219__rq0_0293,middle,0.9075352101688744,rq0_0219,rq0_0293,rq0_0293,rq0_0219,BA,second,A,5.0,562.0,space_prefixed,562,603,23.125,12.625,10.5,False,A,True,FINAL_VERDICT: A,7,generate_output_scores,42,2026-09-12T04:47:13.016994+00:00,u3_0635,rq0_0219,rq0_0293,rq0_0219,True,True,rq0_0293,False,0.0625,-10.4375,False,False,0.0,0.0,1.0
