model_key,model,concurrency_group,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,margin_ab,margin_ba,content_margin,position_margin,debiased_correct,content_tie,ab_first_choice,ba_first_choice,snippet_i,snippet_j,snippet_i_key,snippet_j_key,abs_c,abs_b,decile
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4835,cuda,medium,0.9456060202373554,0.9456060202373554,True,True,1.0,True,True,0.625,-1.0,0.8125,-0.1875,True,False,True,False,dorn_cuda_074,dorn_cuda_087,cuda::dorn_cuda_074,cuda::dorn_cuda_087,0.8125,0.1875,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4836,cuda,medium,0.5982814160787915,0.5982814160787915,False,False,,False,True,-1.0,-0.875,-0.0625,-0.9375,False,False,False,False,dorn_cuda_035,dorn_cuda_067,cuda::dorn_cuda_035,cuda::dorn_cuda_067,0.0625,0.9375,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4837,cuda,medium,0.687384686401326,0.687384686401326,True,False,-1.0,False,False,-1.5,0.875,-1.1875,-0.3125,False,False,False,True,dorn_cuda_053,dorn_cuda_058,cuda::dorn_cuda_053,cuda::dorn_cuda_058,1.1875,0.3125,8
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4838,cuda,medium,0.9472555327872192,-0.9472555327872192,True,True,-1.0,True,True,-1.0,0.125,-0.5625,-0.4375,True,False,False,True,dorn_cuda_070,dorn_cuda_107,cuda::dorn_cuda_070,cuda::dorn_cuda_107,0.5625,0.4375,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4839,cuda,medium,0.8907158383562558,-0.8907158383562558,True,False,1.0,False,False,0.25,-0.25,0.25,0.0,False,False,True,False,dorn_cuda_015,dorn_cuda_062,cuda::dorn_cuda_015,cuda::dorn_cuda_062,0.25,0.0,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4840,cuda,medium,0.9958059679204304,0.9958059679204304,False,False,,False,True,-0.375,-0.625,0.125,-0.5,True,False,False,False,dorn_cuda_062,dorn_cuda_101,cuda::dorn_cuda_062,cuda::dorn_cuda_101,0.125,0.5,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4841,cuda,medium,0.6619032254414754,0.6619032254414754,True,False,-1.0,False,False,-1.375,0.25,-0.8125,-0.5625,False,False,False,True,dorn_cuda_029,dorn_cuda_075,cuda::dorn_cuda_029,cuda::dorn_cuda_075,0.8125,0.5625,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4842,cuda,medium,0.5461629694836266,0.5461629694836266,False,False,,False,True,-1.125,-0.25,-0.4375,-0.6875,False,False,False,False,dorn_cuda_009,dorn_cuda_080,cuda::dorn_cuda_009,cuda::dorn_cuda_080,0.4375,0.6875,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4843,cuda,medium,0.7099394416252773,0.7099394416252773,False,False,,False,True,-0.5,-0.5,0.0,-0.5,False,True,False,False,dorn_cuda_060,dorn_cuda_101,cuda::dorn_cuda_060,cuda::dorn_cuda_101,0.0,0.5,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4844,cuda,medium,0.8458705222634932,-0.8458705222634932,True,True,-1.0,True,True,-0.125,0.625,-0.375,0.25,True,False,False,True,dorn_cuda_023,dorn_cuda_101,cuda::dorn_cuda_023,cuda::dorn_cuda_101,0.375,0.25,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4845,cuda,medium,0.5752563964294855,0.5752563964294855,True,True,1.0,True,True,0.75,-0.625,0.6875,0.0625,True,False,True,False,dorn_cuda_009,dorn_cuda_101,cuda::dorn_cuda_009,cuda::dorn_cuda_101,0.6875,0.0625,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4846,cuda,medium,0.5128425405054126,-0.5128425405054126,True,True,-1.0,True,True,-1.875,1.25,-1.5625,-0.3125,True,False,False,True,dorn_cuda_073,dorn_cuda_091,cuda::dorn_cuda_073,cuda::dorn_cuda_091,1.5625,0.3125,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4847,cuda,medium,0.9813036223938956,0.9813036223938956,False,False,,False,True,-0.5,-1.125,0.3125,-0.8125,True,False,False,False,dorn_cuda_117,dorn_cuda_118,cuda::dorn_cuda_117,cuda::dorn_cuda_118,0.3125,0.8125,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4848,cuda,medium,0.9258983489985652,-0.9258983489985652,False,False,,True,False,-1.25,-1.375,0.0625,-1.3125,False,False,False,False,dorn_cuda_000,dorn_cuda_085,cuda::dorn_cuda_000,cuda::dorn_cuda_085,0.0625,1.3125,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4849,cuda,medium,0.9643390875732236,0.9643390875732236,True,True,1.0,True,True,0.625,-0.875,0.75,-0.125,True,False,True,False,dorn_cuda_005,dorn_cuda_029,cuda::dorn_cuda_005,cuda::dorn_cuda_029,0.75,0.125,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4850,cuda,medium,0.5957744116896223,-0.5957744116896223,True,True,-1.0,True,True,-1.75,1.5,-1.625,-0.125,True,False,False,True,dorn_cuda_054,dorn_cuda_057,cuda::dorn_cuda_054,cuda::dorn_cuda_057,1.625,0.125,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4851,cuda,medium,0.9307157758888996,0.9307157758888996,False,False,,False,True,-1.875,-1.125,-0.375,-1.5,False,False,False,False,dorn_cuda_045,dorn_cuda_055,cuda::dorn_cuda_045,cuda::dorn_cuda_055,0.375,1.5,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4852,cuda,medium,0.8854926909260193,-0.8854926909260193,True,False,1.0,False,False,0.625,-1.5,1.0625,-0.4375,False,False,True,False,dorn_cuda_049,dorn_cuda_096,cuda::dorn_cuda_049,cuda::dorn_cuda_096,1.0625,0.4375,8
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4853,cuda,medium,0.7789591982200404,-0.7789591982200404,True,True,-1.0,True,True,-2.125,0.75,-1.4375,-0.6875,True,False,False,True,dorn_cuda_035,dorn_cuda_095,cuda::dorn_cuda_035,cuda::dorn_cuda_095,1.4375,0.6875,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4854,cuda,medium,0.7729967834223905,-0.7729967834223905,True,True,-1.0,True,True,-1.375,0.625,-1.0,-0.375,True,False,False,True,dorn_cuda_059,dorn_cuda_106,cuda::dorn_cuda_059,cuda::dorn_cuda_106,1.0,0.375,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4855,cuda,medium,0.5434011930166232,-0.5434011930166232,True,False,1.0,False,False,0.625,-2.75,1.6875,-1.0625,False,False,True,False,dorn_cuda_003,dorn_cuda_113,cuda::dorn_cuda_003,cuda::dorn_cuda_113,1.6875,1.0625,10
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4856,cuda,medium,0.8959591518348328,-0.8959591518348328,True,True,-1.0,True,True,-1.0,0.875,-0.9375,-0.0625,True,False,False,True,dorn_cuda_020,dorn_cuda_102,cuda::dorn_cuda_020,cuda::dorn_cuda_102,0.9375,0.0625,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4857,cuda,medium,0.8647628477027247,-0.8647628477027247,False,False,,True,False,-0.75,-0.25,-0.25,-0.5,True,False,False,False,dorn_cuda_060,dorn_cuda_065,cuda::dorn_cuda_060,cuda::dorn_cuda_065,0.25,0.5,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4858,cuda,medium,0.7405061870081564,0.7405061870081564,False,False,,False,True,-0.375,-1.625,0.625,-1.0,True,False,False,False,dorn_cuda_018,dorn_cuda_081,cuda::dorn_cuda_018,cuda::dorn_cuda_081,0.625,1.0,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4859,cuda,medium,0.7616558417968942,0.7616558417968942,True,True,1.0,True,True,0.75,-1.5,1.125,-0.375,True,False,True,False,dorn_cuda_057,dorn_cuda_080,cuda::dorn_cuda_057,cuda::dorn_cuda_080,1.125,0.375,8
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4860,cuda,medium,0.8555561160672911,-0.8555561160672911,False,False,,True,False,-0.625,-0.75,0.0625,-0.6875,False,False,False,False,dorn_cuda_000,dorn_cuda_117,cuda::dorn_cuda_000,cuda::dorn_cuda_117,0.0625,0.6875,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4861,cuda,medium,0.9192454519322092,0.9192454519322092,False,False,,False,True,-0.125,-1.0,0.4375,-0.5625,True,False,False,False,dorn_cuda_048,dorn_cuda_082,cuda::dorn_cuda_048,cuda::dorn_cuda_082,0.4375,0.5625,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4862,cuda,medium,0.552178753818755,0.552178753818755,True,True,1.0,True,True,0.375,-1.375,0.875,-0.5,True,False,True,False,dorn_cuda_029,dorn_cuda_053,cuda::dorn_cuda_029,cuda::dorn_cuda_053,0.875,0.5,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4863,cuda,medium,0.8363462677592393,-0.8363462677592393,False,False,,True,False,-1.375,-0.375,-0.5,-0.875,True,False,False,False,dorn_cuda_047,dorn_cuda_079,cuda::dorn_cuda_047,cuda::dorn_cuda_079,0.5,0.875,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4864,cuda,medium,0.5890832690424288,0.5890832690424288,False,False,,False,True,-1.375,-0.75,-0.3125,-1.0625,False,False,False,False,dorn_cuda_021,dorn_cuda_117,cuda::dorn_cuda_021,cuda::dorn_cuda_117,0.3125,1.0625,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4865,cuda,medium,0.7824115686956232,0.7824115686956232,False,False,,False,True,-0.75,-0.75,0.0,-0.75,False,True,False,False,dorn_cuda_018,dorn_cuda_103,cuda::dorn_cuda_018,cuda::dorn_cuda_103,0.0,0.75,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4866,cuda,medium,0.883361000400362,-0.883361000400362,False,False,,True,False,-0.25,-0.75,0.25,-0.5,False,False,False,False,dorn_cuda_005,dorn_cuda_008,cuda::dorn_cuda_005,cuda::dorn_cuda_008,0.25,0.5,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4867,cuda,medium,0.918367695505854,0.918367695505854,True,True,1.0,True,True,0.875,-2.125,1.5,-0.625,True,False,True,False,dorn_cuda_051,dorn_cuda_092,cuda::dorn_cuda_051,cuda::dorn_cuda_092,1.5,0.625,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4868,cuda,medium,0.5581599120813232,0.5581599120813232,True,True,1.0,True,True,0.375,-0.75,0.5625,-0.1875,True,False,True,False,dorn_cuda_009,dorn_cuda_044,cuda::dorn_cuda_009,cuda::dorn_cuda_044,0.5625,0.1875,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4869,cuda,medium,0.5936503166048175,-0.5936503166048175,False,False,,True,False,-0.5,-1.25,0.375,-0.875,False,False,False,False,dorn_cuda_030,dorn_cuda_035,cuda::dorn_cuda_030,cuda::dorn_cuda_035,0.375,0.875,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4870,cuda,medium,0.9771196875918008,0.9771196875918008,True,True,1.0,True,True,0.875,-2.375,1.625,-0.75,True,False,True,False,dorn_cuda_043,dorn_cuda_098,cuda::dorn_cuda_043,cuda::dorn_cuda_098,1.625,0.75,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4871,cuda,medium,0.6481990328998475,-0.6481990328998475,False,False,,True,False,-0.5,-0.875,0.1875,-0.6875,False,False,False,False,dorn_cuda_038,dorn_cuda_055,cuda::dorn_cuda_038,cuda::dorn_cuda_055,0.1875,0.6875,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4872,cuda,medium,0.7826710410903757,0.7826710410903757,False,False,,False,True,-0.5,-0.125,-0.1875,-0.3125,False,False,False,False,dorn_cuda_043,dorn_cuda_072,cuda::dorn_cuda_043,cuda::dorn_cuda_072,0.1875,0.3125,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4873,cuda,medium,0.766570998906051,-0.766570998906051,False,False,,True,False,-1.25,-0.125,-0.5625,-0.6875,True,False,False,False,dorn_cuda_056,dorn_cuda_066,cuda::dorn_cuda_056,cuda::dorn_cuda_066,0.5625,0.6875,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4874,cuda,medium,0.5225927564551041,-0.5225927564551041,False,False,,True,False,-1.125,-0.25,-0.4375,-0.6875,True,False,False,False,dorn_cuda_055,dorn_cuda_063,cuda::dorn_cuda_055,cuda::dorn_cuda_063,0.4375,0.6875,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4875,cuda,medium,0.7639804736673752,-0.7639804736673752,False,False,,True,False,-1.0,-1.125,0.0625,-1.0625,False,False,False,False,dorn_cuda_030,dorn_cuda_087,cuda::dorn_cuda_030,cuda::dorn_cuda_087,0.0625,1.0625,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4876,cuda,medium,0.8326811499957716,-0.8326811499957716,False,False,,True,False,-0.375,-0.75,0.1875,-0.5625,False,False,False,False,dorn_cuda_078,dorn_cuda_110,cuda::dorn_cuda_078,cuda::dorn_cuda_110,0.1875,0.5625,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4877,cuda,medium,0.7978511646107728,0.7978511646107728,True,False,-1.0,False,False,-0.75,0.875,-0.8125,0.0625,False,False,False,True,dorn_cuda_065,dorn_cuda_119,cuda::dorn_cuda_065,cuda::dorn_cuda_119,0.8125,0.0625,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4878,cuda,medium,0.6237110844473064,0.6237110844473064,True,True,1.0,True,True,0.875,-2.0,1.4375,-0.5625,True,False,True,False,dorn_cuda_010,dorn_cuda_098,cuda::dorn_cuda_010,cuda::dorn_cuda_098,1.4375,0.5625,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4879,cuda,medium,0.5141494547527521,-0.5141494547527521,False,False,,True,False,-1.625,-1.375,-0.125,-1.5,True,False,False,False,dorn_cuda_069,dorn_cuda_114,cuda::dorn_cuda_069,cuda::dorn_cuda_114,0.125,1.5,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4880,cuda,medium,0.6696346492717109,-0.6696346492717109,True,False,1.0,False,False,0.5,-3.0,1.75,-1.25,False,False,True,False,dorn_cuda_079,dorn_cuda_113,cuda::dorn_cuda_079,cuda::dorn_cuda_113,1.75,1.25,10
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4881,cuda,medium,0.6371747371615961,0.6371747371615961,True,False,-1.0,False,False,-0.75,0.5,-0.625,-0.125,False,False,False,True,dorn_cuda_048,dorn_cuda_075,cuda::dorn_cuda_048,cuda::dorn_cuda_075,0.625,0.125,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4882,cuda,medium,0.9220960546425891,0.9220960546425891,True,True,1.0,True,True,0.0,-0.875,0.4375,-0.4375,True,False,True,False,dorn_cuda_010,dorn_cuda_025,cuda::dorn_cuda_010,cuda::dorn_cuda_025,0.4375,0.4375,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4883,cuda,medium,0.5900624322738731,-0.5900624322738731,True,False,1.0,False,False,0.125,-1.625,0.875,-0.75,False,False,True,False,dorn_cuda_068,dorn_cuda_096,cuda::dorn_cuda_068,cuda::dorn_cuda_096,0.875,0.75,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4884,cuda,medium,0.6926219255860764,-0.6926219255860764,False,False,,True,False,-0.5,-0.25,-0.125,-0.375,True,False,False,False,dorn_cuda_043,dorn_cuda_101,cuda::dorn_cuda_043,cuda::dorn_cuda_101,0.125,0.375,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4885,cuda,medium,0.6780566934727604,0.6780566934727604,True,False,-1.0,False,False,-0.625,0.625,-0.625,0.0,False,False,False,True,dorn_cuda_007,dorn_cuda_020,cuda::dorn_cuda_007,cuda::dorn_cuda_020,0.625,0.0,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4886,cuda,medium,0.5626360165878392,-0.5626360165878392,True,True,-1.0,True,True,-0.875,0.125,-0.5,-0.375,True,False,False,True,dorn_cuda_026,dorn_cuda_065,cuda::dorn_cuda_026,cuda::dorn_cuda_065,0.5,0.375,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4887,cuda,medium,0.643628149686785,-0.643628149686785,True,True,-1.0,True,True,-1.5,0.25,-0.875,-0.625,True,False,False,True,dorn_cuda_010,dorn_cuda_071,cuda::dorn_cuda_010,cuda::dorn_cuda_071,0.875,0.625,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4888,cuda,medium,0.5943450896160277,0.5943450896160277,True,False,-1.0,False,False,-1.375,0.25,-0.8125,-0.5625,False,False,False,True,dorn_cuda_021,dorn_cuda_029,cuda::dorn_cuda_021,cuda::dorn_cuda_029,0.8125,0.5625,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4889,cuda,medium,0.7197950904260526,-0.7197950904260526,False,False,,True,False,-1.125,-0.25,-0.4375,-0.6875,True,False,False,False,dorn_cuda_043,dorn_cuda_094,cuda::dorn_cuda_043,cuda::dorn_cuda_094,0.4375,0.6875,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4890,cuda,medium,0.8020252902277429,0.8020252902277429,False,False,,True,False,0.125,0.0,0.0625,0.0625,True,False,True,True,dorn_cuda_005,dorn_cuda_015,cuda::dorn_cuda_005,cuda::dorn_cuda_015,0.0625,0.0625,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4891,cuda,medium,0.8043772786531919,-0.8043772786531919,True,True,-1.0,True,True,-0.875,0.625,-0.75,-0.125,True,False,False,True,dorn_cuda_053,dorn_cuda_054,cuda::dorn_cuda_053,cuda::dorn_cuda_054,0.75,0.125,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4892,cuda,medium,0.8449506754254283,0.8449506754254283,True,True,1.0,True,True,3.0,-2.875,2.9375,0.0625,True,False,True,False,dorn_cuda_001,dorn_cuda_092,cuda::dorn_cuda_001,cuda::dorn_cuda_092,2.9375,0.0625,10
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4893,cuda,medium,0.8629670066116555,-0.8629670066116555,True,True,-1.0,True,True,-0.875,0.375,-0.625,-0.25,True,False,False,True,dorn_cuda_023,dorn_cuda_044,cuda::dorn_cuda_023,cuda::dorn_cuda_044,0.625,0.25,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4894,cuda,medium,0.5307390437638078,-0.5307390437638078,False,False,,True,False,-0.75,-0.125,-0.3125,-0.4375,True,False,False,False,dorn_cuda_035,dorn_cuda_117,cuda::dorn_cuda_035,cuda::dorn_cuda_117,0.3125,0.4375,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4895,cuda,medium,0.6341662632134926,0.6341662632134926,True,True,1.0,True,True,0.75,-1.75,1.25,-0.5,True,False,True,False,dorn_cuda_075,dorn_cuda_110,cuda::dorn_cuda_075,cuda::dorn_cuda_110,1.25,0.5,8
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4896,cuda,medium,0.5325183605568903,0.5325183605568903,True,False,-1.0,False,False,-1.375,0.5,-0.9375,-0.4375,False,False,False,True,dorn_cuda_037,dorn_cuda_104,cuda::dorn_cuda_037,cuda::dorn_cuda_104,0.9375,0.4375,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4897,cuda,medium,0.8155135785858248,0.8155135785858248,False,False,,False,True,-0.375,-0.125,-0.125,-0.25,False,False,False,False,dorn_cuda_062,dorn_cuda_077,cuda::dorn_cuda_062,cuda::dorn_cuda_077,0.125,0.25,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4898,cuda,medium,0.8063720948490305,-0.8063720948490305,False,False,,True,False,-1.625,-3.0,0.6875,-2.3125,False,False,False,False,dorn_cuda_034,dorn_cuda_045,cuda::dorn_cuda_034,cuda::dorn_cuda_045,0.6875,2.3125,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4899,cuda,medium,0.6327967485122403,0.6327967485122403,True,False,-1.0,False,False,-0.875,0.125,-0.5,-0.375,False,False,False,True,dorn_cuda_002,dorn_cuda_075,cuda::dorn_cuda_002,cuda::dorn_cuda_075,0.5,0.375,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4900,cuda,medium,0.709794582793692,-0.709794582793692,False,False,,True,False,-0.125,-2.625,1.25,-1.375,False,False,False,False,dorn_cuda_032,dorn_cuda_086,cuda::dorn_cuda_032,cuda::dorn_cuda_086,1.25,1.375,8
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4901,cuda,medium,0.5154965151791798,0.5154965151791798,False,False,,False,True,-1.0,-0.125,-0.4375,-0.5625,False,False,False,False,dorn_cuda_007,dorn_cuda_118,cuda::dorn_cuda_007,cuda::dorn_cuda_118,0.4375,0.5625,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4902,cuda,medium,0.5274502655388758,0.5274502655388758,True,True,1.0,True,True,0.75,-0.875,0.8125,-0.0625,True,False,True,False,dorn_cuda_048,dorn_cuda_053,cuda::dorn_cuda_048,cuda::dorn_cuda_053,0.8125,0.0625,6
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4903,cuda,medium,0.6104568794081476,0.6104568794081476,True,True,1.0,True,True,0.875,-2.0,1.4375,-0.5625,True,False,True,False,dorn_cuda_057,dorn_cuda_077,cuda::dorn_cuda_057,cuda::dorn_cuda_077,1.4375,0.5625,9
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4904,cuda,medium,0.9214427457679482,0.9214427457679482,False,False,,False,True,-0.5,-0.75,0.125,-0.625,True,False,False,False,dorn_cuda_103,dorn_cuda_115,cuda::dorn_cuda_103,cuda::dorn_cuda_115,0.125,0.625,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4905,cuda,medium,0.8249731317788489,-0.8249731317788489,True,False,1.0,False,False,0.125,-0.375,0.25,-0.125,False,False,True,False,dorn_cuda_097,dorn_cuda_111,cuda::dorn_cuda_097,cuda::dorn_cuda_111,0.25,0.125,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4906,cuda,medium,0.8567731962806013,0.8567731962806013,True,True,1.0,True,True,1.375,-3.25,2.3125,-0.9375,True,False,True,False,dorn_cuda_079,dorn_cuda_092,cuda::dorn_cuda_079,cuda::dorn_cuda_092,2.3125,0.9375,10
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4907,cuda,medium,0.9632641371753298,-0.9632641371753298,True,False,1.0,False,False,0.25,-0.625,0.4375,-0.1875,False,False,True,False,dorn_cuda_058,dorn_cuda_061,cuda::dorn_cuda_058,cuda::dorn_cuda_061,0.4375,0.1875,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4908,cuda,medium,0.5273720221416314,0.5273720221416314,False,False,,False,True,-1.0,-1.0,0.0,-1.0,False,True,False,False,dorn_cuda_033,dorn_cuda_067,cuda::dorn_cuda_033,cuda::dorn_cuda_067,0.0,1.0,1
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4909,cuda,medium,0.5929360242156027,-0.5929360242156027,False,False,,True,False,-0.625,-0.25,-0.1875,-0.4375,True,False,False,False,dorn_cuda_036,dorn_cuda_054,cuda::dorn_cuda_036,cuda::dorn_cuda_054,0.1875,0.4375,2
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4910,cuda,medium,0.8089356787096496,0.8089356787096496,True,True,1.0,True,True,0.0,-1.125,0.5625,-0.5625,True,False,True,False,dorn_cuda_094,dorn_cuda_112,cuda::dorn_cuda_094,cuda::dorn_cuda_112,0.5625,0.5625,5
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4911,cuda,medium,0.8900189354437552,0.8900189354437552,True,True,1.0,True,True,0.125,-0.625,0.375,-0.25,True,False,True,False,dorn_cuda_005,dorn_cuda_044,cuda::dorn_cuda_005,cuda::dorn_cuda_044,0.375,0.25,3
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4912,cuda,medium,0.5132143995472849,-0.5132143995472849,True,True,-1.0,True,True,-1.125,0.875,-1.0,-0.125,True,False,False,True,dorn_cuda_002,dorn_cuda_017,cuda::dorn_cuda_002,cuda::dorn_cuda_017,1.0,0.125,7
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4913,cuda,medium,0.5973772360969167,0.5973772360969167,True,False,-1.0,False,False,-0.75,0.125,-0.4375,-0.3125,False,False,False,True,dorn_cuda_054,dorn_cuda_071,cuda::dorn_cuda_054,cuda::dorn_cuda_071,0.4375,0.3125,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4914,cuda,medium,0.931081577090911,-0.931081577090911,True,True,-1.0,True,True,-0.375,0.5,-0.4375,0.0625,True,False,False,True,dorn_cuda_015,dorn_cuda_039,cuda::dorn_cuda_015,cuda::dorn_cuda_039,0.4375,0.0625,4
qwen,Qwen/Qwen2.5-VL-7B-Instruct,pair1_qwen_internvl,rq1_4915,cuda,medium,0.8631812694277704,-0.8631812694277704,True,True,-1.0,True,True,-1.75,0.75,-1.25,-0.5,True,False,False,True,dorn_cuda_002,dorn_cuda_119,cuda::dorn_cuda_002,cuda::dorn_cuda_119,1.25,0.5,8
