pair_id,language,difficulty,parsed_both,strict_valid,strict_correct,debiased_correct,c_content,first_pos_ab,first_pos_ba,base_valid,base_correct,base_parsefail
full_rq0_seed42__rq0_0026__rq0_0191,java,hard,True,True,True,1.0,-0.7142868041992188,False,True,False,False,0
full_rq0_seed42__rq0_0026__rq0_0195,java,hard,True,True,False,0.0,-0.2976198196411133,False,True,False,False,0
full_rq0_seed42__rq0_0026__rq0_0200,java,hard,True,True,True,1.0,-1.0119047164916992,False,True,False,False,0
full_rq0_seed42__rq0_0026__rq0_0258,java,hard,True,False,False,1.0,-0.059523582458496094,False,False,False,False,0
full_rq0_seed42__rq0_0026__rq0_0284,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,True,False,0
full_rq0_seed42__rq0_0027__rq0_0102,java,hard,True,False,False,0.0,-0.1190481185913086,True,True,True,True,0
full_rq0_seed42__rq0_0027__rq0_0124,java,hard,True,False,False,0.0,-0.0595245361328125,True,True,True,True,0
full_rq0_seed42__rq0_0027__rq0_0137,java,hard,True,True,False,0.0,-1.3690471649169922,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0223,java,hard,True,True,False,0.0,-1.4285717010498047,False,True,True,False,0
full_rq0_seed42__rq0_0027__rq0_0244,java,hard,True,True,True,1.0,-1.9047622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0027__rq0_0250,java,hard,True,True,True,1.0,-2.0238094329833984,False,True,True,True,0
full_rq0_seed42__rq0_0028__rq0_0096,java,hard,True,False,False,,0.0,True,True,False,False,0
full_rq0_seed42__rq0_0028__rq0_0121,java,hard,True,True,True,1.0,-1.666666030883789,False,True,True,True,0
full_rq0_seed42__rq0_0028__rq0_0233,java,hard,True,True,True,1.0,-0.2976188659667969,False,True,False,False,0
full_rq0_seed42__rq0_0028__rq0_0241,java,hard,True,True,True,1.0,-0.17857074737548828,False,True,True,False,0
full_rq0_seed42__rq0_0028__rq0_0301,java,hard,True,True,False,0.0,0.11904716491699219,True,False,False,False,0
full_rq0_seed42__rq0_0029__rq0_0110,java,hard,True,True,True,1.0,1.4285707473754883,True,False,False,False,0
full_rq0_seed42__rq0_0029__rq0_0186,java,hard,True,True,False,0.0,-1.7857141494750977,False,True,True,False,0
full_rq0_seed42__rq0_0029__rq0_0219,java,hard,True,True,True,1.0,-0.2976188659667969,False,True,False,False,0
full_rq0_seed42__rq0_0029__rq0_0264,java,hard,True,True,True,1.0,-0.41666603088378906,False,True,False,False,0
full_rq0_seed42__rq0_0029__rq0_0299,java,hard,True,True,True,1.0,-0.5952377319335938,False,True,False,False,0
full_rq0_seed42__rq0_0030__rq0_0049,java,hard,True,True,True,1.0,0.1190481185913086,True,False,False,False,0
full_rq0_seed42__rq0_0030__rq0_0122,java,hard,True,False,False,1.0,-0.17857074737548828,True,True,False,False,0
full_rq0_seed42__rq0_0030__rq0_0154,java,hard,True,True,True,1.0,0.47619056701660156,True,False,True,True,0
full_rq0_seed42__rq0_0030__rq0_0173,java,hard,True,True,True,1.0,0.5357141494750977,True,False,True,True,0
full_rq0_seed42__rq0_0031__rq0_0078,java,hard,True,False,False,1.0,-0.1785717010498047,True,True,False,False,0
full_rq0_seed42__rq0_0031__rq0_0178,java,hard,True,False,False,,0.0,True,True,True,True,0
full_rq0_seed42__rq0_0031__rq0_0194,java,hard,True,True,True,1.0,-0.5952377319335938,False,True,True,False,0
full_rq0_seed42__rq0_0031__rq0_0248,java,hard,True,True,False,0.0,0.41666698455810547,True,False,True,False,0
full_rq0_seed42__rq0_0031__rq0_0271,java,hard,True,True,False,0.0,-0.6547613143920898,False,True,True,True,0
full_rq0_seed42__rq0_0032__rq0_0194,java,hard,True,False,False,1.0,0.1785717010498047,True,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0149,java,hard,True,True,True,1.0,-1.6666669845581055,False,True,True,True,0
full_rq0_seed42__rq0_0033__rq0_0158,java,hard,True,True,False,0.0,0.8333330154418945,True,False,True,False,0
full_rq0_seed42__rq0_0033__rq0_0202,java,hard,True,False,False,1.0,-0.3571434020996094,True,True,True,False,0
full_rq0_seed42__rq0_0033__rq0_0295,java,hard,True,True,True,1.0,-0.5357141494750977,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0053,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,True,True,0
full_rq0_seed42__rq0_0034__rq0_0149,java,hard,True,True,False,0.0,-2.023808479309082,False,True,True,False,0
full_rq0_seed42__rq0_0034__rq0_0277,java,hard,True,True,True,1.0,-1.5476188659667969,False,True,True,True,0
full_rq0_seed42__rq0_0035__rq0_0039,java,hard,True,True,True,1.0,2.0833330154418945,True,False,True,True,0
full_rq0_seed42__rq0_0035__rq0_0056,java,hard,True,True,True,1.0,0.5357141494750977,True,False,True,True,0
full_rq0_seed42__rq0_0035__rq0_0116,java,hard,True,True,True,1.0,-1.0119047164916992,False,True,False,False,0
full_rq0_seed42__rq0_0035__rq0_0180,java,hard,True,True,True,1.0,-0.6547622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0035__rq0_0214,java,hard,True,True,True,1.0,-0.7142868041992188,False,True,True,False,0
full_rq0_seed42__rq0_0036__rq0_0040,java,hard,True,True,True,1.0,-0.41666603088378906,False,True,True,True,0
full_rq0_seed42__rq0_0036__rq0_0135,java,hard,True,True,False,0.0,-0.7142848968505859,False,True,False,False,0
full_rq0_seed42__rq0_0036__rq0_0267,java,hard,True,False,False,0.0,0.17856979370117188,False,False,True,False,0
full_rq0_seed42__rq0_0036__rq0_0278,java,hard,True,False,False,1.0,0.23809528350830078,True,True,False,False,0
full_rq0_seed42__rq0_0036__rq0_0281,java,hard,True,True,True,1.0,-0.5952377319335938,False,True,True,False,0
full_rq0_seed42__rq0_0036__rq0_0292,java,hard,True,True,False,0.0,-0.3571434020996094,False,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0053,java,hard,True,True,False,0.0,-0.1190481185913086,False,True,True,False,0
full_rq0_seed42__rq0_0037__rq0_0093,java,hard,True,True,True,1.0,-1.0714282989501953,False,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0123,java,hard,True,True,False,0.0,0.6547622680664062,True,False,True,False,0
full_rq0_seed42__rq0_0037__rq0_0132,java,hard,True,True,True,1.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0037__rq0_0214,java,hard,True,True,False,0.0,-1.3095245361328125,False,True,False,False,0
full_rq0_seed42__rq0_0037__rq0_0232,java,hard,True,True,False,0.0,-1.0714282989501953,False,True,False,False,0
full_rq0_seed42__rq0_0037__rq0_0303,java,hard,True,True,True,1.0,-0.5357141494750977,False,True,False,False,0
full_rq0_seed42__rq0_0038__rq0_0061,java,hard,True,True,True,1.0,0.8333339691162109,True,False,True,True,0
full_rq0_seed42__rq0_0038__rq0_0123,java,hard,True,True,False,0.0,1.2499990463256836,True,False,True,False,0
full_rq0_seed42__rq0_0038__rq0_0298,java,hard,True,False,False,0.0,-0.1190481185913086,False,False,True,True,0
full_rq0_seed42__rq0_0039__rq0_0285,java,hard,True,True,True,1.0,-2.0238094329833984,False,True,False,False,0
full_rq0_seed42__rq0_0039__rq0_0308,java,hard,True,True,True,1.0,-1.8452377319335938,False,True,True,True,0
full_rq0_seed42__rq0_0040__rq0_0063,java,hard,True,True,False,0.0,0.3571434020996094,True,False,True,True,0
full_rq0_seed42__rq0_0040__rq0_0129,java,hard,True,True,True,1.0,-0.3571434020996094,False,True,True,False,0
full_rq0_seed42__rq0_0040__rq0_0165,java,hard,True,False,False,1.0,-0.2976198196411133,True,True,False,False,0
full_rq0_seed42__rq0_0040__rq0_0179,java,hard,True,True,True,1.0,0.9523820877075195,True,False,True,True,0
full_rq0_seed42__rq0_0040__rq0_0212,java,hard,True,True,True,1.0,-0.9523801803588867,False,True,True,False,0
full_rq0_seed42__rq0_0040__rq0_0281,java,hard,True,True,False,0.0,-0.41666603088378906,False,True,True,True,0
full_rq0_seed42__rq0_0040__rq0_0293,java,hard,True,True,False,0.0,-0.47618961334228516,False,True,True,False,0
full_rq0_seed42__rq0_0041__rq0_0110,java,hard,True,True,True,1.0,0.41666698455810547,True,False,False,False,0
full_rq0_seed42__rq0_0041__rq0_0163,java,hard,True,True,True,1.0,-0.773808479309082,False,True,True,False,0
full_rq0_seed42__rq0_0041__rq0_0206,java,hard,True,True,True,1.0,-1.4285717010498047,False,True,True,True,0
full_rq0_seed42__rq0_0041__rq0_0243,java,hard,True,True,True,1.0,-1.0119047164916992,False,True,False,False,0
full_rq0_seed42__rq0_0041__rq0_0245,java,hard,True,True,False,0.0,-1.607142448425293,False,True,False,False,0
full_rq0_seed42__rq0_0042__rq0_0057,java,hard,True,True,False,0.0,-0.2380962371826172,False,True,False,False,0
full_rq0_seed42__rq0_0042__rq0_0184,java,hard,True,True,False,0.0,-0.5952386856079102,False,True,True,False,0
full_rq0_seed42__rq0_0043__rq0_0080,java,hard,True,False,False,0.0,0.23809432983398438,True,True,False,False,0
full_rq0_seed42__rq0_0043__rq0_0114,java,hard,True,False,False,1.0,-0.5357141494750977,True,True,True,True,0
full_rq0_seed42__rq0_0043__rq0_0161,java,hard,True,True,False,0.0,0.7142858505249023,True,False,True,False,0
full_rq0_seed42__rq0_0043__rq0_0163,java,hard,True,False,False,,0.0,True,True,True,True,0
full_rq0_seed42__rq0_0043__rq0_0234,java,hard,True,False,False,1.0,0.1190481185913086,True,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0046,java,hard,True,True,True,1.0,-0.17857074737548828,False,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0049,java,hard,True,True,True,1.0,-0.2976188659667969,False,True,False,False,0
full_rq0_seed42__rq0_0044__rq0_0060,java,hard,True,True,True,1.0,0.7142858505249023,True,False,True,True,0
full_rq0_seed42__rq0_0044__rq0_0062,java,hard,True,True,True,1.0,0.2976188659667969,True,False,False,False,0
full_rq0_seed42__rq0_0044__rq0_0163,java,hard,True,False,False,0.0,-0.11904716491699219,True,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0207,java,hard,True,True,False,0.0,-0.6547622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0044__rq0_0215,java,hard,True,True,True,1.0,-1.0714282989501953,False,True,False,False,0
full_rq0_seed42__rq0_0044__rq0_0216,java,hard,True,True,False,0.0,-0.47619152069091797,False,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0234,java,hard,True,True,False,0.0,-0.5357151031494141,False,True,False,False,0
full_rq0_seed42__rq0_0044__rq0_0252,java,hard,True,True,False,0.0,-0.5357151031494141,False,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0255,java,hard,True,True,False,0.0,-1.3690481185913086,False,True,False,False,0
full_rq0_seed42__rq0_0044__rq0_0259,java,hard,True,True,False,0.0,-0.5952386856079102,False,True,True,True,0
full_rq0_seed42__rq0_0044__rq0_0270,java,hard,True,True,False,0.0,-0.5357141494750977,False,True,False,False,0
full_rq0_seed42__rq0_0045__rq0_0103,java,hard,True,True,False,0.0,-0.11904716491699219,False,True,True,True,0
full_rq0_seed42__rq0_0045__rq0_0115,java,hard,True,True,False,0.0,0.7738094329833984,True,False,True,False,0
full_rq0_seed42__rq0_0045__rq0_0199,java,hard,True,True,False,0.0,-0.5952377319335938,False,True,True,True,0
full_rq0_seed42__rq0_0045__rq0_0230,java,hard,True,True,False,0.0,-0.5357141494750977,False,True,False,False,0
full_rq0_seed42__rq0_0045__rq0_0242,java,hard,True,False,False,,0.0,True,True,True,True,0
full_rq0_seed42__rq0_0045__rq0_0265,java,hard,True,False,False,0.0,-0.059523582458496094,True,True,True,True,0
full_rq0_seed42__rq0_0045__rq0_0271,java,hard,True,False,False,0.0,-0.17857074737548828,True,True,True,True,0
full_rq0_seed42__rq0_0046__rq0_0114,java,hard,True,True,True,1.0,-0.47619056701660156,False,True,True,True,0
full_rq0_seed42__rq0_0046__rq0_0166,java,hard,True,True,False,0.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0046__rq0_0279,java,hard,True,True,False,0.0,-0.5357141494750977,False,True,True,True,0
full_rq0_seed42__rq0_0046__rq0_0289,java,hard,True,True,False,0.0,-1.1309528350830078,False,True,True,True,0
full_rq0_seed42__rq0_0047__rq0_0087,java,hard,True,False,False,0.0,0.11904716491699219,True,True,True,True,0
full_rq0_seed42__rq0_0047__rq0_0208,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,False,False,0
full_rq0_seed42__rq0_0047__rq0_0235,java,hard,True,True,False,0.0,-1.0119056701660156,False,True,True,True,0
full_rq0_seed42__rq0_0048__rq0_0154,java,hard,True,True,True,1.0,0.3571434020996094,True,False,True,True,0
full_rq0_seed42__rq0_0048__rq0_0184,java,hard,True,False,False,0.0,-0.1785717010498047,True,True,True,False,0
full_rq0_seed42__rq0_0048__rq0_0221,java,hard,True,True,True,1.0,-1.1904754638671875,False,True,True,True,0
full_rq0_seed42__rq0_0048__rq0_0224,java,hard,True,True,True,1.0,-1.5476198196411133,False,True,True,True,0
full_rq0_seed42__rq0_0049__rq0_0126,java,hard,True,True,True,1.0,-0.6547622680664062,False,True,True,False,0
full_rq0_seed42__rq0_0049__rq0_0131,java,hard,True,False,False,1.0,0.35714149475097656,True,True,True,True,0
full_rq0_seed42__rq0_0049__rq0_0140,java,hard,True,False,False,1.0,0.2976198196411133,False,False,True,True,0
full_rq0_seed42__rq0_0049__rq0_0193,java,hard,True,True,False,0.0,-0.29761791229248047,False,True,True,True,0
full_rq0_seed42__rq0_0049__rq0_0223,java,hard,True,True,False,0.0,-0.8928565979003906,False,True,False,False,0
full_rq0_seed42__rq0_0049__rq0_0234,java,hard,True,True,False,0.0,-0.2976188659667969,False,True,True,True,0
full_rq0_seed42__rq0_0049__rq0_0248,java,hard,True,True,False,0.0,0.6547613143920898,True,False,True,False,0
full_rq0_seed42__rq0_0050__rq0_0180,java,hard,True,True,True,1.0,-0.5952377319335938,False,True,True,False,0
full_rq0_seed42__rq0_0050__rq0_0214,java,hard,True,True,True,1.0,-0.41666698455810547,False,True,False,False,0
full_rq0_seed42__rq0_0050__rq0_0273,java,hard,True,True,False,0.0,0.3571434020996094,True,False,False,False,0
full_rq0_seed42__rq0_0050__rq0_0278,java,hard,True,True,True,1.0,0.892857551574707,True,False,True,True,0
full_rq0_seed42__rq0_0050__rq0_0283,java,hard,True,True,False,0.0,-0.5952377319335938,False,True,True,True,0
full_rq0_seed42__rq0_0051__rq0_0085,java,hard,True,False,False,,0.0,False,False,False,False,0
full_rq0_seed42__rq0_0051__rq0_0095,java,hard,True,False,False,1.0,-0.059523582458496094,True,True,True,True,0
full_rq0_seed42__rq0_0051__rq0_0130,java,hard,True,True,True,1.0,-1.7857141494750977,False,True,True,True,0
full_rq0_seed42__rq0_0051__rq0_0267,java,hard,True,True,False,0.0,0.059523582458496094,True,False,True,False,0
full_rq0_seed42__rq0_0051__rq0_0276,java,hard,True,True,False,0.0,-0.7738103866577148,False,True,False,False,0
full_rq0_seed42__rq0_0051__rq0_0292,java,hard,True,True,False,0.0,-0.35714244842529297,False,True,True,True,0
full_rq0_seed42__rq0_0052__rq0_0077,java,hard,True,True,True,1.0,0.5952377319335938,True,False,True,True,0
full_rq0_seed42__rq0_0052__rq0_0177,java,hard,True,True,True,1.0,-1.1309518814086914,False,True,True,True,0
full_rq0_seed42__rq0_0052__rq0_0209,java,hard,True,True,True,1.0,-0.9523811340332031,False,True,True,True,0
full_rq0_seed42__rq0_0052__rq0_0235,java,hard,True,True,True,1.0,-0.5952377319335938,False,True,False,False,0
full_rq0_seed42__rq0_0052__rq0_0236,java,hard,True,False,False,1.0,-0.11904716491699219,True,True,False,False,0
full_rq0_seed42__rq0_0052__rq0_0238,java,hard,True,True,True,1.0,0.5952377319335938,True,False,True,True,0
full_rq0_seed42__rq0_0052__rq0_0279,java,hard,True,False,False,1.0,-0.35714244842529297,True,True,False,False,0
full_rq0_seed42__rq0_0053__rq0_0067,java,hard,True,True,True,1.0,-0.1785717010498047,False,True,True,False,0
full_rq0_seed42__rq0_0053__rq0_0085,java,hard,True,True,False,0.0,0.47619056701660156,True,False,False,False,0
full_rq0_seed42__rq0_0053__rq0_0097,java,hard,True,False,False,0.0,0.059523582458496094,True,True,True,False,0
full_rq0_seed42__rq0_0053__rq0_0101,java,hard,True,True,True,1.0,-1.4880952835083008,False,True,True,True,0
full_rq0_seed42__rq0_0053__rq0_0135,java,hard,True,True,False,0.0,-0.47619152069091797,False,True,True,True,0
full_rq0_seed42__rq0_0053__rq0_0152,java,hard,True,True,False,0.0,-1.190476417541504,False,True,False,False,0
full_rq0_seed42__rq0_0053__rq0_0164,java,hard,True,False,False,0.0,-0.23809528350830078,True,True,False,False,0
full_rq0_seed42__rq0_0053__rq0_0174,java,hard,True,True,False,0.0,-0.7142858505249023,False,True,True,False,0
full_rq0_seed42__rq0_0053__rq0_0175,java,hard,True,True,True,1.0,-1.190476417541504,False,True,True,True,0
full_rq0_seed42__rq0_0053__rq0_0188,java,hard,True,True,True,1.0,-1.1309528350830078,False,True,True,True,0
full_rq0_seed42__rq0_0053__rq0_0225,java,hard,True,True,False,0.0,-0.2976188659667969,False,True,True,True,0
full_rq0_seed42__rq0_0053__rq0_0228,java,hard,True,False,False,1.0,-0.23809528350830078,True,True,False,False,0
full_rq0_seed42__rq0_0053__rq0_0276,java,hard,True,True,False,0.0,-0.35714244842529297,False,True,False,False,0
full_rq0_seed42__rq0_0054__rq0_0090,java,hard,True,False,False,1.0,0.1190481185913086,False,False,True,True,0
full_rq0_seed42__rq0_0054__rq0_0105,java,hard,True,True,True,1.0,-0.7142858505249023,False,True,True,False,0
full_rq0_seed42__rq0_0054__rq0_0142,java,hard,True,True,False,0.0,-1.25,False,True,True,True,0
full_rq0_seed42__rq0_0054__rq0_0166,java,hard,True,True,True,1.0,-1.3690481185913086,False,True,False,False,0
full_rq0_seed42__rq0_0054__rq0_0238,java,hard,True,True,True,1.0,0.2976188659667969,True,False,True,True,0
full_rq0_seed42__rq0_0054__rq0_0271,java,hard,True,True,True,1.0,-0.41666698455810547,False,True,True,False,0
full_rq0_seed42__rq0_0054__rq0_0305,java,hard,True,True,False,0.0,-1.0714292526245117,False,True,False,False,0
full_rq0_seed42__rq0_0054__rq0_0307,java,hard,True,True,False,0.0,-0.7738103866577148,False,True,True,True,0
full_rq0_seed42__rq0_0055__rq0_0071,java,hard,True,True,True,1.0,0.892857551574707,True,False,False,False,0
full_rq0_seed42__rq0_0055__rq0_0088,java,hard,True,True,False,0.0,-0.2380962371826172,False,True,False,False,0
full_rq0_seed42__rq0_0055__rq0_0094,java,hard,True,True,True,1.0,-0.3571434020996094,False,True,True,True,0
full_rq0_seed42__rq0_0055__rq0_0155,java,hard,True,True,True,1.0,-0.2976188659667969,False,True,True,True,0
full_rq0_seed42__rq0_0055__rq0_0156,java,hard,True,True,False,0.0,-0.8333330154418945,False,True,False,False,0
full_rq0_seed42__rq0_0055__rq0_0165,java,hard,True,False,False,0.0,-0.059523582458496094,True,True,True,False,0
full_rq0_seed42__rq0_0055__rq0_0197,java,hard,True,True,False,0.0,-0.2976198196411133,False,True,False,False,0
full_rq0_seed42__rq0_0055__rq0_0265,java,hard,True,True,True,1.0,-0.35714244842529297,False,True,True,True,0
full_rq0_seed42__rq0_0056__rq0_0196,java,hard,True,True,True,1.0,-0.23809528350830078,False,True,False,False,0
full_rq0_seed42__rq0_0056__rq0_0232,java,hard,True,True,True,1.0,-0.6547622680664062,False,True,False,False,0
full_rq0_seed42__rq0_0056__rq0_0295,java,hard,True,True,False,0.0,-0.5357151031494141,False,True,False,False,0
full_rq0_seed42__rq0_0056__rq0_0311,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,False,False,0
full_rq0_seed42__rq0_0057__rq0_0065,java,hard,True,True,True,1.0,-0.35714244842529297,False,True,True,True,0
full_rq0_seed42__rq0_0057__rq0_0114,java,hard,True,True,True,1.0,-0.47619152069091797,False,True,False,False,0
full_rq0_seed42__rq0_0057__rq0_0144,java,hard,True,True,True,1.0,0.6547622680664062,True,False,True,True,0
full_rq0_seed42__rq0_0057__rq0_0173,java,hard,True,True,False,0.0,0.6547613143920898,True,False,True,False,0
full_rq0_seed42__rq0_0057__rq0_0242,java,hard,True,True,False,0.0,-0.41666603088378906,False,True,True,True,0
full_rq0_seed42__rq0_0057__rq0_0250,java,hard,True,True,True,1.0,-1.1309518814086914,False,True,False,False,0
full_rq0_seed42__rq0_0058__rq0_0083,java,hard,True,False,False,1.0,0.059523582458496094,True,True,True,False,0
full_rq0_seed42__rq0_0058__rq0_0092,java,hard,True,True,False,0.0,0.35714244842529297,True,False,True,True,0
full_rq0_seed42__rq0_0058__rq0_0115,java,hard,True,True,False,0.0,1.4285707473754883,True,False,False,False,0
full_rq0_seed42__rq0_0058__rq0_0173,java,hard,True,True,False,0.0,0.8928556442260742,True,False,False,False,0
full_rq0_seed42__rq0_0058__rq0_0226,java,hard,True,False,False,1.0,0.11904716491699219,True,True,False,False,0
full_rq0_seed42__rq0_0058__rq0_0289,java,hard,True,True,False,0.0,-0.3571434020996094,False,True,False,False,0
full_rq0_seed42__rq0_0059__rq0_0062,java,hard,True,True,True,1.0,0.11904716491699219,True,False,True,False,0
full_rq0_seed42__rq0_0059__rq0_0074,java,hard,True,True,False,0.0,-0.7738094329833984,False,True,False,False,0
full_rq0_seed42__rq0_0059__rq0_0079,java,hard,True,True,True,1.0,-0.23809432983398438,False,True,True,True,0
full_rq0_seed42__rq0_0059__rq0_0083,java,hard,True,True,False,0.0,-0.5357151031494141,False,True,True,False,0
full_rq0_seed42__rq0_0059__rq0_0143,java,hard,True,True,False,0.0,-1.190476417541504,False,True,True,False,0
full_rq0_seed42__rq0_0059__rq0_0161,java,hard,True,True,False,0.0,0.3571434020996094,True,False,False,False,0
full_rq0_seed42__rq0_0059__rq0_0207,java,hard,True,True,False,0.0,-1.1309518814086914,False,True,True,False,0
full_rq0_seed42__rq0_0059__rq0_0240,java,hard,True,True,False,0.0,-1.190476417541504,False,True,True,False,0
full_rq0_seed42__rq0_0059__rq0_0280,java,hard,True,True,True,1.0,-1.5476188659667969,False,True,True,True,0
full_rq0_seed42__rq0_0060__rq0_0160,java,hard,True,False,False,0.0,-0.5357141494750977,True,True,True,False,0
full_rq0_seed42__rq0_0060__rq0_0166,java,hard,True,True,True,1.0,-2.3214282989501953,False,True,True,True,0
full_rq0_seed42__rq0_0060__rq0_0167,java,hard,True,True,False,0.0,-1.5476188659667969,False,True,True,False,0
full_rq0_seed42__rq0_0060__rq0_0216,java,hard,True,True,True,1.0,-1.3690471649169922,False,True,False,False,0
full_rq0_seed42__rq0_0060__rq0_0234,java,hard,True,True,True,1.0,-1.2499990463256836,False,True,False,False,0
full_rq0_seed42__rq0_0060__rq0_0242,java,hard,True,True,True,1.0,-1.190476417541504,False,True,False,False,0
full_rq0_seed42__rq0_0060__rq0_0268,java,hard,True,True,False,0.0,-0.773808479309082,False,True,False,False,0
full_rq0_seed42__rq0_0060__rq0_0303,java,hard,True,True,False,0.0,-1.4880952835083008,False,True,True,False,0
full_rq0_seed42__rq0_0061__rq0_0085,java,hard,True,True,False,0.0,0.35714244842529297,True,False,True,False,0
full_rq0_seed42__rq0_0061__rq0_0104,java,hard,True,True,True,1.0,-1.190476417541504,False,True,True,False,0
full_rq0_seed42__rq0_0061__rq0_0198,java,hard,True,True,True,1.0,-0.8333330154418945,False,True,True,False,0
full_rq0_seed42__rq0_0061__rq0_0273,java,hard,True,True,True,1.0,-0.5357141494750977,False,True,True,False,0
full_rq0_seed42__rq0_0061__rq0_0286,java,hard,True,False,False,0.0,-9.5367431640625e-07,False,False,True,True,0
full_rq0_seed42__rq0_0061__rq0_0309,java,hard,True,True,True,1.0,-0.8333330154418945,False,True,True,False,0
full_rq0_seed42__rq0_0062__rq0_0094,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,True,True,0
full_rq0_seed42__rq0_0062__rq0_0108,java,hard,True,True,True,1.0,0.892857551574707,True,False,True,True,0
full_rq0_seed42__rq0_0062__rq0_0146,java,hard,True,True,True,1.0,-0.11904716491699219,False,True,True,False,0
full_rq0_seed42__rq0_0062__rq0_0230,java,hard,True,True,True,1.0,-1.4285707473754883,False,True,True,True,0
full_rq0_seed42__rq0_0063__rq0_0073,java,hard,True,False,False,1.0,-0.23809528350830078,True,True,False,False,0
full_rq0_seed42__rq0_0063__rq0_0077,java,hard,True,False,False,0.0,9.5367431640625e-07,True,True,True,False,0
full_rq0_seed42__rq0_0063__rq0_0095,java,hard,True,True,False,0.0,-0.1785726547241211,False,True,False,False,0
full_rq0_seed42__rq0_0063__rq0_0097,java,hard,True,False,False,0.0,-0.2976188659667969,True,True,True,True,0
full_rq0_seed42__rq0_0063__rq0_0110,java,hard,True,True,True,1.0,1.1904773712158203,True,False,True,True,0
full_rq0_seed42__rq0_0063__rq0_0113,java,hard,True,True,False,0.0,-1.4285707473754883,False,True,True,False,0
full_rq0_seed42__rq0_0063__rq0_0119,java,hard,True,True,False,0.0,-0.11904716491699219,False,True,False,False,0
full_rq0_seed42__rq0_0063__rq0_0175,java,hard,True,True,False,0.0,-1.428572654724121,False,True,True,False,0
full_rq0_seed42__rq0_0063__rq0_0179,java,hard,True,True,True,1.0,0.47618961334228516,True,False,True,True,0
full_rq0_seed42__rq0_0063__rq0_0219,java,hard,True,True,True,1.0,-0.7142848968505859,False,True,True,False,0
full_rq0_seed42__rq0_0063__rq0_0284,java,hard,True,True,False,0.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0064__rq0_0068,java,hard,True,True,True,1.0,0.8928565979003906,True,False,True,True,0
full_rq0_seed42__rq0_0064__rq0_0076,java,hard,True,True,True,1.0,0.47619152069091797,True,False,True,True,0
full_rq0_seed42__rq0_0064__rq0_0085,java,hard,True,True,False,0.0,1.3095245361328125,True,False,True,False,0
full_rq0_seed42__rq0_0064__rq0_0153,java,hard,True,False,False,0.0,-0.1190481185913086,True,True,False,False,0
full_rq0_seed42__rq0_0065__rq0_0150,java,hard,True,True,False,0.0,1.25,True,False,True,False,0
full_rq0_seed42__rq0_0065__rq0_0155,java,hard,True,False,False,0.0,-0.0595245361328125,True,True,True,True,0
full_rq0_seed42__rq0_0065__rq0_0266,java,hard,True,True,True,1.0,-1.3690481185913086,False,True,True,True,0
full_rq0_seed42__rq0_0066__rq0_0083,java,hard,True,True,True,1.0,-0.5952367782592773,False,True,True,True,0
full_rq0_seed42__rq0_0066__rq0_0093,java,hard,True,True,False,0.0,-1.1904754638671875,False,True,True,True,0
full_rq0_seed42__rq0_0066__rq0_0131,java,hard,True,False,False,0.0,0.11904716491699219,True,True,True,False,0
full_rq0_seed42__rq0_0066__rq0_0133,java,hard,True,True,True,1.0,-0.8333339691162109,False,True,False,False,0
full_rq0_seed42__rq0_0066__rq0_0144,java,hard,True,True,False,0.0,0.41666603088378906,True,False,True,False,0
full_rq0_seed42__rq0_0066__rq0_0159,java,hard,True,True,True,1.0,-1.5476198196411133,False,True,True,True,0
full_rq0_seed42__rq0_0066__rq0_0199,java,hard,True,True,True,1.0,-1.0714282989501953,False,True,True,False,0
full_rq0_seed42__rq0_0066__rq0_0255,java,hard,True,True,True,1.0,-1.5476188659667969,False,True,True,False,0
full_rq0_seed42__rq0_0066__rq0_0256,java,hard,True,False,False,1.0,-0.47619056701660156,True,True,True,False,0
full_rq0_seed42__rq0_0066__rq0_0257,java,hard,True,False,False,1.0,-0.23809432983398438,True,True,True,False,0
full_rq0_seed42__rq0_0066__rq0_0262,java,hard,True,True,False,0.0,-1.0119047164916992,False,True,True,True,0
full_rq0_seed42__rq0_0066__rq0_0284,java,hard,True,True,False,0.0,-0.7738103866577148,False,True,True,True,0
