model,model_revision,language,base_id,rq0_id,score_stratum,contrast_type,variant_i,variant_j,preference_target_variant,contrast_id,ab_choice,ba_choice,strict_valid,target_selected,parse_failure,margin_ab,margin_ba,content_signal_c,position_bias_b,target_content_signal,debiased_target_selected,debiased_tie
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_046,dorn_cuda_071,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_046__c5,ugly_gold,ugly_gold,True,True,False,1.625,-3.875,2.75,-1.125,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_046,dorn_cuda_071,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_046__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-0.75,0.0,-0.75,0.0,False,True
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_047__c1,ugly_gold,golden,False,False,False,-0.625,-1.125,0.25,-0.875,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_047__c2,golden,golden,True,True,False,2.5,-3.625,3.0625,-0.5625,3.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_047__c3,golden,golden,True,True,False,2.375,-2.875,2.625,-0.25,2.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_047__c4,ugly_gold,ugly_gold,True,True,False,1.75,-3.625,2.6875,-0.9375,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_047__c5,ugly_gold,ugly_gold,True,True,False,2.125,-3.25,2.6875,-0.5625,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_047,dorn_cuda_036,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_047__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-0.75,0.25,-0.5,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_048__c1,golden,golden,True,True,False,0.5,-1.75,1.125,-0.625,1.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_048__c2,golden,golden,True,True,False,4.0,-5.25,4.625,-0.625,4.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_048__c3,golden,golden,True,True,False,4.625,-5.625,5.125,-0.5,5.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_048__c4,ugly_gold,ugly_gold,True,True,False,3.5,-5.0,4.25,-0.75,4.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_048__c5,ugly_gold,ugly_gold,True,True,False,3.5,-4.75,4.125,-0.625,4.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_048,dorn_cuda_061,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_048__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.125,0.1875,-0.9375,0.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_049__c1,ugly_gold,golden,False,False,False,-0.25,-0.875,0.3125,-0.5625,0.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_049__c2,golden,golden,True,True,False,1.25,-3.75,2.5,-1.25,2.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_049__c3,golden,golden,True,True,False,1.375,-4.125,2.75,-1.375,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_049__c4,ugly_gold,ugly_gold,True,True,False,1.375,-4.0,2.6875,-1.3125,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_049__c5,ugly_gold,ugly_gold,True,True,False,1.5,-3.625,2.5625,-1.0625,2.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_049,dorn_cuda_086,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_049__c6,ugly_trash,beautiful_trash,False,False,False,-0.5,-1.25,0.375,-0.875,0.375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_050__c1,golden,golden,True,True,False,0.5,-1.625,1.0625,-0.5625,1.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_050__c2,golden,golden,True,True,False,2.75,-3.5,3.125,-0.375,3.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_050__c3,golden,golden,True,True,False,3.0,-4.25,3.625,-0.625,3.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_050__c4,ugly_gold,ugly_gold,True,True,False,1.5,-3.625,2.5625,-1.0625,2.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_050__c5,ugly_gold,ugly_gold,True,True,False,1.75,-3.25,2.5,-0.75,2.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_050,dorn_cuda_102,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_050__c6,ugly_trash,beautiful_trash,False,False,False,-0.375,-2.375,1.0,-1.375,1.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_051__c1,ugly_gold,golden,False,False,False,-1.375,-1.0,-0.1875,-1.1875,-0.1875,False,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_051__c2,golden,golden,True,True,False,0.875,-3.0,1.9375,-1.0625,1.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_051__c3,golden,golden,True,True,False,1.375,-3.0,2.1875,-0.8125,2.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_051__c4,ugly_gold,ugly_gold,True,True,False,1.125,-3.125,2.125,-1.0,2.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_051__c5,ugly_gold,ugly_gold,True,True,False,1.5,-3.125,2.3125,-0.8125,2.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_051,dorn_cuda_113,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_051__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.25,0.25,-1.0,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_052__c1,golden,golden,True,True,False,0.25,-0.25,0.25,0.0,0.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_052__c2,golden,golden,True,True,False,1.625,-2.75,2.1875,-0.5625,2.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_052__c3,golden,golden,True,True,False,1.5,-3.375,2.4375,-0.9375,2.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_052__c4,ugly_gold,ugly_gold,True,True,False,1.75,-2.5,2.125,-0.375,2.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_052__c5,ugly_gold,ugly_gold,True,True,False,2.5,-3.25,2.875,-0.375,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_052,dorn_cuda_097,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_052__c6,ugly_trash,beautiful_trash,False,False,False,-0.25,-1.625,0.6875,-0.9375,0.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_053__c1,golden,golden,True,True,False,0.75,-1.125,0.9375,-0.1875,0.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_053__c2,golden,golden,True,True,False,3.5,-3.75,3.625,-0.125,3.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_053__c3,golden,golden,True,True,False,3.5,-4.125,3.8125,-0.3125,3.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_053__c4,ugly_gold,ugly_gold,True,True,False,3.0,-3.25,3.125,-0.125,3.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_053__c5,ugly_gold,ugly_gold,True,True,False,3.5,-3.75,3.625,-0.125,3.625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_053,dorn_cuda_104,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_053__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.625,0.4375,-1.1875,0.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_054__c1,golden,golden,True,True,False,0.5,-1.125,0.8125,-0.3125,0.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_054__c2,golden,golden,True,True,False,1.5,-3.625,2.5625,-1.0625,2.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_054__c3,golden,golden,True,True,False,1.75,-3.625,2.6875,-0.9375,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_054__c4,ugly_gold,ugly_gold,True,True,False,0.0,-3.5,1.75,-1.75,1.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_054__c5,ugly_gold,ugly_gold,True,True,False,0.25,-3.5,1.875,-1.625,1.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_054,dorn_cuda_002,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_054__c6,ugly_trash,beautiful_trash,False,False,False,-1.0,-1.25,0.125,-1.125,0.125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_055__c1,golden,golden,True,True,False,0.0,-0.625,0.3125,-0.3125,0.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_055__c2,golden,golden,True,True,False,2.375,-3.5,2.9375,-0.5625,2.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_055__c3,golden,golden,True,True,False,2.5,-3.625,3.0625,-0.5625,3.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_055__c4,ugly_gold,ugly_gold,True,True,False,2.125,-3.0,2.5625,-0.4375,2.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_055__c5,ugly_gold,ugly_gold,True,True,False,2.375,-3.375,2.875,-0.5,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_055,dorn_cuda_048,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_055__c6,ugly_trash,beautiful_trash,False,False,False,-1.25,-1.375,0.0625,-1.3125,0.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_056__c1,ugly_gold,golden,False,False,False,-0.25,-1.75,0.75,-1.0,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_056__c2,golden,golden,True,True,False,1.0,-3.0,2.0,-1.0,2.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_056__c3,golden,golden,True,True,False,1.5,-3.125,2.3125,-0.8125,2.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_056__c4,ugly_gold,ugly_gold,True,True,False,0.625,-3.5,2.0625,-1.4375,2.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_056__c5,ugly_gold,ugly_gold,True,True,False,0.75,-3.25,2.0,-1.25,2.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_056,dorn_cuda_029,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_056__c6,ugly_trash,beautiful_trash,False,False,False,-0.5,-1.625,0.5625,-1.0625,0.5625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_057__c1,ugly_gold,golden,False,False,False,-0.75,-0.75,0.0,-0.75,0.0,False,True
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_057__c2,golden,golden,True,True,False,2.25,-3.5,2.875,-0.625,2.875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_057__c3,golden,golden,True,True,False,1.875,-4.25,3.0625,-1.1875,3.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_057__c4,ugly_gold,ugly_gold,True,True,False,1.875,-4.125,3.0,-1.125,3.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_057__c5,ugly_gold,ugly_gold,True,True,False,1.25,-4.125,2.6875,-1.4375,2.6875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_057,dorn_cuda_117,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_057__c6,ugly_trash,beautiful_trash,False,False,False,-1.625,-2.0,0.1875,-1.8125,0.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_058__c1,ugly_gold,golden,False,False,False,-0.125,-0.25,0.0625,-0.1875,0.0625,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_058__c2,golden,golden,True,True,False,2.625,-3.25,2.9375,-0.3125,2.9375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_058__c3,golden,golden,True,True,False,2.5,-3.125,2.8125,-0.3125,2.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_058__c4,ugly_gold,ugly_gold,True,True,False,2.5,-4.0,3.25,-0.75,3.25,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_058__c5,ugly_gold,ugly_gold,True,True,False,2.875,-3.75,3.3125,-0.4375,3.3125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_058,dorn_cuda_101,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_058__c6,ugly_trash,beautiful_trash,False,False,False,-1.5,-1.375,-0.0625,-1.4375,-0.0625,False,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_059__c1,ugly_gold,golden,False,False,False,-0.375,-1.875,0.75,-1.125,0.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_059__c2,golden,golden,True,True,False,2.125,-4.25,3.1875,-1.0625,3.1875,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_059__c3,golden,golden,True,True,False,1.875,-4.125,3.0,-1.125,3.0,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,semantic_visual_conflict_primary,ugly_gold,beautiful_trash,ugly_gold,rq3g_cuda_059__c4,ugly_gold,ugly_gold,True,True,False,1.375,-4.25,2.8125,-1.4375,2.8125,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,semantic_only_under_ugly,ugly_gold,ugly_trash,ugly_gold,rq3g_cuda_059__c5,ugly_gold,ugly_gold,True,True,False,1.375,-4.125,2.75,-1.375,2.75,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_059,dorn_cuda_044,mid,visual_only_trash,beautiful_trash,ugly_trash,beautiful_trash,rq3g_cuda_059__c6,ugly_trash,beautiful_trash,False,False,False,-0.75,-1.75,0.5,-1.25,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_060,dorn_cuda_085,mid,visual_only_gold,golden,ugly_gold,golden,rq3g_cuda_060__c1,golden,golden,True,True,False,0.0,-1.0,0.5,-0.5,0.5,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_060,dorn_cuda_085,mid,semantic_and_visual_aligned,golden,beautiful_trash,golden,rq3g_cuda_060__c2,golden,golden,True,True,False,1.5,-3.375,2.4375,-0.9375,2.4375,True,False
Qwen/Qwen2.5-VL-7B-Instruct,cc594898137f460bfe9f0759e9844b3ce807cfb5,cuda,rq3g_cuda_060,dorn_cuda_085,mid,semantic_and_visual_aligned,golden,ugly_trash,golden,rq3g_cuda_060__c3,golden,golden,True,True,False,1.875,-4.5,3.1875,-1.3125,3.1875,True,False
