model_key,model,condition,pair_id,language,difficulty,abs_z_diff,human_delta,valid,correct,model_sign,ab_correct,ba_correct,ab_first,ba_first,parse_failure_calls,position_margin_b,content_margin_c,debiased_correct,complete_effective_logits,content_tie,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3277,cuda,easy,1.7835719273882598,1.7835719273882598,True,True,1.0,True,True,True,False,0,-3.5,5.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3280,cuda,easy,1.8722268902738703,-1.8722268902738706,True,True,-1.0,True,True,False,True,0,-1.875,-11.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3289,cuda,easy,1.5639182550695614,1.5639182550695614,True,True,1.0,True,True,True,False,0,-2.25,5.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3292,cuda,easy,2.714932273752323,2.714932273752323,True,True,1.0,True,True,True,False,0,-1.5,12.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3296,cuda,easy,1.3211001204926889,-1.3211001204926889,True,True,-1.0,True,True,False,True,0,0.75,-1.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3299,cuda,easy,1.152708836830443,-1.152708836830443,False,False,,True,False,False,False,0,-7.25,2.25,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3307,cuda,easy,1.83281177337274,1.83281177337274,True,True,1.0,True,True,True,False,0,-1.625,15.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3312,cuda,easy,1.865999920426403,1.865999920426403,True,True,1.0,True,True,True,False,0,-2.125,19.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3318,cuda,easy,2.736296397950761,-2.7362963979507615,True,False,1.0,False,False,True,False,0,0.5,13.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3319,cuda,easy,1.0878103526096037,-1.0878103526096037,True,False,1.0,False,False,True,False,0,3.5,8.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3327,cuda,easy,2.633831748399749,-2.633831748399749,True,False,1.0,False,False,True,False,0,4.375,9.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3328,cuda,easy,1.9710942889724905,1.9710942889724905,True,True,1.0,True,True,True,False,0,1.5,6.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3346,cuda,easy,1.610184030857674,1.610184030857674,True,True,1.0,True,True,True,False,0,2.5,12.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3370,cuda,easy,3.269074000507227,-3.269074000507227,False,False,,True,False,False,False,0,-2.125,-1.375,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3371,cuda,easy,1.422712850592625,1.422712850592625,True,True,1.0,True,True,True,False,0,5.625,7.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3382,cuda,easy,1.3323603727220108,-1.3323603727220108,True,True,-1.0,True,True,False,True,0,-3.375,-17.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3411,cuda,easy,2.4440867051009545,2.4440867051009545,False,False,,True,False,True,True,0,11.0,2.5,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3436,cuda,easy,1.7814468372655117,1.7814468372655117,False,False,,False,True,False,False,0,-10.0,6.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3439,cuda,easy,1.6290699689027135,1.6290699689027135,True,True,1.0,True,True,True,False,0,-5.75,5.75,True,True,False,True,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3451,cuda,easy,2.08366814471146,-2.08366814471146,True,True,-1.0,True,True,False,True,0,-1.25,-14.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3493,cuda,easy,2.2039025277933044,2.2039025277933044,True,True,1.0,True,True,True,False,0,-3.875,11.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3499,cuda,easy,1.5314674359351517,-1.5314674359351517,False,False,,True,False,False,False,0,-5.5,-5.25,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3513,cuda,easy,3.086523424219901,3.086523424219901,True,True,1.0,True,True,True,False,0,0.25,12.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3521,cuda,easy,1.554759956254586,1.554759956254586,False,False,,True,False,True,True,0,2.75,-2.25,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3522,cuda,easy,1.2956433317468383,1.2956433317468383,False,False,,False,True,False,False,0,-5.375,-1.625,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3527,cuda,easy,1.233991488678506,1.233991488678506,True,False,-1.0,False,False,False,True,0,2.125,-6.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3542,cuda,easy,1.6587319191955543,1.6587319191955545,True,False,-1.0,False,False,False,True,0,1.625,-12.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3543,cuda,easy,2.4336649705645224,2.4336649705645224,True,False,-1.0,False,False,False,True,0,-2.0,-4.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3548,cuda,easy,2.488820763841124,-2.488820763841124,True,True,-1.0,True,True,False,True,0,-3.0,-18.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3549,cuda,easy,1.441765574059347,1.441765574059347,True,True,1.0,True,True,True,False,0,5.75,6.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3570,cuda,easy,1.9592779773691624,-1.9592779773691626,False,False,,True,False,False,False,0,-3.75,1.25,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3578,cuda,easy,2.261243811136925,2.2612438111369255,True,True,1.0,True,True,True,False,0,-1.0,15.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3584,cuda,easy,1.4690149105595451,1.4690149105595451,True,False,-1.0,False,False,False,True,0,2.25,-13.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3589,cuda,easy,1.7919468767361475,1.7919468767361477,True,True,1.0,True,True,True,False,0,1.875,17.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3590,cuda,easy,3.9618843791368255,-3.9618843791368263,True,True,-1.0,True,True,False,True,0,-0.25,-17.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3601,cuda,easy,1.239563440220081,1.239563440220081,False,False,,False,True,False,False,0,-6.125,-2.875,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3604,cuda,easy,1.3563643107296752,-1.3563643107296752,True,False,1.0,False,False,True,False,0,-0.125,14.125,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3617,cuda,easy,2.1287506386507395,2.1287506386507395,True,False,-1.0,False,False,False,True,0,-2.125,-12.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3621,cuda,easy,1.5891080351390752,1.5891080351390752,True,True,1.0,True,True,True,False,0,-1.625,14.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3626,cuda,easy,2.483098345778356,2.483098345778356,True,True,1.0,True,True,True,False,0,5.875,6.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3636,cuda,easy,1.7733799358441171,1.7733799358441173,True,True,1.0,True,True,True,False,0,3.125,7.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3652,cuda,easy,1.7691954074502907,1.7691954074502907,True,False,-1.0,False,False,False,True,0,4.125,-6.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3660,cuda,easy,1.0615681843155254,1.0615681843155254,True,False,-1.0,False,False,False,True,0,1.375,-7.125,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3662,cuda,easy,1.2032200422735826,-1.2032200422735826,True,True,-1.0,True,True,False,True,0,-2.75,-15.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3678,cuda,easy,2.3324459781931246,-2.3324459781931246,True,False,1.0,False,False,True,False,0,-4.375,6.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3679,cuda,easy,1.4649377846282257,1.4649377846282257,True,True,1.0,True,True,True,False,0,-5.125,12.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3687,cuda,easy,1.685386290628105,1.685386290628105,False,False,,True,False,True,True,0,4.5,4.0,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3692,cuda,easy,2.886917211282209,-2.886917211282209,False,False,,True,False,False,False,0,-6.875,-6.375,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3714,cuda,easy,2.7576353503838464,-2.7576353503838464,True,False,1.0,False,False,True,False,0,-1.625,19.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3737,cuda,easy,1.0846320198292567,-1.0846320198292567,True,True,-1.0,True,True,False,True,0,0.875,-11.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3740,cuda,easy,2.2119958534256363,2.2119958534256363,True,True,1.0,True,True,True,False,0,1.75,12.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3741,cuda,easy,1.1417699958503946,-1.1417699958503946,True,True,-1.0,True,True,False,True,0,-0.375,-5.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3753,cuda,easy,1.1123418206690632,1.1123418206690632,True,False,-1.0,False,False,False,True,0,0.75,-9.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3761,cuda,easy,1.4252456762118342,-1.4252456762118342,True,False,1.0,False,False,True,False,0,-1.875,14.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3764,cuda,easy,2.9783020226040264,-2.9783020226040264,False,False,,False,True,True,True,0,4.375,-0.125,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3787,cuda,easy,1.354904289680535,-1.354904289680535,True,True,-1.0,True,True,False,True,0,1.75,-9.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3811,cuda,easy,1.1030863454869673,1.1030863454869673,False,False,,False,True,False,False,0,-10.125,5.875,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3820,cuda,easy,1.8835333057374937,1.8835333057374937,True,True,1.0,True,True,True,False,0,1.75,13.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3826,cuda,easy,3.3570409226057087,3.3570409226057087,False,False,,True,False,True,True,0,7.125,3.375,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3837,cuda,easy,2.2901283084165773,-2.2901283084165773,True,False,1.0,False,False,True,False,0,2.75,10.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3859,cuda,easy,1.670348779054489,-1.670348779054489,True,True,-1.0,True,True,False,True,0,-0.375,-14.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3866,cuda,easy,1.347610591593552,1.347610591593552,True,True,1.0,True,True,True,False,0,-2.5,16.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3879,cuda,easy,2.164384890621686,-2.164384890621686,True,False,1.0,False,False,True,False,0,1.5,3.75,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3883,cuda,easy,1.0172157112033289,1.0172157112033289,True,True,1.0,True,True,True,False,0,-1.75,15.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3899,cuda,easy,1.5257977195193086,1.5257977195193086,True,True,1.0,True,True,True,False,0,-0.75,11.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3901,cuda,easy,2.777392164734259,2.777392164734259,True,True,1.0,True,True,True,False,0,-1.75,17.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3902,cuda,easy,1.33621864235182,1.3362186423518199,True,True,1.0,True,True,True,False,0,-2.375,16.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3924,cuda,easy,1.3027792319604272,-1.3027792319604272,True,True,-1.0,True,True,False,True,0,-0.125,-11.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3938,cuda,easy,2.8710374058943646,2.8710374058943646,True,True,1.0,True,True,True,False,0,-1.5,4.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3947,cuda,easy,2.22549037166884,-2.22549037166884,True,True,-1.0,True,True,False,True,0,-6.5,-9.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3973,cuda,easy,2.5450797146945296,-2.5450797146945296,True,True,-1.0,True,True,False,True,0,0.0,-19.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3974,cuda,easy,2.002261576658244,2.002261576658244,True,True,1.0,True,True,True,False,0,-0.25,5.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3986,cuda,easy,1.6109663028192922,1.6109663028192922,True,True,1.0,True,True,True,False,0,-3.0,8.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_3998,cuda,easy,1.1481907943838,1.1481907943838001,True,False,-1.0,False,False,False,True,0,-6.0,-9.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4010,cuda,medium,0.9707524751167562,-0.9707524751167562,True,True,-1.0,True,True,False,True,0,-2.125,-13.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4023,cuda,medium,0.8729143149206818,-0.8729143149206818,False,False,,False,True,True,True,0,5.625,3.125,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4030,cuda,medium,0.6611253981048453,0.6611253981048453,True,True,1.0,True,True,True,False,0,-0.875,19.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4039,cuda,medium,0.7897915286033964,0.7897915286033964,True,True,1.0,True,True,True,False,0,0.75,12.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4054,cuda,medium,0.9602206197656772,-0.9602206197656771,True,False,1.0,False,False,True,False,0,1.5,9.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4059,cuda,medium,0.9344136021382918,-0.9344136021382918,True,True,-1.0,True,True,False,True,0,1.125,-7.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4063,cuda,medium,0.9424886073507616,0.9424886073507615,True,True,1.0,True,True,True,False,0,0.625,14.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4066,cuda,medium,0.6906382828397679,0.6906382828397679,True,True,1.0,True,True,True,False,0,-0.75,6.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4067,cuda,medium,0.5699727914840191,0.5699727914840191,True,True,1.0,True,True,True,False,0,-7.125,7.125,True,True,False,True,False,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4070,cuda,medium,0.7144925511642356,0.7144925511642356,True,True,1.0,True,True,True,False,0,0.625,11.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4076,cuda,medium,0.8969980532275645,0.8969980532275645,True,True,1.0,True,True,True,False,0,3.25,5.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4088,cuda,medium,0.7378124644643391,-0.7378124644643391,True,True,-1.0,True,True,False,True,0,-2.25,-17.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4096,cuda,medium,0.8133465653230285,-0.8133465653230285,False,False,,True,False,False,False,0,-5.375,-0.625,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4101,cuda,medium,0.5108406636810738,-0.5108406636810738,True,True,-1.0,True,True,False,True,0,-2.375,-17.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4107,cuda,medium,0.9192242168354215,0.9192242168354217,True,True,1.0,True,True,True,False,0,0.25,7.75,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4136,cuda,medium,0.7375072789463486,-0.7375072789463486,True,False,1.0,False,False,True,False,0,-2.5,17.0,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4139,cuda,medium,0.6353811330044595,-0.6353811330044595,True,True,-1.0,True,True,False,True,0,-2.375,-11.375,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4174,cuda,medium,0.949723600679574,-0.949723600679574,True,False,1.0,False,False,True,False,0,-2.0,14.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4198,cuda,medium,0.7139890210990723,-0.7139890210990723,True,True,-1.0,True,True,False,True,0,-2.25,-12.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4209,cuda,medium,0.5469108610406547,0.5469108610406547,True,True,1.0,True,True,True,False,0,0.5,8.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4210,cuda,medium,0.955331989273802,0.9553319892738021,False,False,,False,True,False,False,0,-7.375,5.625,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4218,cuda,medium,0.7106813397555936,0.7106813397555936,True,False,-1.0,False,False,False,True,0,-2.0,-12.5,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4221,cuda,medium,0.5717972043663756,-0.5717972043663756,True,False,1.0,False,False,True,False,0,-0.75,2.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4235,cuda,medium,0.5817899936684625,0.5817899936684625,False,False,,False,True,False,False,0,-8.875,-2.625,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4261,cuda,medium,0.6506160279633537,0.6506160279633537,False,False,,True,False,True,True,0,5.5,-0.5,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4275,cuda,medium,0.6442376721541927,-0.6442376721541927,True,False,1.0,False,False,True,False,0,-3.625,6.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4277,cuda,medium,0.7561660734536706,-0.7561660734536706,True,True,-1.0,True,True,False,True,0,-0.25,-16.25,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4280,cuda,medium,0.6808607148962991,-0.6808607148962991,True,True,-1.0,True,True,False,True,0,-3.875,-11.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4289,cuda,medium,0.970331282731279,0.970331282731279,False,False,,False,True,False,False,0,-2.625,1.125,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4292,cuda,medium,0.500781237963168,-0.500781237963168,True,False,1.0,False,False,True,False,0,6.875,8.125,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4296,cuda,medium,0.8947687831040966,-0.8947687831040966,True,True,-1.0,True,True,False,True,0,3.25,-14.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4299,cuda,medium,0.785262912759978,0.785262912759978,True,True,1.0,True,True,True,False,0,-3.625,16.125,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4307,cuda,medium,0.9955542064292896,0.9955542064292896,True,False,-1.0,False,False,False,True,0,-2.5,-3.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4312,cuda,medium,0.6207123819564899,0.6207123819564899,True,False,-1.0,False,False,False,True,0,0.125,-1.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4318,cuda,medium,0.8502942954936921,-0.8502942954936921,True,False,1.0,False,False,True,False,0,-3.125,14.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4319,cuda,medium,0.8223259588215011,0.8223259588215011,True,False,-1.0,False,False,False,True,0,2.625,-4.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4327,cuda,medium,0.9452444613719936,0.9452444613719937,True,True,1.0,True,True,True,False,0,2.625,3.625,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4328,cuda,medium,0.7643262814861214,-0.7643262814861214,True,True,-1.0,True,True,False,True,0,2.0,-11.0,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4346,cuda,medium,0.9342691867377524,0.9342691867377524,True,True,1.0,True,True,True,False,0,0.125,12.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4370,cuda,medium,0.5669970176437338,0.5669970176437338,True,True,1.0,True,True,True,False,0,-0.625,15.875,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4371,cuda,medium,0.825188234430458,-0.825188234430458,True,False,1.0,False,False,True,False,0,-1.125,11.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4382,cuda,medium,0.6453562582298376,-0.6453562582298376,True,False,1.0,False,False,True,False,0,0.875,6.625,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4411,cuda,medium,0.5947037992476847,-0.5947037992476847,True,False,1.0,False,False,True,False,0,-0.875,11.875,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4436,cuda,medium,0.8623026770691259,-0.8623026770691259,False,False,,True,False,False,False,0,-4.25,3.75,False,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4439,cuda,medium,0.5497221320602546,-0.5497221320602546,True,True,-1.0,True,True,False,True,0,-5.25,-13.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4451,cuda,medium,0.7783989330033735,0.7783989330033735,True,True,1.0,True,True,True,False,0,0.0,9.5,True,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4493,cuda,medium,0.8551581116725775,0.8551581116725775,True,False,-1.0,False,False,False,True,0,-1.5,-16.25,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4499,cuda,medium,0.9949697883920006,0.9949697883920006,False,False,,False,True,False,False,0,-5.625,4.125,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4513,cuda,medium,0.5744152652279833,0.5744152652279833,False,False,,True,False,True,True,0,11.25,0.5,True,True,False,False,True,False,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4521,cuda,medium,0.9361151858507544,-0.9361151858507544,True,False,1.0,False,False,True,False,0,2.625,9.375,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4522,cuda,medium,0.5986606862923116,-0.5986606862923116,True,False,1.0,False,False,True,False,0,1.375,2.125,False,True,False,False,True,True,False
qwen3,Qwen/Qwen3-VL-8B-Instruct,combined_text_plus_image,rq1_4527,cuda,medium,0.9835823565328004,0.9835823565328004,True,True,1.0,True,True,True,False,0,-6.875,12.625,True,True,False,False,True,True,False
