model_key,model,pair_id,language,difficulty,snippet_i,snippet_j,abs_b,abs_c,valid,correct,content_tie,boundary_abs_c_eq_abs_b,identity_predicted_valid,identity_violation_nonboundary,identity_mismatch_conservative_boundary_included
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4001,cuda,medium,dorn_cuda_012,dorn_cuda_033,0.875,0.75,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4002,cuda,medium,dorn_cuda_021,dorn_cuda_113,1.4375,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4003,cuda,medium,dorn_cuda_021,dorn_cuda_080,0.6875,1.0625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4004,cuda,medium,dorn_cuda_082,dorn_cuda_114,1.0625,0.5625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4005,cuda,medium,dorn_cuda_029,dorn_cuda_046,0.4375,0.4375,True,True,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4006,cuda,medium,dorn_cuda_059,dorn_cuda_068,0.5625,0.8125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4007,cuda,medium,dorn_cuda_049,dorn_cuda_102,0.3125,0.5625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4008,cuda,medium,dorn_cuda_060,dorn_cuda_104,0.5,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4009,cuda,medium,dorn_cuda_096,dorn_cuda_107,0.375,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4010,cuda,medium,dorn_cuda_024,dorn_cuda_025,0.9375,0.4375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4011,cuda,medium,dorn_cuda_035,dorn_cuda_054,0.5,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4012,cuda,medium,dorn_cuda_041,dorn_cuda_062,0.625,1.25,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4013,cuda,medium,dorn_cuda_003,dorn_cuda_056,0.3125,1.0625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4014,cuda,medium,dorn_cuda_014,dorn_cuda_070,0.375,0.625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4015,cuda,medium,dorn_cuda_052,dorn_cuda_095,0.4375,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4016,cuda,medium,dorn_cuda_007,dorn_cuda_049,0.5,1.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4017,cuda,medium,dorn_cuda_033,dorn_cuda_034,1.0,0.375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4018,cuda,medium,dorn_cuda_020,dorn_cuda_105,1.3125,1.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4019,cuda,medium,dorn_cuda_000,dorn_cuda_072,0.375,0.0,False,False,True,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4020,cuda,medium,dorn_cuda_001,dorn_cuda_083,0.375,2.25,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4021,cuda,medium,dorn_cuda_042,dorn_cuda_082,0.625,1.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4022,cuda,medium,dorn_cuda_006,dorn_cuda_075,0.0625,0.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4023,cuda,medium,dorn_cuda_043,dorn_cuda_077,0.5625,0.3125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4024,cuda,medium,dorn_cuda_033,dorn_cuda_048,0.3125,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4025,cuda,medium,dorn_cuda_013,dorn_cuda_014,0.1875,0.6875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4026,cuda,medium,dorn_cuda_074,dorn_cuda_080,0.625,0.5,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4027,cuda,medium,dorn_cuda_076,dorn_cuda_113,0.6875,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4028,cuda,medium,dorn_cuda_079,dorn_cuda_102,0.4375,0.8125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4029,cuda,medium,dorn_cuda_019,dorn_cuda_074,0.75,1.875,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4030,cuda,medium,dorn_cuda_063,dorn_cuda_098,0.375,1.75,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4031,cuda,medium,dorn_cuda_068,dorn_cuda_090,0.1875,0.5625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4032,cuda,medium,dorn_cuda_034,dorn_cuda_038,1.0625,0.8125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4033,cuda,medium,dorn_cuda_000,dorn_cuda_059,0.75,0.625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4034,cuda,medium,dorn_cuda_030,dorn_cuda_084,0.5625,1.9375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4035,cuda,medium,dorn_cuda_032,dorn_cuda_047,1.0,0.5,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4036,cuda,medium,dorn_cuda_090,dorn_cuda_106,0.25,0.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4037,cuda,medium,dorn_cuda_097,dorn_cuda_118,0.625,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4038,cuda,medium,dorn_cuda_103,dorn_cuda_110,0.75,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4039,cuda,medium,dorn_cuda_013,dorn_cuda_044,0.0,0.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4040,cuda,medium,dorn_cuda_030,dorn_cuda_113,1.25,0.75,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4041,cuda,medium,dorn_cuda_077,dorn_cuda_119,0.5625,1.0625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4042,cuda,medium,dorn_cuda_066,dorn_cuda_080,0.5,0.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4043,cuda,medium,dorn_cuda_007,dorn_cuda_034,1.0,0.5,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4044,cuda,medium,dorn_cuda_003,dorn_cuda_044,0.3125,0.8125,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4045,cuda,medium,dorn_cuda_003,dorn_cuda_042,0.5625,0.4375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4046,cuda,medium,dorn_cuda_027,dorn_cuda_048,0.625,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4047,cuda,medium,dorn_cuda_000,dorn_cuda_061,0.3125,0.3125,True,False,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4048,cuda,medium,dorn_cuda_022,dorn_cuda_039,0.125,0.625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4049,cuda,medium,dorn_cuda_077,dorn_cuda_111,0.3125,0.4375,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4050,cuda,medium,dorn_cuda_052,dorn_cuda_109,0.125,0.625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4051,cuda,medium,dorn_cuda_029,dorn_cuda_082,1.0,0.625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4052,cuda,medium,dorn_cuda_093,dorn_cuda_118,0.9375,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4053,cuda,medium,dorn_cuda_032,dorn_cuda_036,1.0625,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4054,cuda,medium,dorn_cuda_026,dorn_cuda_109,0.1875,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4055,cuda,medium,dorn_cuda_071,dorn_cuda_074,0.1875,0.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4056,cuda,medium,dorn_cuda_021,dorn_cuda_087,0.9375,0.8125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4057,cuda,medium,dorn_cuda_018,dorn_cuda_045,1.5625,1.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4058,cuda,medium,dorn_cuda_059,dorn_cuda_079,0.6875,1.3125,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4059,cuda,medium,dorn_cuda_001,dorn_cuda_080,0.5625,0.3125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4060,cuda,medium,dorn_cuda_000,dorn_cuda_064,0.8125,0.4375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4061,cuda,medium,dorn_cuda_002,dorn_cuda_033,0.75,0.5,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4062,cuda,medium,dorn_cuda_033,dorn_cuda_094,0.625,1.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4063,cuda,medium,dorn_cuda_006,dorn_cuda_069,0.875,1.875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4064,cuda,medium,dorn_cuda_048,dorn_cuda_068,0.5,0.375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4065,cuda,medium,dorn_cuda_004,dorn_cuda_076,0.0625,0.8125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4066,cuda,medium,dorn_cuda_080,dorn_cuda_103,0.625,0.5,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4067,cuda,medium,dorn_cuda_001,dorn_cuda_056,0.5625,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4068,cuda,medium,dorn_cuda_015,dorn_cuda_023,0.0625,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4069,cuda,medium,dorn_cuda_026,dorn_cuda_107,0.25,1.25,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4070,cuda,medium,dorn_cuda_015,dorn_cuda_053,0.3125,1.4375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4071,cuda,medium,dorn_cuda_066,dorn_cuda_115,0.625,0.375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4072,cuda,medium,dorn_cuda_091,dorn_cuda_097,0.3125,1.5625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4073,cuda,medium,dorn_cuda_032,dorn_cuda_097,0.8125,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4074,cuda,medium,dorn_cuda_026,dorn_cuda_041,0.0,1.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4075,cuda,medium,dorn_cuda_022,dorn_cuda_029,0.0625,0.9375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4076,cuda,medium,dorn_cuda_112,dorn_cuda_114,0.6875,1.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4077,cuda,medium,dorn_cuda_028,dorn_cuda_097,0.375,1.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4078,cuda,medium,dorn_cuda_015,dorn_cuda_046,0.1875,1.0625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4079,cuda,medium,dorn_cuda_023,dorn_cuda_047,0.5625,0.5625,True,False,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4080,cuda,medium,dorn_cuda_079,dorn_cuda_094,0.6875,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4081,cuda,medium,dorn_cuda_014,dorn_cuda_039,0.5625,0.3125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4082,cuda,medium,dorn_cuda_049,dorn_cuda_081,0.875,1.375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4083,cuda,medium,dorn_cuda_074,dorn_cuda_097,0.8125,0.6875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4084,cuda,medium,dorn_cuda_001,dorn_cuda_036,0.5,0.75,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4085,cuda,medium,dorn_cuda_031,dorn_cuda_041,0.25,0.5,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4086,cuda,medium,dorn_cuda_021,dorn_cuda_101,0.5625,0.8125,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4087,cuda,medium,dorn_cuda_020,dorn_cuda_093,0.8125,1.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4088,cuda,medium,dorn_cuda_045,dorn_cuda_100,1.125,1.875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4089,cuda,medium,dorn_cuda_010,dorn_cuda_086,0.625,0.75,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4090,cuda,medium,dorn_cuda_022,dorn_cuda_116,0.0625,0.6875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4091,cuda,medium,dorn_cuda_022,dorn_cuda_042,0.625,0.625,True,True,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4092,cuda,medium,dorn_cuda_010,dorn_cuda_114,0.5625,1.4375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4093,cuda,medium,dorn_cuda_002,dorn_cuda_063,0.6875,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4094,cuda,medium,dorn_cuda_030,dorn_cuda_050,1.125,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4095,cuda,medium,dorn_cuda_029,dorn_cuda_079,1.125,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4096,cuda,medium,dorn_cuda_003,dorn_cuda_059,0.625,1.5,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4097,cuda,medium,dorn_cuda_082,dorn_cuda_097,0.9375,0.5625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4098,cuda,medium,dorn_cuda_088,dorn_cuda_091,0.1875,1.0625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4099,cuda,medium,dorn_cuda_001,dorn_cuda_093,0.6875,2.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4100,cuda,medium,dorn_cuda_034,dorn_cuda_075,0.5,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4101,cuda,medium,dorn_cuda_045,dorn_cuda_104,0.9375,2.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4102,cuda,medium,dorn_cuda_091,dorn_cuda_094,0.1875,1.4375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4103,cuda,medium,dorn_cuda_099,dorn_cuda_113,1.3125,0.5625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4104,cuda,medium,dorn_cuda_046,dorn_cuda_049,0.5625,0.8125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4105,cuda,medium,dorn_cuda_002,dorn_cuda_022,0.625,0.625,True,True,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4106,cuda,medium,dorn_cuda_082,dorn_cuda_084,0.5,1.375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4107,cuda,medium,dorn_cuda_011,dorn_cuda_069,1.0625,0.9375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4108,cuda,medium,dorn_cuda_072,dorn_cuda_108,0.375,2.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4109,cuda,medium,dorn_cuda_047,dorn_cuda_112,0.5,0.0,False,False,True,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4110,cuda,medium,dorn_cuda_092,dorn_cuda_108,1.6875,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4111,cuda,medium,dorn_cuda_073,dorn_cuda_102,0.375,0.375,True,False,False,True,False,False,True
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4112,cuda,medium,dorn_cuda_031,dorn_cuda_109,0.0625,0.5625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4113,cuda,medium,dorn_cuda_043,dorn_cuda_056,0.625,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4114,cuda,medium,dorn_cuda_102,dorn_cuda_118,0.4375,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4115,cuda,medium,dorn_cuda_031,dorn_cuda_054,0.0625,0.8125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4116,cuda,medium,dorn_cuda_029,dorn_cuda_043,0.3125,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4117,cuda,medium,dorn_cuda_049,dorn_cuda_116,0.25,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4118,cuda,medium,dorn_cuda_057,dorn_cuda_088,0.5625,1.1875,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4119,cuda,medium,dorn_cuda_094,dorn_cuda_111,0.0625,0.8125,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4120,cuda,medium,dorn_cuda_002,dorn_cuda_066,0.75,0.0,False,False,True,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4121,cuda,medium,dorn_cuda_048,dorn_cuda_118,0.375,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4122,cuda,medium,dorn_cuda_051,dorn_cuda_115,0.3125,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4123,cuda,medium,dorn_cuda_051,dorn_cuda_059,0.375,0.25,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4124,cuda,medium,dorn_cuda_052,dorn_cuda_077,0.3125,0.5625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4125,cuda,medium,dorn_cuda_001,dorn_cuda_034,0.6875,1.4375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4126,cuda,medium,dorn_cuda_033,dorn_cuda_095,0.6875,1.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4127,cuda,medium,dorn_cuda_057,dorn_cuda_097,0.4375,1.6875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4128,cuda,medium,dorn_cuda_026,dorn_cuda_077,0.75,0.0,False,False,True,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4129,cuda,medium,dorn_cuda_039,dorn_cuda_083,0.75,2.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4130,cuda,medium,dorn_cuda_029,dorn_cuda_119,0.0,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4131,cuda,medium,dorn_cuda_075,dorn_cuda_105,0.6875,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4132,cuda,medium,dorn_cuda_001,dorn_cuda_059,0.375,1.0,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4133,cuda,medium,dorn_cuda_057,dorn_cuda_117,0.1875,2.1875,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4134,cuda,medium,dorn_cuda_091,dorn_cuda_104,0.3125,1.5625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4135,cuda,medium,dorn_cuda_029,dorn_cuda_051,0.1875,0.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4136,cuda,medium,dorn_cuda_075,dorn_cuda_085,1.125,0.375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4137,cuda,medium,dorn_cuda_040,dorn_cuda_096,0.3125,1.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4138,cuda,medium,dorn_cuda_007,dorn_cuda_017,0.25,1.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4139,cuda,medium,dorn_cuda_032,dorn_cuda_071,1.0,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4140,cuda,medium,dorn_cuda_000,dorn_cuda_114,0.6875,1.4375,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4141,cuda,medium,dorn_cuda_045,dorn_cuda_099,1.3125,0.9375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4142,cuda,medium,dorn_cuda_011,dorn_cuda_087,0.8125,0.6875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4143,cuda,medium,dorn_cuda_101,dorn_cuda_119,0.25,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4144,cuda,medium,dorn_cuda_030,dorn_cuda_103,1.0,0.0,False,False,True,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4145,cuda,medium,dorn_cuda_075,dorn_cuda_095,0.0625,0.5625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4146,cuda,medium,dorn_cuda_059,dorn_cuda_075,0.25,0.875,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4147,cuda,medium,dorn_cuda_033,dorn_cuda_059,0.8125,0.1875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4148,cuda,medium,dorn_cuda_029,dorn_cuda_091,0.0625,1.3125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4149,cuda,medium,dorn_cuda_082,dorn_cuda_102,0.25,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4150,cuda,medium,dorn_cuda_008,dorn_cuda_039,0.8125,0.0625,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4151,cuda,medium,dorn_cuda_054,dorn_cuda_106,0.375,0.125,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4152,cuda,medium,dorn_cuda_023,dorn_cuda_080,0.625,1.125,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4153,cuda,medium,dorn_cuda_066,dorn_cuda_083,0.625,1.125,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4154,cuda,medium,dorn_cuda_066,dorn_cuda_095,0.625,1.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4155,cuda,medium,dorn_cuda_112,dorn_cuda_113,1.0,0.875,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4156,cuda,medium,dorn_cuda_040,dorn_cuda_070,0.5,0.75,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4157,cuda,medium,dorn_cuda_061,dorn_cuda_082,0.5625,0.4375,False,False,False,False,False,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4158,cuda,medium,dorn_cuda_059,dorn_cuda_091,0.625,2.0,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4159,cuda,medium,dorn_cuda_003,dorn_cuda_097,0.375,0.625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4160,cuda,medium,dorn_cuda_000,dorn_cuda_115,0.375,0.625,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4161,cuda,medium,dorn_cuda_073,dorn_cuda_087,0.5,0.75,True,True,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4162,cuda,medium,dorn_cuda_070,dorn_cuda_080,0.3125,0.5625,True,False,False,False,True,False,False
qwen,Qwen/Qwen2.5-VL-7B-Instruct,rq1_4163,cuda,medium,dorn_cuda_010,dorn_cuda_115,0.0,0.625,True,True,False,False,True,False,False
